date,COL,NG,NUC,OIL,OTH,SUN,WAT,WND
2022-08-06,2854444,5699041,2196240,23283,249110,446532,676240,1150172
2022-08-07,2874522,5667476,2210125,25952,253541,444425,660171,1029150
2022-08-08,3028314,6235800,2222445,62710,261872,432013,754651,833478
2022-08-09,3045944,6415651,2245318,80257,269313,403331,761394,559641
2022-08-10,2961540,6261245,2255058,41151,266324,409236,748587,454551
2022-08-11,2798876,6023644,2264262,27950,249399,394269,728238,594701
2022-08-12,2702940,5556116,2272653,26278,242346,396816,760509,788333
2022-08-13,2548989,4791116,2276275,24920,229006,417173,646529,867822
2022-08-14,2633682,4675564,2255329,24464,224554,424856,634859,644972
2022-08-15,2745284,5161155,2245984,24431,238002,414573,761021,780596
2022-08-16,2769964,5447444,2249070,25385,238866,388200,777465,695671
2022-08-17,2802420,5577172,2246832,25868,238126,407216,782303,498078
2022-08-18,2744308,5518940,2252397,25167,242713,398199,799035,531465
2022-08-19,2684917,5337851,2245339,24438,247178,382312,805884,685412
2022-08-20,2611570,5113597,2205867,25031,242522,385219,721226,812363
2022-08-21,2604215,5007195,2206467,24402,232921,366359,637674,642228
2022-08-22,2742673,5420477,2227348,24556,242693,370930,718030,580238
2022-08-23,2812458,5612690,2240833,25389,253812,388495,732485,448313
2022-08-24,2848716,5746055,2240858,25416,257242,390163,764536,420563
2022-08-25,2870786,5818534,2242844,26104,250383,368338,778897,416691
2022-08-26,2802254,5826033,2243539,25100,253869,408700,766433,574368
2022-08-27,2528328,5095500,2230430,24400,253970,435297,641325,1155869
2022-08-28,2501492,4861614,2218462,24631,244674,423600,595371,1318915
2022-08-29,2776357,5681728,2188914,32257,260224,413018,672308,1102437
2022-08-30,2851715,5937126,2197208,29414,256082,400014,669645,723060
2022-08-31,2774097,5933407,2201369,27730,245585,410690,679517,538454
2022-09-01,2770002,5823350,2196414,18260,233597,379874,662743,571212
2022-09-02,2677685,5641667,2175734,23545,233326,393866,668686,740690
2022-09-03,2544248,5315773,2150149,22570,231415,394262,601284,732218
2022-09-04,2452590,5122697,2136845,22965,226983,376888,562211,597512
2022-09-05,2414891,5081124,2162214,24053,227004,392216,623188,645392
2022-09-06,2576857,5756961,2157522,27555,240710,409654,750490,537720
2022-09-07,2677327,5868229,2141905,27500,238919,404812,773835,495840
2022-09-08,2485964,5536157,2139476,33796,235164,348836,725061,796838
2022-09-09,2308859,5298826,2145466,28195,230939,324672,722352,918432
2022-09-10,2261346,4858888,2100605,25312,227037,270297,635138,789145
2022-09-11,2214931,4722704,2111606,26053,226077,319334,591273,727010
2022-09-12,2290221,5250908,2125068,27161,238347,355241,648548,562059
2022-09-13,2189119,5090695,2142567,23934,244556,379790,624407,753191
2022-09-14,2048738,4551229,2134809,22702,240948,410445,579538,1202499
2022-09-15,2061347,4367396,2143797,22703,238324,426495,579907,1291642
2022-09-16,2138706,4379709,2153619,22925,235983,427986,588080,1214513
2022-09-17,1991651,4157103,2138335,23070,242010,416538,536809,1323150
2022-09-18,2053435,4295126,2129183,23392,245471,405580,534200,1160213
2022-09-19,2257638,5144787,2138392,26764,256534,405623,584103,1031588
2022-09-20,2369955,5239027,2144322,26298,254438,404101,593602,1145733
2022-09-21,2389853,5154014,2147102,23493,263053,403196,593444,1232672
2022-09-22,2287973,4844179,2149973,23432,248585,418836,542172,1082739
2022-09-23,2024807,4262536,2167918,20986,240605,441721,517384,1016385
2022-09-24,1889325,4016669,2145064,8422,232300,422373,502723,937456
2022-09-25,1753755,4042164,2137121,7007,230888,392040,517234,1085450
2022-09-26,1892770,4431167,2072745,7385,281735,427376,581506,945430
2022-09-27,1923453,4330748,2053324,7968,289761,390780,586951,763856
2022-09-28,1835726,4124414,2034672,8330,279853,367264,589154,929822
2022-09-29,1799389,3889439,1983871,7023,254921,355895,564401,1086405
2022-09-30,1797017,4086199,2318724,9922,248292,365424,600734,1074070
2022-10-01,1637393,3538877,1924868,10960,247608,388765,495462,985737
2022-10-02,1617818,3540019,1919352,20131,250269,370359,458862,912750
2022-10-03,1757362,4118203,1941445,18581,253252,360811,521633,869171
2022-10-04,1825434,4429690,1962786,20227,255610,379286,535776,677982
2022-10-05,1921071,4525155,1972375,18821,252412,379438,542232,475127
2022-10-06,1949521,4466289,1958020,12393,248376,383996,539739,557322
2022-10-07,1960548,4243079,1957376,10138,251069,361656,513393,726891
2022-10-08,1868325,3910742,1877645,10967,248170,355128,458695,636223
2022-10-09,1805391,3798915,1846459,16651,253563,362069,432718,658753
2022-10-10,1905487,4321076,1822298,24996,257694,348724,494255,664445
2022-10-11,1722981,3983969,1830225,23190,259848,346820,466974,1524404
2022-10-12,1755787,4103287,1834180,24377,278352,327150,473473,1498276
2022-10-13,1781354,4300814,1834882,27556,262262,331538,509268,1208128
2022-10-14,1821827,4004524,1834290,26671,274087,378087,508247,1126225
2022-10-15,1773448,3644906,1824883,22445,275624,345947,420294,1232066
2022-10-16,1765630,3479549,1794474,21359,282455,289577,409866,1255462
2022-10-17,1844997,3891064,1794696,36197,285914,287653,451875,1230864
2022-10-18,2006590,4085646,1863039,25312,238646,344212,466162,922203
2022-10-19,2105759,4200577,1877694,22131,239817,382543,509629,758967
2022-10-20,2015770,4057360,1873717,23552,240761,383217,511426,1006803
2022-10-21,1806142,3808250,1861676,22354,233858,384068,455667,1384001
2022-10-22,1535878,3214588,1842974,22010,214862,340965,444235,1778305
2022-10-23,1420667,3062904,1848959,21366,209013,285576,394741,1989497
2022-10-24,1619156,3662815,1860720,22181,211702,310158,454710,1720174
2022-10-25,1752941,3771188,1868166,23273,215199,337360,473862,1353972
2022-10-26,1860774,3927555,1871940,22934,196525,321731,487953,1031444
2022-10-27,1768309,3581598,1892700,22292,200951,329573,489572,1499905
2022-10-28,1894702,3777125,1924158,23628,227749,288202,496381,1131029
2022-10-29,1860440,3614371,1921066,22904,223533,291652,476182,788349
2022-10-30,1908942,3721305,1914991,23474,227554,298171,414207,449323
2022-10-31,2015316,4139450,1893254,24410,235064,275768,526761,492793
2022-11-01,1854778,3891882,1910537,24593,241356,267854,571961,1024659
2022-11-02,1598862,3696894,1917855,25628,237057,246142,548736,1649518
2022-11-03,1525223,3674411,1908869,22278,237468,253015,576423,1841349
2022-11-04,1576374,3574825,1932536,22756,228325,274796,550460,1862464
2022-11-05,1511173,3336937,1918232,22885,233231,267648,483940,1602319
2022-11-06,1351346,3317171,1918628,25636,234002,283628,476014,1640356
2022-11-07,1633459,4083181,1933292,25673,251059,257644,569271,1258971
2022-11-08,1563446,3910069,1949000,25348,240008,245919,587642,1661802
2022-11-09,1601575,3729324,1975162,25430,235697,233451,595203,1737947
2022-11-10,1585735,3615693,1990679,23738,240172,257303,578619,1727393
2022-11-11,1618860,3686664,1999473,24629,241368,218785,601436,1666547
2022-11-12,1899225,3700997,2014795,21741,239177,299123,575000,1036078
2022-11-13,1942723,3692093,2054754,22731,218450,296503,554822,1110041
2022-11-14,2147251,4258117,2071742,25913,231043,293925,658056,1075060
2022-11-15,2273116,4732355,2072706,28191,230416,242333,681294,753101
2022-11-16,2279443,4562505,2069898,32535,220821,279523,642316,970350
2022-11-17,2260774,4476005,2091364,24325,218918,315671,668593,1194841
2022-11-18,2303362,4346555,2110691,20744,231231,282639,694228,1502004
2022-11-19,2281106,4212714,2112448,15735,219210,261474,628156,1420972
2022-11-20,2346343,4219069,2124596,13858,229804,241448,582966,1175349
2022-11-21,2457047,4510027,2141003,9689,243468,285849,657711,1156527
2022-11-22,2454386,4344028,2155964,14971,232147,252843,661437,892565
2022-11-23,2244590,3916831,2174269,22671,226130,250298,605963,1138958
2022-11-24,1997750,3269967,2181700,20384,204512,218487,600014,1337880
2022-11-25,1850336,2901901,2206675,20241,180982,192818,518484,1398807
2022-11-26,1917149,3125702,2224138,10229,192745,229416,551928,1245961
2022-11-27,1903233,3059311,2223984,9493,186469,250557,550090,1324219
2022-11-28,2006865,3537362,2238283,19674,186592,243160,600216,1308685
2022-11-29,1944277,3536973,2245119,15699,187914,257381,658359,1746030
2022-11-30,2000118,3907154,2233222,25662,185991,242367,591949,1595711
2022-12-01,2118603,4255367,2249426,19395,195459,228903,693159,1568697
2022-12-02,1989949,3979236,2251856,10267,195223,207889,721954,1889515
2022-12-03,1901466,3654531,2216411,7327,184436,170113,615044,1474730
2022-12-04,2045411,3870622,2217998,7279,182617,184050,610862,1029066
2022-12-05,2120535,4115902,2202209,15867,181453,184060,677287,1367473
2022-12-06,2246711,4317530,2199609,16064,184825,170068,672119,987202
2022-12-07,2282419,4397391,2178291,19604,185146,181348,673163,612400
2022-12-08,2174063,4227030,2176321,21688,184304,220338,683815,850430
2022-12-09,2159545,4281192,2195032,22308,193280,199439,694218,831224
2022-12-10,2211621,4071903,2194046,26866,181696,156255,641514,771077
2022-12-11,2149754,4005226,2196416,23564,178483,144932,627722,683888
2022-12-12,2041217,4028920,2214437,21213,188833,148668,687755,1384535
2022-12-13,2115570,3898928,2228868,30618,200124,203970,749396,1760099
2022-12-14,2244691,4062883,2225016,38843,217520,201921,755777,1524008
2022-12-15,2364057,4287519,2225920,28510,218524,213256,729340,1254214
2022-12-16,2314321,4204800,2212664,20978,209697,230911,751610,1503049
2022-12-17,2414610,4012867,2197643,19845,221461,225995,702971,1354340
2022-12-18,2656434,4005634,2217774,18901,224375,230655,688245,1170397
2022-12-19,2921449,4409492,2252158,15765,243138,244630,802132,1208811
2022-12-20,3016455,4678505,2240202,20594,225391,169994,805224,868637
2022-12-21,3080780,4938549,2243066,27671,224500,197712,755115,735124
2022-12-22,2883473,4398622,2243097,24826,223006,137118,730677,1579886
2022-12-23,3173040,5056412,2254052,98460,240083,248990,846565,1549638
2022-12-24,3356524,5626166,2250317,412571,302227,277675,873713,1038286
2022-12-25,3186582,4939435,2255227,289715,304404,244797,693985,1004735
2022-12-26,3110099,4401833,2282086,201403,296583,190210,686186,1201246
2022-12-27,3031798,4156854,2294103,165706,264543,174794,690005,1411394
2022-12-28,2609772,3514054,2297253,105624,242007,221628,665635,2088007
2022-12-29,2173600,3420896,2296417,34119,235876,179827,658469,1703947
2022-12-30,2085943,3769471,2294965,19407,217448,158877,652179,932136
2022-12-31,1798998,3311875,2296742,12967,220267,124548,635269,1396942
