period,COL,NG,NUC,OIL,OTH,SUN,WAT,WND
2023-01-01 00:00:00,86338,161844,95720,987,9943,2156,31996,46706
2023-01-01 01:00:00,84338,155872,95741,987,10318,216,33636,53205
2023-01-01 02:00:00,79480,147096,95728,949,10546,50,33865,58741
2023-01-01 03:00:00,77556,140008,95752,930,10046,66,31410,59732
2023-01-01 04:00:00,75531,130987,95797,922,9571,52,29405,61493
2023-01-01 05:00:00,74815,127108,95801,904,9754,66,26317,57703
2023-01-01 06:00:00,70566,119126,95807,928,8950,58,24045,61617
2023-01-01 07:00:00,67963,115237,95773,928,9055,55,21702,59929
2023-01-01 08:00:00,66829,113498,95814,921,8740,50,20128,57087
2023-01-01 09:00:00,66448,108580,95871,919,8253,55,18530,56711
2023-01-01 10:00:00,65643,105786,95928,924,7838,56,18019,58092
2023-01-01 11:00:00,65988,105758,95983,916,7717,50,18991,57250
2023-01-01 12:00:00,67343,109073,96108,812,7877,57,20597,54810
2023-01-01 13:00:00,68983,116181,96090,939,7694,453,22232,51365
2023-01-01 14:00:00,70599,121010,96067,911,8149,2427,23237,47891
2023-01-01 15:00:00,71947,125946,96033,909,9129,6492,24223,44955
2023-01-01 16:00:00,72569,127723,96047,931,9588,13740,25233,39126
2023-01-01 17:00:00,73909,129698,96029,915,8948,21592,24780,32089
2023-01-01 18:00:00,74642,131533,95992,914,8356,25898,23714,29409
2023-01-01 19:00:00,75054,132472,95953,934,7807,28138,23303,28099
2023-01-01 20:00:00,75603,136327,95937,941,7389,27299,23327,25698
2023-01-01 21:00:00,76730,142425,96025,970,7647,23441,24311,24124
2023-01-01 22:00:00,76933,148327,95988,946,8154,17853,27765,26100
2023-01-01 23:00:00,79780,156292,95982,944,8862,9950,30274,28627
2023-01-02 00:00:00,81999,159772,95945,979,9235,4735,33387,33338
2023-01-02 01:00:00,80724,158844,96028,999,10477,684,34778,41183
2023-01-02 02:00:00,77824,154500,95991,1026,11488,52,33966,46463
2023-01-02 03:00:00,75931,150004,95966,953,10556,13,32220,47675
2023-01-02 04:00:00,74686,142326,96023,959,9954,57,30533,47179
2023-01-02 05:00:00,73613,128297,96061,1025,9547,71,28115,53321
2023-01-02 06:00:00,70475,124745,96120,967,9443,84,25868,48332
2023-01-02 07:00:00,68197,118461,96175,945,9169,57,23544,47996
2023-01-02 08:00:00,66692,114724,96193,939,8654,44,21709,47976
2023-01-02 09:00:00,65271,116090,96153,926,8759,47,19619,47497
2023-01-02 10:00:00,65608,117866,96287,945,8688,47,19743,46119
2023-01-02 11:00:00,67351,124032,96331,944,8928,39,19853,44191
2023-01-02 12:00:00,70699,130985,96327,896,8683,25,21973,43025
2023-01-02 13:00:00,72950,135039,96320,938,9236,625,25841,44186
2023-01-02 14:00:00,72945,138932,96300,945,9323,3228,27833,46998
2023-01-02 15:00:00,74130,146805,96437,955,9667,6796,30659,45573
2023-01-02 16:00:00,75772,149492,96472,1003,9487,13094,30921,42500
2023-01-02 17:00:00,77754,148779,96392,1027,9098,21944,28542,40790
2023-01-02 18:00:00,80780,147708,96492,1023,8436,26523,28218,40530
2023-01-02 19:00:00,81633,146714,96574,1014,8687,26999,27808,40969
2023-01-02 20:00:00,81466,149592,96565,1013,7855,26132,26903,42505
2023-01-02 21:00:00,80503,151017,96665,1015,8865,22166,27953,45159
2023-01-02 22:00:00,81998,155681,96655,993,9717,16257,32968,48634
2023-01-02 23:00:00,83309,162640,96703,1105,9883,9445,36497,53034
2023-01-03 00:00:00,85372,169353,96714,1072,10201,3117,39249,55921
2023-01-03 01:00:00,86445,171474,96718,1174,10025,286,38927,54878
2023-01-03 02:00:00,84447,166132,96747,1239,10808,129,38938,56056
2023-01-03 03:00:00,80850,157869,96783,1117,10453,116,36421,57894
2023-01-03 04:00:00,77335,149434,96785,1031,9859,115,33707,59872
2023-01-03 05:00:00,74529,137075,96835,1038,9795,82,29891,58330
2023-01-03 06:00:00,71097,125547,96778,1036,9125,58,25906,62822
2023-01-03 07:00:00,67680,120015,96781,967,8775,42,21502,63747
2023-01-03 08:00:00,64687,116202,96813,958,8623,35,19388,64030
2023-01-03 09:00:00,63662,114460,96786,960,8292,30,17301,63691
2023-01-03 10:00:00,63486,117068,96804,963,7988,10,16766,63807
2023-01-03 11:00:00,64588,126930,96838,972,8175,20,18475,62699
2023-01-03 12:00:00,68772,140609,96864,1071,8450,27,22287,61286
2023-01-03 13:00:00,74366,150560,96827,1070,9220,482,26962,59364
2023-01-03 14:00:00,78965,158078,96811,1027,9231,2784,29496,58385
2023-01-03 15:00:00,80787,160293,96809,1026,10107,6700,32972,56827
2023-01-03 16:00:00,82968,162301,96827,1030,10025,12896,33968,52499
2023-01-03 17:00:00,81378,161416,96779,1023,8337,21318,32094,53020
2023-01-03 18:00:00,80106,161340,96714,1050,8195,25377,30428,54592
2023-01-03 19:00:00,80613,160478,96701,1072,7994,26606,29853,53795
2023-01-03 20:00:00,81403,162093,96708,1018,8067,25741,29429,51154
2023-01-03 21:00:00,81074,164257,96743,1024,8527,24238,29954,49611
2023-01-03 22:00:00,81218,168334,96771,1016,9149,20480,33597,49103
2023-01-03 23:00:00,82053,172517,96778,1012,10084,14569,36124,50596
2023-01-04 00:00:00,85365,182926,96793,1010,11074,4511,38106,50047
2023-01-04 01:00:00,85131,185561,96791,1008,11414,405,39516,49747
2023-01-04 02:00:00,82669,179894,96823,1011,11980,100,39612,52410
2023-01-04 03:00:00,79510,171377,96784,1010,11657,95,36695,54380
2023-01-04 04:00:00,75741,161094,96795,1005,10971,48,33274,54784
2023-01-04 05:00:00,72804,147397,96882,1006,10713,15,30125,52242
2023-01-04 06:00:00,69956,139327,96822,933,9882,2,26382,53573
2023-01-04 07:00:00,68238,133000,96877,934,8934,-2,22436,52930
2023-01-04 08:00:00,66814,129054,96879,923,8034,-5,19947,53360
2023-01-04 09:00:00,65996,128670,96881,935,7663,-8,19505,52376
2023-01-04 10:00:00,66864,131052,96934,938,7247,-7,19196,50689
2023-01-04 11:00:00,68846,140791,96953,1004,7473,-18,20485,49460
2023-01-04 12:00:00,74317,154157,96936,1013,7942,-13,24505,47940
2023-01-04 13:00:00,78937,166644,96939,1019,8320,271,28257,46706
2023-01-04 14:00:00,83210,173696,96939,1015,8774,1768,30477,46615
2023-01-04 15:00:00,83727,173592,96932,1018,9343,7056,32918,46945
2023-01-04 16:00:00,82621,169355,96920,1048,9716,14487,33813,46258
2023-01-04 17:00:00,81346,167602,96926,1010,8875,19212,32717,49263
2023-01-04 18:00:00,78663,162140,96918,1040,8650,21957,31841,53422
2023-01-04 19:00:00,77079,161948,96892,1056,8101,23002,31161,56350
2023-01-04 20:00:00,76065,160064,96804,1040,8199,23364,30288,57659
2023-01-04 21:00:00,74648,160593,96821,932,8428,21698,30661,58396
2023-01-04 22:00:00,74290,163105,96861,1011,8230,19182,34862,59307
2023-01-04 23:00:00,77529,171027,96933,954,8167,13843,37142,58045
2023-01-05 00:00:00,81914,183351,96939,923,8960,5334,39332,53508
2023-01-05 01:00:00,83186,186279,97003,923,10066,618,42067,52604
2023-01-05 02:00:00,80559,181431,97027,919,10973,80,40861,56141
2023-01-05 03:00:00,77251,175483,97000,918,11201,57,38622,57806
2023-01-05 04:00:00,73385,164786,97008,926,10278,13,34905,58282
2023-01-05 05:00:00,72263,155035,97016,924,8771,-7,30919,58956
2023-01-05 06:00:00,68569,147878,97136,929,7820,-10,27897,57312
2023-01-05 07:00:00,65895,142149,97113,928,7653,-14,24903,56478
2023-01-05 08:00:00,65131,139770,97112,919,7718,-9,22944,55427
2023-01-05 09:00:00,64352,142174,96951,885,7482,-15,22292,53025
2023-01-05 10:00:00,65619,145575,96668,884,7042,-2,22360,51375
2023-01-05 11:00:00,69247,157332,96326,866,7631,7,23981,49028
2023-01-05 12:00:00,73934,171127,96055,885,8435,-3,29101,48754
2023-01-05 13:00:00,78472,188209,95748,900,9087,389,32551,47299
2023-01-05 14:00:00,81446,193723,95438,968,9682,3725,34943,45788
2023-01-05 15:00:00,80864,192035,95277,980,10563,11316,34588,43893
2023-01-05 16:00:00,80372,187869,95262,972,10365,20167,34028,39416
2023-01-05 17:00:00,81121,185207,95195,943,10443,24086,32684,35235
2023-01-05 18:00:00,81339,183951,93924,979,9830,25732,30510,35401
2023-01-05 19:00:00,80532,181121,93759,989,9288,27833,28639,35612
2023-01-05 20:00:00,80677,178752,93683,984,9495,28067,27858,35515
2023-01-05 21:00:00,80759,180902,93493,1069,9265,25009,28572,35090
2023-01-05 22:00:00,81608,184658,93496,1071,9390,21321,32737,34927
2023-01-05 23:00:00,84147,194029,93538,1082,10017,13653,37239,34194
2023-01-06 00:00:00,86487,200004,93764,1067,10610,5247,40837,36542
2023-01-06 01:00:00,86772,201788,94022,1068,11305,983,41925,41437
2023-01-06 02:00:00,86092,194887,94067,1071,11781,133,41354,47968
2023-01-06 03:00:00,85475,184125,93867,927,11486,94,38402,52866
2023-01-06 04:00:00,83068,168908,93883,913,10804,70,35491,57662
2023-01-06 05:00:00,78511,153906,95304,915,9394,63,31825,59038
2023-01-06 06:00:00,76913,149782,94096,671,9424,72,28285,61642
2023-01-06 07:00:00,74424,144746,94164,630,8965,57,26085,60897
2023-01-06 08:00:00,74033,143021,94203,627,9113,46,24774,58469
2023-01-06 09:00:00,73547,142464,94165,641,8765,11,23308,57016
2023-01-06 10:00:00,74261,146940,94171,709,8890,24,24840,55364
2023-01-06 11:00:00,76382,157278,94218,729,9093,18,28380,53877
2023-01-06 12:00:00,81179,173774,94235,969,10087,24,33739,52892
2023-01-06 13:00:00,85822,187927,94243,1083,11072,793,40068,51322
2023-01-06 14:00:00,88172,192829,94221,1191,11799,5706,40841,51097
2023-01-06 15:00:00,88274,186724,94192,1386,12378,14168,40140,49687
2023-01-06 16:00:00,86858,180225,94208,1094,12251,22544,38157,46330
2023-01-06 17:00:00,84054,174385,94160,1106,10759,31295,33337,44103
2023-01-06 18:00:00,83149,169495,94119,1047,9929,35399,29919,43266
2023-01-06 19:00:00,81920,165040,94118,1030,9032,34845,27762,43694
2023-01-06 20:00:00,80888,164493,94099,917,8686,33149,26469,43573
2023-01-06 21:00:00,80077,163890,94128,946,9200,31172,26426,43017
2023-01-06 22:00:00,80161,169677,94173,1074,9601,27099,30551,42600
2023-01-06 23:00:00,82424,179058,94129,1041,9725,19403,33742,42216
2023-01-07 00:00:00,86241,189632,94138,1111,10925,8879,37810,42110
2023-01-07 01:00:00,87129,192179,94041,1014,11961,1217,40008,44807
2023-01-07 02:00:00,87050,189021,94184,1011,12397,86,39418,48527
2023-01-07 03:00:00,84359,182397,93853,1039,11909,57,37692,50387
2023-01-07 04:00:00,83840,174783,93703,846,11457,48,35294,50547
2023-01-07 05:00:00,78806,161028,93977,840,10223,23,32541,54215
2023-01-07 06:00:00,79211,160320,93238,837,9999,28,30007,48859
2023-01-07 07:00:00,76710,159532,93062,710,9511,-24,27248,46911
2023-01-07 08:00:00,75287,154913,93034,629,9199,-23,25962,46968
2023-01-07 09:00:00,74062,153577,93102,627,9174,-23,24854,46971
2023-01-07 10:00:00,73918,154689,93127,642,9247,-23,23805,46701
2023-01-07 11:00:00,76255,159422,93086,786,9354,-20,23829,46402
2023-01-07 12:00:00,77240,162485,93101,802,9742,-23,26716,46808
2023-01-07 13:00:00,79690,170628,93138,864,10317,502,30280,45951
2023-01-07 14:00:00,82388,174001,93141,902,10501,4590,32420,44919
2023-01-07 15:00:00,82637,172888,93178,723,10515,11323,33332,42063
2023-01-07 16:00:00,83060,169399,93210,684,9269,20959,32288,36512
2023-01-07 17:00:00,82759,165864,93295,675,8671,27944,30560,32535
2023-01-07 18:00:00,82045,163305,93430,677,9308,29624,29110,30012
2023-01-07 19:00:00,81069,164115,93513,667,8131,29806,27641,27784
2023-01-07 20:00:00,79940,164470,93612,667,8003,29449,26285,25718
2023-01-07 21:00:00,79722,168064,93778,672,7571,26690,26638,24584
2023-01-07 22:00:00,81210,175019,93942,876,9053,20934,29814,24208
2023-01-07 23:00:00,85252,185638,94012,876,9754,12388,32365,23840
2023-01-08 00:00:00,90484,193065,94051,815,10322,5432,35409,23960
2023-01-08 01:00:00,91819,196192,94014,895,11202,699,37977,25484
2023-01-08 02:00:00,91484,195010,93992,864,11713,74,37768,26054
2023-01-08 03:00:00,89886,188809,93946,670,11871,94,36288,26422
2023-01-08 04:00:00,88108,182743,94045,676,11392,125,33640,26873
2023-01-08 05:00:00,85461,176590,93779,665,9822,97,30237,26878
2023-01-08 06:00:00,82135,169800,94166,649,10506,43,28126,27036
2023-01-08 07:00:00,80563,167296,94213,637,10111,38,24691,27295
2023-01-08 08:00:00,79321,163709,94291,637,9230,-16,23525,28623
2023-01-08 09:00:00,78571,162941,94412,637,9231,-17,22577,28816
2023-01-08 10:00:00,78093,159878,94523,638,8877,-32,22008,30991
2023-01-08 11:00:00,78976,162491,94529,637,8734,-23,22459,31698
2023-01-08 12:00:00,81512,165712,94622,640,8918,-44,24089,31481
2023-01-08 13:00:00,84005,171182,94696,635,9489,545,26737,30201
2023-01-08 14:00:00,85496,174128,94847,628,9887,3739,29380,29249
2023-01-08 15:00:00,86214,172673,94980,598,10283,10083,30325,27945
2023-01-08 16:00:00,84578,167533,94874,593,10638,19617,30688,25231
2023-01-08 17:00:00,84440,166015,94580,617,10179,24554,30354,20890
2023-01-08 18:00:00,83734,164166,94495,636,9682,27539,29484,20248
2023-01-08 19:00:00,83369,164802,94611,650,9087,27592,28003,20694
2023-01-08 20:00:00,82239,165119,94696,679,8595,27101,27518,22313
2023-01-08 21:00:00,80936,165984,94828,824,9207,25790,28621,24336
2023-01-08 22:00:00,81931,171054,95017,908,9633,22855,31592,27344
2023-01-08 23:00:00,86239,179151,95368,824,10617,16739,34373,28782
2023-01-09 00:00:00,89903,188859,95495,765,11457,6866,36937,31163
2023-01-09 01:00:00,90401,189844,95741,770,12267,917,37146,39352
2023-01-09 02:00:00,86487,183164,95767,773,12978,146,37374,46977
2023-01-09 03:00:00,81999,174479,95952,602,12472,130,36054,53343
2023-01-09 04:00:00,77406,163237,96059,592,11794,54,33551,58293
2023-01-09 05:00:00,72969,152525,95758,587,10763,49,30586,62571
2023-01-09 06:00:00,68626,145244,96176,585,9921,18,27219,64114
2023-01-09 07:00:00,66408,138326,96120,582,9720,-13,25064,65531
2023-01-09 08:00:00,65475,133746,96105,580,9471,-14,23419,67414
2023-01-09 09:00:00,64739,134524,96091,601,9306,4,21838,68303
2023-01-09 10:00:00,65893,140673,96081,790,8982,7,21778,68429
2023-01-09 11:00:00,69740,151938,96109,820,8317,-1,26670,68568
2023-01-09 12:00:00,77887,168645,96112,783,8412,-13,30672,69494
2023-01-09 13:00:00,83852,179676,96115,652,8835,594,37360,71899
2023-01-09 14:00:00,86501,181907,96137,650,10012,4610,37450,73492
2023-01-09 15:00:00,83764,177107,96116,663,10792,13651,35068,71981
2023-01-09 16:00:00,80058,169912,96088,543,10848,24151,34493,65668
2023-01-09 17:00:00,78850,169088,96038,564,9805,27784,32550,58030
2023-01-09 18:00:00,77028,166329,95977,524,9243,29143,32030,54783
2023-01-09 19:00:00,76522,162788,95852,527,9102,29732,30783,52117
2023-01-09 20:00:00,76181,165975,95904,526,8036,29461,29455,50923
2023-01-09 21:00:00,77664,169397,95906,542,9278,26139,29199,46613
2023-01-09 22:00:00,81027,178942,95949,610,9263,19249,34491,43279
2023-01-09 23:00:00,86403,191998,96036,645,10048,10554,37979,41095
2023-01-10 00:00:00,91454,202715,96030,662,9973,3491,41311,40141
2023-01-10 01:00:00,92888,204369,96062,695,10608,459,43099,44947
2023-01-10 02:00:00,90410,199143,96084,680,11003,91,42362,50246
2023-01-10 03:00:00,87864,189681,96031,643,10841,130,39535,53911
2023-01-10 04:00:00,83609,178316,96078,568,10341,151,37539,57006
2023-01-10 05:00:00,77242,164969,96181,616,10622,244,32773,53277
2023-01-10 06:00:00,77609,158652,96124,609,8642,145,31023,62400
2023-01-10 07:00:00,78414,152330,96173,681,8569,102,28390,61409
2023-01-10 08:00:00,79486,147361,96152,863,8239,104,27144,60237
2023-01-10 09:00:00,80751,148641,96134,642,7878,94,25915,58542
2023-01-10 10:00:00,81714,154019,96157,715,7634,101,26419,57950
2023-01-10 11:00:00,83793,164738,96197,809,7585,107,31071,57682
2023-01-10 12:00:00,89413,182228,96251,890,8370,104,35327,56220
2023-01-10 13:00:00,94325,194754,96250,916,8578,763,42021,54580
2023-01-10 14:00:00,97552,196109,95849,887,9664,4463,42068,52173
2023-01-10 15:00:00,98004,188164,95816,922,10180,11853,40950,48945
2023-01-10 16:00:00,96302,179310,95796,764,9736,19402,38450,43287
2023-01-10 17:00:00,96338,172921,95751,794,8780,26993,34367,38432
2023-01-10 18:00:00,94985,164942,95732,717,8121,31241,29566,39342
2023-01-10 19:00:00,92907,160809,95693,714,8199,30839,27046,41771
2023-01-10 20:00:00,91775,160266,95652,719,7796,30636,25615,43029
2023-01-10 21:00:00,91367,162279,95642,996,7701,27729,25604,43316
2023-01-10 22:00:00,92402,169813,95242,1151,8473,21457,30592,42995
2023-01-10 23:00:00,95548,180581,95059,1050,9788,13860,33918,41553
2023-01-11 00:00:00,98925,191727,95050,1064,9883,5588,36318,41503
2023-01-11 01:00:00,99676,193315,95049,999,10960,888,38577,44759
2023-01-11 02:00:00,98720,186896,95058,1064,11653,127,38756,49183
2023-01-11 03:00:00,97651,178217,95037,839,11437,143,37922,50742
2023-01-11 04:00:00,95326,169538,95073,828,10388,131,35181,50267
2023-01-11 05:00:00,88980,157885,96094,648,9557,91,31959,57583
2023-01-11 06:00:00,87526,153151,95147,674,9112,117,29352,51065
2023-01-11 07:00:00,86186,149570,95138,665,9080,104,26550,49649
2023-01-11 08:00:00,84658,147391,94857,665,8686,39,24917,49622
2023-01-11 09:00:00,83804,147334,94875,686,8608,14,23761,49636
2023-01-11 10:00:00,84182,148483,94904,764,8683,14,24374,50842
2023-01-11 11:00:00,86027,159052,94923,892,8382,21,28286,51505
2023-01-11 12:00:00,89363,173279,94978,923,9131,-20,32954,51761
2023-01-11 13:00:00,92232,183722,94956,1086,10328,681,38689,51626
2023-01-11 14:00:00,95636,184950,95079,1275,10835,4633,39051,49182
2023-01-11 15:00:00,94435,176624,95195,1314,11273,11836,38652,48620
2023-01-11 16:00:00,91553,170443,95370,1053,10611,19401,36409,45748
2023-01-11 17:00:00,89600,166001,95498,955,10226,25883,32113,43602
2023-01-11 18:00:00,89618,161048,95750,986,8591,30203,29730,43445
2023-01-11 19:00:00,87445,157638,95766,1071,8499,30680,28624,46582
2023-01-11 20:00:00,85607,158175,95775,910,8185,27577,27786,50209
2023-01-11 21:00:00,84089,161026,95758,968,8187,24197,28877,53290
2023-01-11 22:00:00,83471,166676,95834,1053,8621,19129,32542,56695
2023-01-11 23:00:00,84862,174597,95806,927,8956,12022,34379,62131
2023-01-12 00:00:00,86022,178914,95754,941,9487,5211,36403,67697
2023-01-12 01:00:00,85460,180738,95740,919,10265,867,38711,70875
2023-01-12 02:00:00,83495,175736,95711,873,11119,50,39077,72136
2023-01-12 03:00:00,81371,168501,95698,848,10835,47,36818,72195
2023-01-12 04:00:00,78786,158336,95704,761,9852,36,33453,70890
2023-01-12 05:00:00,78411,148947,94936,787,9597,95,30032,70547
2023-01-12 06:00:00,71274,137495,95582,745,8923,8,27181,70810
2023-01-12 07:00:00,68759,131804,95467,743,8436,5,23542,70735
2023-01-12 08:00:00,67405,129044,95300,767,8176,-49,21674,70477
2023-01-12 09:00:00,66512,127180,95216,779,8038,-42,21308,72340
2023-01-12 10:00:00,66432,129944,95112,717,7956,-49,21195,73457
2023-01-12 11:00:00,67473,137764,95027,705,7979,-44,24559,74066
2023-01-12 12:00:00,69757,149033,95048,705,8627,-46,29070,77285
2023-01-12 13:00:00,72792,160399,94965,711,9191,249,32677,81014
2023-01-12 14:00:00,75765,162804,94942,714,9821,2777,33936,83191
2023-01-12 15:00:00,76805,159575,94812,742,10650,8550,36455,82743
2023-01-12 16:00:00,76094,156017,94932,824,9879,16589,34953,82103
2023-01-12 17:00:00,74947,152553,94946,816,8325,23588,32296,81301
2023-01-12 18:00:00,74428,149990,94944,717,7624,26882,29979,80413
2023-01-12 19:00:00,74028,149876,94875,707,7074,27233,27864,78794
2023-01-12 20:00:00,73786,150514,94868,734,6958,26729,27287,76677
2023-01-12 21:00:00,74108,153523,94877,710,7515,23842,28325,74311
2023-01-12 22:00:00,75573,160560,94902,839,8574,19881,31114,69675
2023-01-12 23:00:00,77938,168959,94905,688,9645,15275,32724,65162
2023-01-13 00:00:00,83538,182316,94900,685,9953,6636,36575,58226
2023-01-13 01:00:00,85867,188412,94949,702,10716,995,39952,54561
2023-01-13 02:00:00,85918,185978,94943,364,11824,162,39469,53310
2023-01-13 03:00:00,85854,180760,94972,716,11248,162,36744,51766
2023-01-13 04:00:00,84476,171793,94947,669,10473,137,33881,49109
2023-01-13 05:00:00,82602,169518,95051,653,9703,18,31327,42256
2023-01-13 06:00:00,78801,160076,94989,684,8556,17,27534,45760
2023-01-13 07:00:00,75612,155606,94996,675,8173,-4,23915,45051
2023-01-13 08:00:00,75855,154324,94970,676,7457,-23,22305,42620
2023-01-13 09:00:00,76891,154433,94967,388,7721,-30,21106,41107
2023-01-13 10:00:00,77222,159975,95026,672,7275,-19,20155,40581
2023-01-13 11:00:00,79341,170136,95038,670,7556,-20,21541,39767
2023-01-13 12:00:00,84684,185376,95059,333,8686,-34,25211,38875
2023-01-13 13:00:00,90924,197391,95080,624,8992,222,31750,38308
2023-01-13 14:00:00,93863,203212,95106,382,10000,2619,36399,38217
2023-01-13 15:00:00,96005,204481,95147,461,10566,9739,38994,35344
2023-01-13 16:00:00,95332,199848,95165,430,10190,19256,36951,31584
2023-01-13 17:00:00,95300,196012,95219,761,8670,24907,34530,30595
2023-01-13 18:00:00,94526,190539,95201,692,8256,27793,32315,31330
2023-01-13 19:00:00,93130,187539,95161,429,7773,28886,30565,30948
2023-01-13 20:00:00,93461,185642,95153,747,7192,26966,30598,31154
2023-01-13 21:00:00,93432,183019,95173,705,7103,25132,30870,31934
2023-01-13 22:00:00,93922,185412,95261,725,8080,22048,34389,32620
2023-01-13 23:00:00,94822,192609,95432,773,9304,15821,37552,34299
2023-01-14 00:00:00,97329,201865,95498,763,9958,5863,40647,36755
2023-01-14 01:00:00,97321,199736,95599,760,11057,840,43010,43777
2023-01-14 02:00:00,95307,194668,95516,742,12044,48,41563,51610
2023-01-14 03:00:00,93426,188863,95252,740,11667,46,37842,57184
2023-01-14 04:00:00,89238,180586,95104,756,11107,6,34846,61769
2023-01-14 05:00:00,81731,165532,95430,697,10191,8,31349,68202
2023-01-14 06:00:00,85345,163883,95000,662,9797,-3,28704,65095
2023-01-14 07:00:00,83331,161957,95136,659,9210,12,24669,65251
2023-01-14 08:00:00,81929,159978,95180,662,9324,1,23233,64729
2023-01-14 09:00:00,82054,159679,95130,661,9297,10,22140,64687
2023-01-14 10:00:00,82414,159249,95185,665,9402,0,22046,65064
2023-01-14 11:00:00,84540,163410,95229,689,9392,6,23626,64911
2023-01-14 12:00:00,84299,167754,95256,690,9987,-2,29536,66062
2023-01-14 13:00:00,86459,178263,95288,693,10476,284,33058,67003
2023-01-14 14:00:00,89353,183381,95289,711,10716,3527,36089,68041
2023-01-14 15:00:00,90261,183396,95273,720,10549,10993,35771,68420
2023-01-14 16:00:00,89961,179751,95278,715,10383,18465,32959,65189
2023-01-14 17:00:00,87505,173935,95257,860,10533,21925,31259,65293
2023-01-14 18:00:00,83502,166554,95231,827,10492,22616,30236,67385
2023-01-14 19:00:00,80335,162779,95246,731,9978,22989,28790,66770
2023-01-14 20:00:00,77615,158492,95231,699,9404,23434,26642,67727
2023-01-14 21:00:00,75960,157854,95248,724,9684,20492,26269,69143
2023-01-14 22:00:00,77250,163329,95236,704,9985,14387,30633,70549
2023-01-14 23:00:00,81832,173425,95245,726,10129,6671,33035,72685
2023-01-15 00:00:00,84945,180439,95203,723,10073,2156,37644,76317
2023-01-15 01:00:00,87915,182471,95264,727,10651,346,39101,79174
2023-01-15 02:00:00,88155,181571,95255,733,10935,89,39350,79647
2023-01-15 03:00:00,87393,177491,95297,724,10261,47,37377,79867
2023-01-15 04:00:00,86420,173025,95336,737,10249,99,34352,79513
2023-01-15 05:00:00,85559,165429,95500,707,10339,51,30250,77928
2023-01-15 06:00:00,83615,163684,95373,719,9728,55,27681,79353
2023-01-15 07:00:00,81584,160350,95363,716,9751,53,25996,79003
2023-01-15 08:00:00,80316,157996,95392,717,9671,55,25219,78069
2023-01-15 09:00:00,80484,159252,95363,767,9708,32,24275,77440
2023-01-15 10:00:00,80430,159774,95385,773,9551,11,25399,77338
2023-01-15 11:00:00,81300,162211,95373,785,9337,-9,28421,77824
2023-01-15 12:00:00,82357,165388,95432,809,9662,-35,31557,79112
2023-01-15 13:00:00,83976,171859,95443,830,9833,1060,33929,80006
2023-01-15 14:00:00,85081,171430,95404,737,9947,6960,32885,80501
2023-01-15 15:00:00,83713,163309,95422,739,9769,15175,30872,80450
2023-01-15 16:00:00,81057,153765,95394,792,9715,20207,28979,78733
2023-01-15 17:00:00,77919,147492,95352,724,10107,23098,27513,76252
2023-01-15 18:00:00,75449,141602,95347,677,9707,25617,26076,73998
2023-01-15 19:00:00,74284,137188,95333,667,8129,27474,24560,72648
2023-01-15 20:00:00,73419,135354,95292,660,7531,26835,23646,71194
2023-01-15 21:00:00,72052,138012,95285,665,7978,22620,23413,72144
2023-01-15 22:00:00,72900,145380,95300,678,9258,15450,25668,74550
2023-01-15 23:00:00,77567,156197,95308,729,10247,6488,30821,76449
2023-01-16 00:00:00,83601,166374,95308,722,9833,2123,33645,79444
2023-01-16 01:00:00,85056,169398,95330,706,10390,344,34753,81395
2023-01-16 02:00:00,85406,170007,95327,707,10956,98,34126,82035
2023-01-16 03:00:00,83779,167359,95287,712,10877,91,32726,81432
2023-01-16 04:00:00,81563,161921,95302,711,10300,38,30615,80467
2023-01-16 05:00:00,79884,160747,95254,739,10126,16,27792,76798
2023-01-16 06:00:00,76598,153833,95276,710,9494,6,25876,77834
2023-01-16 07:00:00,74898,151776,95288,723,9338,7,24980,75809
2023-01-16 08:00:00,75453,151346,95290,686,9301,-7,23606,73422
2023-01-16 09:00:00,76092,151328,95303,727,9201,-6,23202,71980
2023-01-16 10:00:00,76896,154849,95337,702,9383,33,24282,70538
2023-01-16 11:00:00,79587,161636,95368,704,9502,58,27548,70154
2023-01-16 12:00:00,81642,174369,95343,734,9822,57,31198,71611
2023-01-16 13:00:00,85313,182706,95337,737,10770,1243,34852,71406
2023-01-16 14:00:00,85385,184741,95337,824,11137,6369,37019,71204
2023-01-16 15:00:00,84890,179129,95328,729,11313,12598,36190,69112
2023-01-16 16:00:00,84608,171583,95290,712,11283,17544,35547,64392
2023-01-16 17:00:00,85579,167501,95228,695,9708,24205,32546,60379
2023-01-16 18:00:00,85065,162153,95223,665,7951,29824,29179,60143
2023-01-16 19:00:00,83998,156908,95121,662,7516,30753,27326,61365
2023-01-16 20:00:00,83073,156879,95195,658,7392,28133,26372,61881
2023-01-16 21:00:00,81789,160022,95180,682,7241,23972,27245,63070
2023-01-16 22:00:00,82461,166119,95232,696,8247,18349,31110,62005
2023-01-16 23:00:00,85470,176124,95246,697,9236,13099,33203,59709
2023-01-17 00:00:00,88993,187524,95229,722,10022,5978,36795,57061
2023-01-17 01:00:00,90969,191416,95228,727,11076,1181,38632,57262
2023-01-17 02:00:00,90982,186625,95215,358,12585,180,38672,57399
2023-01-17 03:00:00,88444,178393,95221,668,11853,161,35397,58017
2023-01-17 04:00:00,84950,168002,95180,363,11286,84,33036,58586
2023-01-17 05:00:00,82276,162583,95212,359,10785,64,29130,58873
