date,COL,NG,NUC,OIL,OTH,SUN,WAT,WND
2020-04-23,1454484,3494051,1992225,8686,182668,231475,804703,835984
2020-04-24,1380019,3453740,1985313,8647,179594,258132,818583,881731
2020-04-25,1280609,3239529,1991722,8790,168843,265101,752534,775781
2020-04-26,1242983,3081616,2005100,8462,176301,250389,741581,895587
2020-04-27,1301076,3070847,2001480,8966,181931,277747,820585,1194808
2020-04-28,1327621,3261693,2018976,9176,188891,293233,831503,1108025
2020-04-29,1231870,3190008,2035765,9775,185929,266451,886299,1274076
2020-04-30,1345829,3361614,2047068,9579,188146,210658,866559,949637
2020-05-01,1206899,3025721,2029871,14570,190951,273065,892625,1226677
2020-05-02,1209770,2813343,1981913,21735,182370,288411,847149,1212803
2020-05-03,1345379,3019647,1968541,20395,186288,275568,837173,927029
2020-05-04,1392169,3353125,1959067,24168,200310,309393,929777,1095218
2020-05-05,1453314,3576812,1955518,27313,205973,280248,928730,993882
2020-05-06,1559623,3617371,1988118,29923,207835,282747,878796,663169
2020-05-07,1391790,3124627,2030784,30283,198742,292579,909347,1080498
2020-05-08,1326946,3029573,2063820,29939,179701,260157,907385,1288697
2020-05-09,1345708,3113888,2040833,17623,184450,303249,876767,831309
2020-05-10,1219635,2882662,2011444,15696,191102,269560,819895,1000854
2020-05-11,1368516,3125496,2038173,20858,194681,288271,851222,994338
2020-05-12,1477367,3422160,2069599,27229,193865,290128,883018,758054
2020-05-13,1302865,3252620,2074410,28980,187476,267538,870833,1117144
2020-05-14,1306532,3402667,2095335,28233,195876,277081,892589,1056580
2020-05-15,1387941,3607639,2091203,24724,205112,271185,902815,938794
2020-05-16,1416692,3510505,2084194,27798,204803,293942,867100,593516
2020-05-17,1394329,3310766,2122435,16706,204391,273658,815569,741478
2020-05-18,1492739,3493546,2147643,28349,195541,237567,904730,873321
2020-05-19,1510143,3448296,2137029,10280,205209,237767,926119,959042
2020-05-20,1515431,3339471,2117945,7764,205260,222577,920077,1050783
2020-05-21,1529680,3291061,2117899,7505,205512,261475,938550,1079111
2020-05-22,1652557,3562541,2117565,9791,207087,279055,940894,882426
2020-05-23,1502712,3414227,2106126,10797,203692,258218,930311,1009812
2020-05-24,1487126,3236478,2138757,9343,206388,260255,946999,1017367
2020-05-25,1560167,3389552,2157421,7983,200396,253411,943773,766167
2020-05-26,1810691,4042551,2152873,10623,204303,265859,961005,606002
2020-05-27,2026512,4420618,2134820,12309,209607,261677,971580,474196
2020-05-28,1971833,4359977,2144635,9829,202016,262820,1003788,700710
2020-05-29,1962280,4399367,2140877,16558,201797,254860,1019251,638364
2020-05-30,1718200,3947854,2124249,9785,202199,260988,982026,687468
2020-05-31,1584312,3423377,2120645,9043,192252,268419,892396,850604
2020-06-01,1654617,3673466,2135131,10408,184753,267393,944631,1013341
2020-06-02,1910986,4136162,2179585,16424,174757,240013,954940,1003918
2020-06-03,2272750,4759710,2204923,9639,183179,264800,978371,734338
2020-06-04,2489359,4898809,2227745,9423,186247,286878,948123,639561
2020-06-05,2483612,4835896,2237577,11117,194922,249955,975438,689841
2020-06-06,2246365,4274325,2186243,17365,180631,222181,927127,1086504
2020-06-07,1992950,3824455,2182668,10722,172225,228315,849567,1257905
2020-06-08,2177211,4177422,2205842,7439,181630,274043,885430,1244447
2020-06-09,2325480,4575635,2213501,23600,185595,290482,916037,1224227
2020-06-10,2312739,4843488,2241675,18932,204733,310684,930122,1075657
2020-06-11,2166387,4539547,2253624,16182,188447,289446,911168,1046905
2020-06-12,2215414,4399495,2294109,12085,184961,301819,925067,794395
2020-06-13,1892718,3657693,2269215,9729,174422,281746,821548,1188875
2020-06-14,1703012,3287193,2272340,7899,169867,286221,793313,1308909
2020-06-15,1926891,3775350,2290919,14867,185919,285409,858574,1174895
2020-06-16,1990777,3932595,2299810,14615,207845,268611,830320,1255022
2020-06-17,1958278,3949278,2294276,25360,206245,285872,841256,1363593
2020-06-18,2124937,4269873,2329919,28124,212592,300530,866450,1134310
2020-06-19,2279258,4692321,2293561,29220,220438,296415,909660,772892
2020-06-20,2182201,4645519,2242394,18829,214224,301926,859942,617780
2020-06-21,2146335,4486323,2251914,16082,208466,303749,815356,869149
2020-06-22,2418699,4965907,2232091,37192,223635,310374,895740,751415
2020-06-23,2474604,5122537,2252427,34835,214014,295857,898249,643981
2020-06-24,2491034,5048516,2244603,29672,210555,288085,880929,534390
2020-06-25,2409603,4966547,2242070,31870,208567,262948,853116,782169
2020-06-26,2322125,4912973,2263418,33519,225798,291229,903245,927960
2020-06-27,2241312,4692648,2256833,29693,221203,288010,842987,1029313
2020-06-28,2143414,4629271,2276515,28833,225093,279187,810824,1202167
2020-06-29,2299357,4979526,2288011,35187,236785,294254,880400,1309258
2020-06-30,2417655,5038623,2288956,30738,228735,291915,892821,1247521
2020-07-01,2528142,5120219,2295454,24091,225648,289560,888583,913677
2020-07-02,2643385,5308739,2286509,25273,237809,305800,943326,758084
2020-07-03,2692463,5308959,2290637,35848,231013,311496,938174,582284
2020-07-04,2725202,5109329,2290088,31842,224401,311596,849324,469785
2020-07-05,2717382,5060301,2288598,30024,237474,299405,815561,430294
2020-07-06,2928695,5652903,2280706,35095,248896,287947,843007,444652
2020-07-07,2957449,5681328,2279349,35377,236455,280179,818141,591411
2020-07-08,2931135,5628190,2275583,43941,242275,296752,832350,880732
2020-07-09,2967688,5720514,2273637,48209,247176,306370,859710,1007076
2020-07-10,2981940,5758337,2276025,39131,239676,304749,871990,885291
2020-07-11,2884864,5428052,2281042,31942,234943,307384,824474,784349
2020-07-12,2744694,5179331,2283125,30097,222369,308134,745934,771090
2020-07-13,2801738,5534062,2285983,35083,233730,298990,810439,936518
2020-07-14,2798400,5579168,2287225,37792,246647,302152,811901,984785
2020-07-15,2940376,5642477,2284412,42439,240180,295039,819635,791151
2020-07-16,2980087,5587536,2281382,33837,223400,308870,811246,686989
2020-07-17,2979471,5597707,2277080,35096,231413,309442,767048,895337
2020-07-18,2889233,5286565,2241512,38376,231107,311244,728779,1136777
2020-07-19,2957259,5445651,2229686,40049,238023,302014,726459,921755
2020-07-20,3185364,5979297,2222176,45474,252547,293805,786818,675078
2020-07-21,3159389,5965197,2184015,47805,246608,287410,807838,552368
2020-07-22,3147677,5865405,2178839,55952,244775,280487,767760,512141
2020-07-23,3016907,5675941,2182549,40123,251943,273093,769992,732445
2020-07-24,2876619,5542989,2169782,36970,244289,286030,730366,880384
2020-07-25,2774722,5271941,2183638,42428,243219,289852,685115,818135
2020-07-26,2817742,5307506,2196722,35168,246996,296311,694420,741444
2020-07-27,3162488,5972035,2191939,46560,250426,292630,762725,532438
2020-07-28,3137287,6069452,2186837,57327,239169,286955,764320,520066
2020-07-29,3066428,5914836,2194920,50490,242003,280022,730452,537891
2020-07-30,2987189,5789419,2215922,42056,238446,294993,754206,711271
2020-07-31,2837857,5797509,2241413,28123,227158,296395,768541,625959
2020-08-01,2715836,5426736,2258198,25965,229399,293380,690715,394106
2020-08-02,2610837,5099839,2270609,24839,232432,296260,659329,590960
2020-08-03,2699367,5368353,2289772,31225,232241,277818,712830,625065
2020-08-04,2636978,5256186,2278219,28125,225943,282569,715163,659100
2020-08-05,2707377,4945261,2255164,50546,224453,275730,736915,754081
2020-08-06,2792897,4801974,2276016,40201,229370,277545,710960,862007
2020-08-07,2773717,4688067,2279302,28228,233426,274911,718043,1127827
2020-08-08,2686782,4670382,2258363,25108,236347,284091,691918,1069223
2020-08-09,2750746,4898162,2256161,25984,238361,291410,648797,1064905
2020-08-10,3045382,5694489,2255821,35184,258567,286328,708407,973587
2020-08-11,3137687,5758117,2250160,33350,256701,279887,700400,778303
2020-08-12,3122681,5656410,2236162,33184,249544,285288,684053,933772
2020-08-13,3085432,5773791,2226148,29390,236575,231318,705732,878800
2020-08-14,3115277,5842183,2210238,28354,241339,250586,708756,776410
2020-08-15,3072079,5494234,2212338,24296,232704,224169,696226,476523
2020-08-16,2888057,5187354,2206365,17240,224129,237945,674157,477820
2020-08-17,2999748,5401641,2229151,24171,231221,249493,724035,503272
2020-08-18,3093742,5607047,2216719,23520,228986,257698,737629,336831
2020-08-19,2946965,5276159,2214418,23879,235012,234753,742134,566096
2020-08-20,2853406,4981353,2211569,24096,240103,226387,729531,818803
2020-08-21,2934650,5035845,2203405,25191,238971,210683,736382,731094
2020-08-22,2895940,5015452,2192670,25970,239005,203027,716802,615244
2020-08-23,2893980,5133767,2198158,27147,239323,219167,679257,531129
2020-08-24,3187175,5801762,2197136,30904,240771,221307,707760,669484
2020-08-25,3284911,5906384,2211741,29948,245609,252504,749260,748691
2020-08-26,3278238,5435107,2223314,24721,241515,264612,741160,843586
2020-08-27,3301616,5496967,2217050,24978,232395,261790,766096,772576
2020-08-28,3263492,5484074,2222751,24699,224998,259896,790997,811796
2020-08-29,3011029,4922345,2228059,22508,218775,235838,697886,824588
2020-08-30,2702902,4355921,2237001,22745,204695,256050,619429,794867
2020-08-31,2764538,4519949,2248898,20352,207093,235182,634564,994993
2020-09-01,3021205,4831783,2260221,24473,205708,241892,680112,706025
2020-09-02,3126113,5100571,2258436,24648,215288,267262,681618,606949
2020-09-03,3007743,5176303,2255807,29406,215060,281907,681779,849841
2020-09-04,2997078,5193504,2258724,29405,212906,282215,704285,555204
2020-09-05,2613139,4546537,2224403,23055,198879,259217,649010,650125
2020-09-06,2323824,4166220,2207797,22329,188842,265982,638722,1056733
2020-09-07,2432463,4100184,2220133,22453,194488,229867,653555,1114593
2020-09-08,2461122,4400371,2187497,25865,199997,190629,646773,1369041
2020-09-09,2517103,4519483,2183553,24695,206482,176723,658854,1057560
2020-09-10,2626043,4690709,2200091,24718,207197,169649,688746,642789
2020-09-11,2706499,4715976,2216120,23025,218715,170014,681356,298921
2020-09-12,2439737,4215208,2239227,20395,217720,197110,600922,417481
2020-09-13,2417463,4213365,2242299,17419,210403,202538,570461,303827
2020-09-14,2514493,4545310,2244696,18733,205494,198463,631764,475499
2020-09-15,2393758,4445029,2246727,20645,208963,204369,636034,578116
2020-09-16,2341938,4343160,2245208,19039,205969,202033,647706,583494
2020-09-17,2463467,4444345,2236464,23140,205675,178361,688792,430604
2020-09-18,2213938,4347326,2232510,21940,198935,191706,667581,549928
2020-09-19,1684874,3755862,2187236,19838,193366,222948,558323,849851
2020-09-20,1484693,3414086,2173876,22163,184268,238369,528119,966418
2020-09-21,1730781,3830087,2186176,22927,190514,231404,603396,835257
2020-09-22,1853327,4102171,2191113,24494,183376,247872,620799,591890
2020-09-23,1891213,4265749,2183827,21226,186018,234371,612069,561224
2020-09-24,1941029,4364764,2171591,23575,199796,218329,600435,608355
2020-09-25,1972046,4145458,2164654,23259,199462,218743,616834,935878
2020-09-26,1820351,3724082,2137074,25665,196228,220316,569505,1257369
2020-09-27,1712703,3760444,2097602,29723,200011,211763,565193,1306095
2020-09-28,1847088,4104592,2094778,31548,205694,217768,661693,1213146
2020-09-29,1885566,4302355,2115078,31142,206479,219043,658819,682301
2020-09-30,1685517,3962394,2117684,31293,185341,255989,656443,916414
2020-10-01,1705066,3943105,2114810,31828,179682,252745,664111,938882
2020-10-02,1776567,4119199,2080024,32491,196003,237611,670573,554807
2020-10-03,1554973,3758177,2011162,23593,181584,230086,593398,683605
2020-10-04,1474811,3961084,1983461,21889,178039,213181,560230,479233
2020-10-05,1444240,4089162,1964555,21766,182612,219222,606074,1065377
2020-10-06,1698951,4341100,1958179,23445,190261,210421,594229,854207
2020-10-07,1848150,4416338,1959981,20521,181000,227095,605475,812592
2020-10-08,1884348,4304443,1965181,20836,185184,213549,595780,916625
2020-10-09,1728581,4166480,1948813,22727,190178,199068,589081,1191306
2020-10-10,1707118,4035332,1917452,22812,190536,183181,548111,880489
2020-10-11,1559020,3786730,1890815,21933,193069,198234,527670,1246193
2020-10-12,1710504,4212298,1864931,9868,196075,201710,589984,1239386
2020-10-13,1830137,4275164,1861795,9209,191938,230572,620700,979703
2020-10-14,1801985,3922440,1874434,7807,184647,241613,613754,1273982
2020-10-15,1846305,3898236,1885951,7283,188404,207518,621338,1379009
2020-10-16,1978314,3947802,1891539,7541,191420,202775,627539,973283
2020-10-17,1706834,3276623,1862127,11448,189703,222268,558078,1265881
2020-10-18,1694748,3291708,1860680,14012,187469,220670,533888,1248606
2020-10-19,2177615,4176076,1846965,21803,204225,206196,586306,551705
2020-10-20,2259110,4143647,1867556,23658,203759,189005,582919,733233
2020-10-21,2276741,3998374,1878369,22677,211864,180018,604869,898782
2020-10-22,2207649,3841034,1903639,22744,210345,182377,636020,1205122
2020-10-23,2083766,3758302,1919731,17517,210869,172025,652407,1325342
2020-10-24,2128528,3606925,1899231,17609,202596,170089,588990,673133
2020-10-25,2056118,3159080,1922041,21937,205684,144741,577976,965273
2020-10-26,2205616,3810100,1921440,32616,205523,154243,669481,889357
2020-10-27,2352627,4309448,1912955,28179,214122,157566,681881,442783
2020-10-28,2339530,4070471,1906465,24121,217675,173644,656455,639337
2020-10-29,2263223,3726497,1917123,22876,228917,175308,648545,923904
2020-10-30,2354331,3717301,1929938,22228,225166,210575,663020,544202
2020-10-31,1973998,3055566,1925634,15438,218741,181494,664358,1113184
2020-11-01,1985794,2904008,1900019,11505,209010,162278,657830,1006327
2020-11-02,2284634,3410078,1875749,15035,214934,209184,714092,919300
2020-11-03,2311555,3360252,1884647,22475,218131,198604,724184,1136732
2020-11-04,2223662,3099467,1912139,24300,214795,206240,680374,1247803
2020-11-05,2160242,3334058,1951456,22415,216950,182768,668881,981112
2020-11-06,2087234,3494663,1961925,21973,218262,153532,695218,857276
2020-11-07,1729134,2881586,1937363,22258,223041,145412,673139,1437623
2020-11-08,1633892,2709181,1958436,22507,220035,132699,655713,1487653
2020-11-09,1880189,3135441,1987087,22007,227639,153478,720156,1456287
2020-11-10,2087937,3508881,2005807,23067,232527,176486,711676,1150637
2020-11-11,2212608,3806467,2014116,23602,234474,159732,743196,739574
2020-11-12,2274417,3690745,2012992,16445,229050,157858,780839,789838
2020-11-13,2276982,3508667,1983915,18162,214563,159870,763316,921596
2020-11-14,1987705,2979470,1980493,16723,198684,179029,713419,1425225
2020-11-15,1841327,2873003,1993909,11334,192168,185420,661313,1406712
2020-11-16,2110159,3227799,2022706,17122,206866,208269,725067,1139521
2020-11-17,2328334,3537726,2053856,24565,216511,189375,762114,896080
2020-11-18,2052997,3424617,2085869,30038,205437,175323,747422,1496910
2020-11-19,1983105,3331428,2112188,39880,204102,185636,762909,1582294
2020-11-20,2008018,3371941,2165932,24547,207248,163192,744745,1142201
2020-11-21,2020124,3344862,2168796,16918,202628,167191,726608,598584
2020-11-22,1868070,3250796,2174032,17430,197092,142486,718202,759051
2020-11-23,2037626,3415562,2193701,16397,204766,159693,742161,956712
2020-11-24,2009169,3332455,2198443,25488,215417,186769,779394,1422386
2020-11-25,2095178,3500818,2201812,25819,210368,180563,782849,1050028
2020-11-26,1843920,3024712,2200951,23504,193485,167802,731712,1153598
2020-11-27,1773793,2810596,2210729,22214,189180,157328,706876,986098
2020-11-28,1767774,3060220,2218229,21818,186466,161954,687972,884008
2020-11-29,1728143,3136392,2226598,21858,195432,160507,706915,1076661
2020-11-30,2027036,3673696,2223611,23245,200852,156923,728570,1171795
2020-12-01,2360103,4017946,2231554,14597,197602,179343,751908,1201230
2020-12-02,2576347,4006025,2229764,17271,211170,172375,771267,1154012
2020-12-03,2538399,3896114,2194858,21951,213002,175281,786471,1216720
2020-12-04,2420107,3983138,2200858,20974,199589,156785,766877,805366
2020-12-05,2446843,3829227,2229672,19995,199946,166312,708389,562599
2020-12-06,2431255,3620299,2220631,17229,182641,173156,679750,621089
2020-12-07,2678357,4120080,2263848,17503,192610,128263,734596,520589
2020-12-08,2737135,4333145,2260805,22021,191086,170392,750391,613252
2020-12-09,2608967,4144808,2261399,19755,192432,168781,719370,901427
2020-12-10,2535806,3707086,2255080,12610,191882,159755,724095,960761
2020-12-11,2424358,3451181,2232246,20513,179296,147988,736053,1104136
2020-12-12,2294578,3297484,2186860,21869,176683,127198,698499,990209
2020-12-13,2321663,3232887,2200076,19420,179501,115980,658266,934767
2020-12-14,2505400,3973372,2235430,21356,193767,132756,730773,892613
2020-12-15,2810846,4271144,2270563,30405,196279,150439,771328,944693
2020-12-16,2906246,4510536,2285783,36825,205668,130933,760061,737370
2020-12-17,2960259,4667477,2265830,25142,203756,120464,765495,656608
2020-12-18,2695706,4034885,2265997,29134,216374,160482,763574,1450658
2020-12-19,2658735,3811681,2259484,39400,210978,181563,742609,1035045
2020-12-20,2450970,3598319,2238930,26702,206513,143967,657750,998191
2020-12-21,2422183,3598366,2253055,24714,205973,168050,739922,1123977
2020-12-22,2375557,3421801,2276753,24355,208231,170218,698740,1397300
2020-12-23,2209507,3180832,2309728,22192,211171,164669,767189,1800928
2020-12-24,2276849,3165406,2329309,21053,204282,93883,713351,1643945
2020-12-25,2698195,3526791,2318108,14497,199841,174179,766439,926578
2020-12-26,2726875,3503690,2320831,18374,207988,182296,772738,1166093
2020-12-27,2551425,3323974,2319017,24479,205747,160859,739866,1223797
2020-12-28,2600510,3411806,2314917,24658,204316,133216,786608,1032495
2020-12-29,2515046,3369328,2314341,22993,205568,162161,831562,1239582
2020-12-30,2223377,3399489,2308463,24389,209160,139589,816754,1492084
2020-12-31,2330609,3662685,2285908,23071,202032,104510,792278,1060313
