period,COL,NG,NUC,OIL,OTH,SUN,WAT,WND
2021-01-05 11:00:00,98198,149848,95662,996,8410,55,25709,36395
2021-01-05 12:00:00,103096,161774,95672,1026,8659,41,32701,37674
2021-01-05 13:00:00,109496,173893,95670,1054,8869,412,39053,39106
2021-01-05 14:00:00,112572,178843,95721,1083,8997,2728,41716,41552
2021-01-05 15:00:00,111159,175781,95705,1097,9483,6972,41944,42984
2021-01-05 16:00:00,108697,169711,95718,1139,9221,14866,39720,42713
2021-01-05 17:00:00,105853,159216,95706,1026,8945,21929,36341,41912
2021-01-05 18:00:00,101035,154254,95659,1071,8881,24379,34138,43366
2021-01-05 19:00:00,98013,149959,95681,1025,8871,24188,33050,43610
2021-01-05 20:00:00,95775,147129,95661,1064,8662,23780,32028,44398
2021-01-05 21:00:00,93417,145904,95674,1022,8785,22596,32051,46689
2021-01-05 22:00:00,94112,151332,95691,1061,9130,18521,34510,48507
2021-01-05 23:00:00,98480,157652,95691,1067,9433,11641,37391,49661
2021-01-06 00:00:00,104259,166878,95684,1090,9353,4074,41996,51743
2021-01-06 01:00:00,104975,169894,95687,1029,9376,319,42445,57059
2021-01-06 02:00:00,104326,166721,95665,1032,9474,107,42405,58764
2021-01-06 03:00:00,102182,159736,95543,1012,8862,109,41056,58721
2021-01-06 04:00:00,97611,150293,95650,1002,8561,97,37407,58865
2021-01-06 05:00:00,91777,140930,95880,963,8085,90,33830,59637
2021-01-06 06:00:00,88797,135537,95740,1006,8380,80,30484,57790
2021-01-06 07:00:00,86248,132209,95956,1003,8228,29,27868,56818
2021-01-06 08:00:00,85502,130744,95922,994,8319,54,26567,55925
2021-01-06 09:00:00,86729,129622,96069,1008,8150,477,25918,54508
2021-01-06 10:00:00,89015,131460,96116,987,8303,448,26545,53238
2021-01-06 11:00:00,92997,139702,96252,1004,8490,438,29722,52905
2021-01-06 12:00:00,97997,154122,96216,1074,8849,24,36033,54137
2021-01-06 13:00:00,104808,164344,96255,1065,9144,337,40816,55432
2021-01-06 14:00:00,110109,169181,96291,1091,9049,3018,41746,56011
2021-01-06 15:00:00,110711,165836,96338,1102,9370,7782,41629,55416
2021-01-06 16:00:00,109825,157692,96330,1098,9205,15700,38561,55053
2021-01-06 17:00:00,108207,149940,96401,1023,9079,20429,35503,54584
2021-01-06 18:00:00,107400,145208,96432,1000,8983,21377,33494,53136
2021-01-06 19:00:00,105903,142142,96446,1009,8747,20865,32806,52416
2021-01-06 20:00:00,103992,141574,96477,1011,8740,19752,32161,51406
2021-01-06 21:00:00,103684,145048,96507,1008,8731,16844,31941,50539
2021-01-06 22:00:00,105620,151411,96630,1101,8998,13479,34835,50721
2021-01-06 23:00:00,108834,156226,96708,1230,9514,10056,38457,52029
2021-01-07 00:00:00,113309,165911,96773,1175,9778,3964,43610,50971
2021-01-07 01:00:00,115048,171204,96753,1063,9750,283,44752,50369
2021-01-07 02:00:00,113702,167958,96749,981,9763,-26,43441,51538
2021-01-07 03:00:00,112061,162030,96716,957,9371,-12,42003,49758
2021-01-07 04:00:00,109661,155268,96743,957,8824,-6,38684,47984
2021-01-07 05:00:00,105799,147517,96545,959,8020,-17,34894,44400
2021-01-07 06:00:00,104335,140782,96773,971,7899,-22,31815,44551
2021-01-07 07:00:00,100838,137418,96596,976,7930,-22,29192,43149
2021-01-07 08:00:00,98957,135265,96558,339,8464,-20,27874,42987
2021-01-07 09:00:00,99324,136165,96568,364,8718,56,27010,42611
2021-01-07 10:00:00,102299,137812,96556,1186,8306,310,27103,40977
2021-01-07 11:00:00,106572,145876,96619,1210,8469,293,30007,38976
2021-01-07 12:00:00,112467,162890,96759,1107,8635,350,36260,36487
2021-01-07 13:00:00,118916,177387,96781,1067,8812,876,41407,34276
2021-01-07 14:00:00,123001,184259,96791,1102,8903,3253,43459,30258
2021-01-07 15:00:00,124108,183896,96782,1034,8902,7073,43290,26608
2021-01-07 16:00:00,123661,180795,96752,1013,8919,14400,41210,21050
2021-01-07 17:00:00,122480,176753,96759,1090,8744,18542,39090,19328
2021-01-07 18:00:00,120893,173157,96764,1002,8594,20612,35810,18447
2021-01-07 19:00:00,119507,170702,96739,998,8652,20108,34383,17199
2021-01-07 20:00:00,118789,170710,96768,1001,8463,19355,32794,16815
2021-01-07 21:00:00,118379,171798,96842,995,8309,17285,32823,17177
2021-01-07 22:00:00,119738,175156,96914,1125,8432,15271,36003,16890
2021-01-07 23:00:00,122502,183273,96990,1090,8359,11424,40026,16686
2021-01-08 00:00:00,125104,193672,96971,1084,8292,3848,43782,17118
2021-01-08 01:00:00,125464,198858,96991,1123,8472,220,45418,18969
2021-01-08 02:00:00,125040,194687,96960,1074,8490,51,43601,20895
2021-01-08 03:00:00,122783,186807,96959,1059,8168,76,40460,21802
2021-01-08 04:00:00,118536,176050,97002,406,8455,69,36930,22394
2021-01-08 05:00:00,114297,164021,96998,1039,7807,17,33088,23277
2021-01-08 06:00:00,112301,160873,97101,1012,7821,-18,29174,23869
2021-01-08 07:00:00,108975,156066,97025,993,7849,-15,25675,22960
2021-01-08 08:00:00,106965,154022,96963,976,7641,-13,24186,21938
2021-01-08 09:00:00,106720,153906,96964,996,7716,-18,23351,20946
2021-01-08 10:00:00,107601,154847,96971,1003,7834,-15,24135,20933
2021-01-08 11:00:00,110977,162705,97106,1094,8107,5,26534,20594
2021-01-08 12:00:00,116861,173510,97085,1208,8383,99,32970,21015
2021-01-08 13:00:00,121794,186049,97089,1311,8371,478,39554,21939
2021-01-08 14:00:00,125962,193612,97061,1263,8537,1562,42777,21785
2021-01-08 15:00:00,127886,195937,96837,1194,8766,4150,44208,21028
2021-01-08 16:00:00,128451,195295,96612,1198,8727,10272,42610,18449
2021-01-08 17:00:00,127796,191537,96630,1209,8704,15743,39748,16525
2021-01-08 18:00:00,128260,186792,96605,1100,8700,18368,37319,14730
2021-01-08 19:00:00,127204,183651,96637,1022,8689,18192,35704,13322
2021-01-08 20:00:00,126701,180475,96687,1005,8775,17300,35667,13282
2021-01-08 21:00:00,125578,179186,96708,993,8740,17242,35775,13320
2021-01-08 22:00:00,125458,181676,96632,1042,8780,16555,38069,13570
2021-01-08 23:00:00,126284,186875,96421,1030,8870,13357,42184,14031
2021-01-09 00:00:00,129094,195821,96432,1050,9135,4884,45746,14136
2021-01-09 01:00:00,130616,199604,96484,1011,9131,310,45599,15316
2021-01-09 02:00:00,130978,198109,96490,1015,8936,-18,43691,15789
2021-01-09 03:00:00,129780,190744,95421,1021,8472,-13,41640,15971
2021-01-09 04:00:00,126489,184336,95318,1011,8232,-13,37747,15892
2021-01-09 05:00:00,121296,175884,95578,1009,7686,-16,34877,14904
2021-01-09 06:00:00,120540,172905,96425,969,7889,-21,31476,14130
2021-01-09 07:00:00,118749,168223,96471,970,7846,-18,28835,13527
2021-01-09 08:00:00,117107,165394,96486,975,7846,-5,27085,13566
2021-01-09 09:00:00,116355,163942,96527,977,7924,6,26245,13444
2021-01-09 10:00:00,115980,166474,96594,992,7957,17,26517,12774
2021-01-09 11:00:00,118434,169323,96610,1004,7962,23,27496,12593
2021-01-09 12:00:00,121051,175133,96721,1010,8067,11,31529,12847
2021-01-09 13:00:00,124358,182072,96656,1008,8175,639,35819,12423
2021-01-09 14:00:00,126894,188444,96530,1007,8358,2815,38036,11521
2021-01-09 15:00:00,127382,193188,96462,999,8454,5752,39087,9667
2021-01-09 16:00:00,125566,189963,96362,980,8283,12445,37828,7957
2021-01-09 17:00:00,123785,181247,96384,1036,8309,18182,36240,7821
2021-01-09 18:00:00,122797,172970,96348,936,8079,21078,34770,8908
2021-01-09 19:00:00,120533,165092,96352,924,8039,21515,33163,9288
2021-01-09 20:00:00,118947,161009,96217,935,8357,20697,31835,9173
2021-01-09 21:00:00,118027,161373,96194,943,8492,18427,31751,9622
2021-01-09 22:00:00,118726,166781,96213,996,8526,15247,34894,10961
2021-01-09 23:00:00,122285,175722,96185,1010,8501,11933,37676,13091
2021-01-10 00:00:00,126233,184467,96178,1056,8673,4905,41437,15484
2021-01-10 01:00:00,128728,191831,96192,1028,8779,318,41505,16766
2021-01-10 02:00:00,128857,192109,96019,998,8788,101,40786,17883
2021-01-10 03:00:00,127777,189045,96009,959,8529,114,38544,17842
2021-01-10 04:00:00,125331,181607,96014,974,8237,91,36331,18740
2021-01-10 05:00:00,122713,173405,96125,974,8246,81,33411,21321
2021-01-10 06:00:00,118772,167734,96054,981,8163,66,30337,21088
2021-01-10 07:00:00,116305,163659,96280,983,8163,32,27765,19423
2021-01-10 08:00:00,114894,162974,96276,961,8075,-3,26909,20011
2021-01-10 09:00:00,112895,159567,96415,978,8056,-7,25835,22007
2021-01-10 10:00:00,113209,160013,96506,983,8000,5,26440,21524
2021-01-10 11:00:00,114710,164319,96620,1009,7983,20,28114,21319
2021-01-10 12:00:00,119232,169188,96596,1026,8151,21,30527,20191
2021-01-10 13:00:00,121144,174867,96628,1014,8315,805,33925,19981
2021-01-10 14:00:00,121544,179253,96607,994,8334,4239,34970,19311
2021-01-10 15:00:00,121737,179292,96641,982,8345,8303,34651,18699
2021-01-10 16:00:00,120805,175367,96632,984,8386,15044,32862,18124
2021-01-10 17:00:00,120251,166521,96666,981,8368,21544,31129,17758
2021-01-10 18:00:00,118212,162952,96691,972,8260,22548,29717,17911
2021-01-10 19:00:00,116236,159336,96713,972,8065,22054,28742,18526
2021-01-10 20:00:00,114754,159183,96705,977,7983,21409,28052,18805
2021-01-10 21:00:00,114045,160923,96817,983,8227,18931,28453,19374
2021-01-10 22:00:00,116915,169188,96962,1030,8462,15068,31095,19801
2021-01-10 23:00:00,122340,181068,96888,1054,8427,10598,33591,19430
2021-01-11 00:00:00,126973,193696,96727,1107,8549,4628,39071,20085
2021-01-11 01:00:00,127409,201366,96715,1126,8521,527,41196,21623
2021-01-11 02:00:00,127348,201094,96695,1129,8405,52,40390,22982
2021-01-11 03:00:00,125278,194649,96712,1065,8293,69,38835,24921
2021-01-11 04:00:00,121291,186316,96691,1000,8248,65,36421,25745
2021-01-11 05:00:00,115642,176284,96458,969,8249,60,32536,27975
2021-01-11 06:00:00,115938,169665,96811,1007,8088,40,29118,27370
2021-01-11 07:00:00,112467,163664,96817,1018,8092,-13,26520,28907
2021-01-11 08:00:00,110355,162432,96724,1022,8064,-21,25044,29614
2021-01-11 09:00:00,110218,163957,96738,1027,8066,-10,23962,29746
2021-01-11 10:00:00,111375,168801,96721,1022,8192,92,24459,29580
2021-01-11 11:00:00,114038,176617,96762,1021,8334,224,28413,30399
2021-01-11 12:00:00,118593,189848,96763,1066,8456,330,33972,31922
2021-01-11 13:00:00,122850,202012,96741,1107,8404,575,40997,33160
2021-01-11 14:00:00,125955,207104,96804,1103,8332,1744,43816,35211
2021-01-11 15:00:00,127601,206633,96813,1111,8538,4047,44784,35994
2021-01-11 16:00:00,129162,201339,96797,1112,8413,10950,41081,35265
2021-01-11 17:00:00,127803,191974,96793,1104,8279,17652,37988,34517
2021-01-11 18:00:00,126269,186318,96718,1097,8285,19050,36022,34227
2021-01-11 19:00:00,123828,181709,96724,1091,8252,18974,34228,34402
2021-01-11 20:00:00,121849,178774,96620,1056,8338,18732,33233,33076
2021-01-11 21:00:00,119565,177506,96599,1061,8351,17581,32801,32443
2021-01-11 22:00:00,120010,180237,96668,1090,8156,15937,36008,31488
2021-01-11 23:00:00,123249,188094,96646,1091,8273,13004,38374,30914
2021-01-12 00:00:00,126302,198062,96624,1087,8207,5434,42843,32335
2021-01-12 01:00:00,126718,204954,96619,1083,8400,391,42938,35509
2021-01-12 02:00:00,124929,201664,96600,1027,8282,129,41307,38620
2021-01-12 03:00:00,121021,191695,96611,1011,7636,132,38980,41109
2021-01-12 04:00:00,115766,182343,96619,996,7572,129,35665,42847
2021-01-12 05:00:00,113348,174056,96754,1003,7676,126,31453,36966
2021-01-12 06:00:00,109070,164870,96683,966,7650,72,26846,42274
2021-01-12 07:00:00,106113,160230,96712,958,7549,10,23292,42015
2021-01-12 08:00:00,105131,158182,96759,984,7505,-21,22467,40310
2021-01-12 09:00:00,107908,158838,96707,992,7511,-21,22553,38316
2021-01-12 10:00:00,110519,159617,96771,1015,7522,-22,22716,37822
2021-01-12 11:00:00,115259,165954,96805,1018,7739,-17,27184,37424
2021-01-12 12:00:00,121538,179064,96789,1082,7935,10,33779,37588
2021-01-12 13:00:00,126225,192218,96817,1091,8092,186,40448,37436
2021-01-12 14:00:00,129120,199493,96787,1073,8233,1150,43098,36388
2021-01-12 15:00:00,129011,198837,96759,1100,8535,3604,44575,34347
2021-01-12 16:00:00,128130,191354,96752,1122,8499,11927,41372,30108
2021-01-12 17:00:00,126646,183397,96668,1169,8442,18577,36607,24554
2021-01-12 18:00:00,124971,175699,96678,1074,8352,20391,33605,22655
2021-01-12 19:00:00,122545,169369,96699,1041,8035,20233,32821,22640
2021-01-12 20:00:00,119061,164183,96704,1037,7853,19218,32396,23139
2021-01-12 21:00:00,116927,163854,96686,997,8053,17186,32467,22784
2021-01-12 22:00:00,117668,170411,96681,993,8204,13176,35778,23275
2021-01-12 23:00:00,121273,180784,96754,1072,7939,10674,37223,24959
2021-01-13 00:00:00,125611,189220,96759,1081,8255,3691,40666,30188
2021-01-13 01:00:00,125851,193248,96650,1082,8391,263,41708,36265
2021-01-13 02:00:00,123457,188072,96699,1035,8291,70,41274,43498
2021-01-13 03:00:00,117868,179865,96785,1003,8255,62,40226,49241
2021-01-13 04:00:00,110883,169157,96807,1000,7870,65,35805,54579
2021-01-13 05:00:00,106210,159142,97013,968,7272,12,31737,57140
2021-01-13 06:00:00,99841,153179,96262,960,7470,-15,29831,59115
2021-01-13 07:00:00,96533,148213,95961,974,7364,-19,27026,60080
2021-01-13 08:00:00,95749,146357,95993,985,7483,-20,25747,59433
2021-01-13 09:00:00,96563,146599,96180,994,7528,-18,25780,57953
2021-01-13 10:00:00,99579,148906,96303,993,7629,-25,26509,55291
2021-01-13 11:00:00,106407,157808,96402,1003,7821,-25,31560,52962
2021-01-13 12:00:00,112634,172112,96461,1016,8009,-19,35677,54343
2021-01-13 13:00:00,117288,187544,96469,1374,8179,532,41718,55147
2021-01-13 14:00:00,121009,192109,96466,1530,8298,2538,41570,54914
2021-01-13 15:00:00,121103,186438,96431,1371,8163,6504,40882,53072
2021-01-13 16:00:00,120159,174901,96421,1087,8136,15220,36611,48164
2021-01-13 17:00:00,120042,161903,96409,1022,8091,21169,32931,41021
2021-01-13 18:00:00,118223,155185,96433,1102,7671,23357,30545,36709
2021-01-13 19:00:00,114674,149581,96339,1065,7597,22525,28790,36280
2021-01-13 20:00:00,111053,145856,96333,984,7773,21555,27985,36660
2021-01-13 21:00:00,110652,143968,96297,991,7817,19232,28349,37829
2021-01-13 22:00:00,112105,146208,96303,994,7877,17051,30385,39153
2021-01-13 23:00:00,115701,154245,96316,1018,8103,13583,34118,41584
2021-01-14 00:00:00,121924,162773,96236,388,8989,5388,36713,44031
2021-01-14 01:00:00,123430,166320,96215,1059,8367,396,38899,51909
2021-01-14 02:00:00,120705,160887,96221,1065,8405,65,40056,56419
2021-01-14 03:00:00,115030,154554,96320,1046,8291,76,38643,60571
2021-01-14 04:00:00,109663,146390,96403,986,8052,73,36079,61413
2021-01-14 05:00:00,101143,142666,96363,977,7539,8,33301,62965
2021-01-14 06:00:00,96824,133136,96531,992,7490,-9,30552,61519
2021-01-14 07:00:00,95647,130762,96305,985,7372,-10,27919,59862
2021-01-14 08:00:00,95199,129814,96197,988,7471,-7,26614,59877
2021-01-14 09:00:00,95264,129492,96169,987,7576,-7,25934,59394
2021-01-14 10:00:00,97977,133029,96008,982,7530,-6,26002,58915
2021-01-14 11:00:00,101827,139934,95894,984,7766,4,30008,59261
2021-01-14 12:00:00,106607,154592,95914,1044,8093,-4,36914,61451
2021-01-14 13:00:00,112389,166534,95826,1053,8212,404,42068,63919
2021-01-14 14:00:00,115171,167252,95741,1166,8332,2976,44428,67149
2021-01-14 15:00:00,112489,164117,95754,1221,8351,7127,43527,67696
2021-01-14 16:00:00,110420,155498,95610,1094,8224,14702,37979,64470
2021-01-14 17:00:00,105937,144137,95604,1075,7969,21648,35425,62272
2021-01-14 18:00:00,99994,134607,95603,1076,7799,23675,32824,62399
2021-01-14 19:00:00,94964,129586,95531,998,7566,23948,30857,64149
2021-01-14 20:00:00,91685,127877,95618,987,7567,23181,29717,64363
2021-01-14 21:00:00,90721,128456,95692,987,7585,21096,29589,63203
2021-01-14 22:00:00,91089,133931,95759,983,7773,18044,32206,61992
2021-01-14 23:00:00,95330,144877,95832,980,8129,14375,33821,60465
2021-01-15 00:00:00,103129,155656,95891,972,8270,6496,37106,57428
2021-01-15 01:00:00,107755,161988,95966,968,8477,583,39796,57853
2021-01-15 02:00:00,107197,160697,96017,967,8515,104,40478,59237
2021-01-15 03:00:00,104865,152892,96044,962,8455,90,39419,59909
2021-01-15 04:00:00,101542,145566,96261,969,8021,85,36216,60958
2021-01-15 05:00:00,97516,137267,96450,985,7698,78,32744,62097
2021-01-15 06:00:00,93491,131668,96649,955,7729,18,29756,60651
2021-01-15 07:00:00,90846,126571,96762,951,7701,19,27903,61047
2021-01-15 08:00:00,90111,124561,97080,956,7713,10,26394,60549
2021-01-15 09:00:00,90538,124500,97209,974,7677,14,26037,60806
2021-01-15 10:00:00,92460,126118,97244,984,7697,17,26496,60468
2021-01-15 11:00:00,95546,134842,97329,984,7872,10,29562,61055
2021-01-15 12:00:00,101098,146530,97345,985,8043,7,35905,62490
2021-01-15 13:00:00,109073,158508,97312,1015,8431,551,41952,61709
2021-01-15 14:00:00,112685,161159,97298,1042,8707,3373,43399,61646
2021-01-15 15:00:00,113814,158629,97270,1007,8577,7763,42325,60716
2021-01-15 16:00:00,112306,151410,97245,987,8397,16899,38409,57459
2021-01-15 17:00:00,109020,142273,97234,993,8275,24207,35258,59270
2021-01-15 18:00:00,105708,135770,97227,1014,8136,24992,33471,61117
2021-01-15 19:00:00,103290,133925,97191,978,8185,23930,32221,61186
2021-01-15 20:00:00,101576,133025,97169,986,8074,22481,32121,59695
2021-01-15 21:00:00,99679,132683,97196,969,8066,21586,32267,59815
2021-01-15 22:00:00,99594,135985,97192,970,8254,19376,34798,58757
2021-01-15 23:00:00,102750,144117,97279,967,8234,15690,36722,57774
2021-01-16 00:00:00,109442,152907,97341,966,8374,6564,40045,55371
2021-01-16 01:00:00,114451,158911,97386,969,8388,528,41250,55485
2021-01-16 02:00:00,114668,156911,97480,944,8386,76,41757,53513
2021-01-16 03:00:00,111583,152458,97355,946,8324,85,39601,52623
2021-01-16 04:00:00,108424,146879,97017,945,7716,77,37300,52181
2021-01-16 05:00:00,102982,139423,97402,950,7830,66,34166,56101
2021-01-16 06:00:00,98730,134726,97357,969,7569,43,30674,51423
2021-01-16 07:00:00,97688,132395,97422,947,7458,1,27597,49318
2021-01-16 08:00:00,97008,130902,97332,873,7547,-21,26873,46881
2021-01-16 09:00:00,96190,131148,97358,923,7696,-22,25447,45513
2021-01-16 10:00:00,97692,135794,97397,928,7680,-24,24852,43498
2021-01-16 11:00:00,101319,139108,97449,935,7781,-24,25778,42219
2021-01-16 12:00:00,105636,144599,97614,959,7999,-21,28328,40431
2021-01-16 13:00:00,110751,153352,97780,931,8352,325,32819,39565
2021-01-16 14:00:00,115757,159405,97814,956,8436,2947,35990,36717
2021-01-16 15:00:00,116552,159721,97784,971,8417,8692,37292,34932
2021-01-16 16:00:00,115301,156499,97812,948,8227,18028,36738,32387
2021-01-16 17:00:00,112296,149152,97797,919,8290,24497,35300,30420
2021-01-16 18:00:00,109099,142573,97598,955,7941,25336,34596,31606
2021-01-16 19:00:00,106763,135984,97370,948,7872,24630,33063,34759
2021-01-16 20:00:00,104379,131059,97484,954,7885,23841,32155,37166
2021-01-16 21:00:00,101900,130399,97709,971,7797,22768,31616,38880
2021-01-16 22:00:00,102408,135469,97754,980,8124,19141,33260,40799
2021-01-16 23:00:00,107048,144995,97819,982,8132,13491,35047,40056
2021-01-17 00:00:00,113321,153742,97878,985,8400,6269,37741,39669
