period,COL,NG,NUC,OIL,OTH,SUN,WAT,WND
2020-01-02 06:00:00,64069,121380,94522,1145,6230,-5,22715,55538
2020-01-02 07:00:00,62422,117672,94507,1156,6150,-21,20208,53320
2020-01-02 08:00:00,61632,114625,94537,1086,6062,-23,19748,51710
2020-01-02 09:00:00,61835,114901,94643,1184,6101,-22,18562,50596
2020-01-02 10:00:00,63105,116453,94667,1199,6120,-1,18159,49907
2020-01-02 11:00:00,66197,122661,94667,1229,6191,3,22457,49597
2020-01-02 12:00:00,70662,136266,94705,1252,6258,-12,27797,48054
2020-01-02 13:00:00,76241,145695,94658,1252,6217,133,30439,46982
2020-01-02 14:00:00,78969,151249,94612,1255,6231,1020,31997,48006
2020-01-02 15:00:00,79403,154554,94597,1242,6323,2864,32194,46907
2020-01-02 16:00:00,79449,155769,94553,1242,6306,8326,32247,42399
2020-01-02 17:00:00,79896,153940,94515,1240,6254,13713,31678,38740
2020-01-02 18:00:00,80672,152116,94507,1232,6268,14800,30618,37189
2020-01-02 19:00:00,80774,151656,94554,1218,6267,15075,30438,36326
2020-01-02 20:00:00,80738,153816,94521,1273,6270,14099,30470,35183
2020-01-02 21:00:00,80011,154718,94488,1430,6283,13474,30112,35420
2020-01-02 22:00:00,81240,160374,94565,1798,6294,12052,32342,34769
2020-01-02 23:00:00,84908,166428,94554,1849,6327,8765,37618,29688
2020-01-03 00:00:00,90034,171523,94489,1840,6283,3149,40286,27219
2020-01-03 01:00:00,90349,173400,94478,1846,6254,334,40965,28735
2020-01-03 02:00:00,86886,169405,94461,1839,6300,220,39767,30379
2020-01-03 03:00:00,85496,164614,94459,1461,6282,219,35128,30387
2020-01-03 04:00:00,79999,155135,94443,1245,6139,170,32138,30804
2020-01-03 05:00:00,76245,145067,94334,1208,6116,16,29187,32061
2020-01-03 06:00:00,73032,136774,94488,1195,5945,-4,26205,31344
2020-01-03 07:00:00,69789,130851,94431,1072,5791,-12,23626,31812
2020-01-03 08:00:00,67625,126262,94428,1083,5778,-13,21323,32461
2020-01-03 09:00:00,65257,123005,94466,1102,5849,-16,19995,33924
2020-01-03 10:00:00,64232,124207,94453,1217,6039,-10,19507,35124
2020-01-03 11:00:00,65452,128813,94494,1218,6253,-3,22225,35784
2020-01-03 12:00:00,69814,140599,94478,1338,6427,-8,25203,35028
2020-01-03 13:00:00,75047,148883,94449,1459,6488,86,29296,36417
2020-01-03 14:00:00,78303,156069,94450,1474,6574,593,31523,38387
2020-01-03 15:00:00,80467,161183,94471,1478,6654,1939,34538,38456
2020-01-03 16:00:00,79307,163203,94450,1536,6602,7100,34743,37146
2020-01-03 17:00:00,79037,161641,94237,1461,6672,12548,31707,37203
2020-01-03 18:00:00,76900,158961,93994,1453,6677,14916,30414,38375
2020-01-03 19:00:00,75836,159302,93948,1390,6631,16156,29350,37921
2020-01-03 20:00:00,75041,158225,93893,1421,6568,15515,28977,37291
2020-01-03 21:00:00,74313,158638,93902,1565,6525,14867,29476,36220
2020-01-03 22:00:00,74938,161209,93973,1716,6516,12901,31810,34464
2020-01-03 23:00:00,76260,163037,93876,1734,6640,9996,35086,32567
2020-01-04 00:00:00,79073,169590,93979,1750,6752,3570,36369,29963
2020-01-04 01:00:00,81871,170707,94136,1708,6731,314,37333,30074
2020-01-04 02:00:00,81145,165217,94179,1640,6758,134,37025,30924
2020-01-04 03:00:00,78561,160630,94013,1281,6386,98,34453,31892
2020-01-04 04:00:00,75185,153898,93477,1184,6314,-19,31954,32998
2020-01-04 05:00:00,70461,146729,93346,1183,5980,-25,29628,34048
2020-01-04 06:00:00,67815,137969,93206,1219,5918,-28,26465,33318
2020-01-04 07:00:00,65042,131871,93238,1176,6058,-32,22950,33488
2020-01-04 08:00:00,62365,127570,93343,1220,6252,-26,21472,33455
2020-01-04 09:00:00,60814,125169,93476,1186,6565,-31,20188,34819
2020-01-04 10:00:00,60593,126020,93526,1185,6637,-29,19072,35308
2020-01-04 11:00:00,61466,128169,93605,1194,6721,-31,19609,34585
2020-01-04 12:00:00,64900,135365,93732,1221,6786,-33,21424,32272
2020-01-04 13:00:00,70468,143086,93925,1207,6806,31,24262,29704
2020-01-04 14:00:00,76178,151399,94007,1231,6927,412,26513,27458
2020-01-04 15:00:00,81333,156560,94032,1239,7077,2079,27643,26147
2020-01-04 16:00:00,82919,158508,94071,1273,7062,8343,28500,23171
2020-01-04 17:00:00,81386,155206,94169,1229,7034,14286,29166,21210
2020-01-04 18:00:00,78614,152612,94208,1220,7123,16040,28980,20240
2020-01-04 19:00:00,75134,149368,94356,1271,7242,16250,28193,21801
2020-01-04 20:00:00,71334,144871,94378,1260,7332,16397,27721,25268
2020-01-04 21:00:00,68048,142944,94409,1214,7333,16028,27182,29866
2020-01-04 22:00:00,66993,142862,94464,1271,7710,13979,29026,34361
2020-01-04 23:00:00,68412,147385,94440,1329,8181,10855,31854,37344
2020-01-05 00:00:00,72179,152022,94454,1339,8367,3527,34733,41413
2020-01-05 01:00:00,72826,149601,93628,1297,8385,316,36350,47511
2020-01-05 02:00:00,71642,144858,93600,1279,8392,119,36514,52677
2020-01-05 03:00:00,70113,142379,93629,1220,8403,120,35093,55487
2020-01-05 04:00:00,67585,136501,93667,1211,7989,52,33487,57254
2020-01-05 05:00:00,65228,126197,93521,1206,7542,-17,31311,57692
2020-01-05 06:00:00,63103,126886,94544,1169,7200,-31,28823,57645
2020-01-05 07:00:00,61486,122485,94544,1177,6855,-30,26886,56908
2020-01-05 08:00:00,60677,120797,94514,1178,6679,-32,25768,57010
2020-01-05 09:00:00,59799,119587,94486,1140,6529,-34,23418,56756
2020-01-05 10:00:00,60380,121771,94542,1184,6499,-31,22990,55719
2020-01-05 11:00:00,62643,123167,94545,1186,6521,-35,23966,54318
2020-01-05 12:00:00,65801,128746,94567,1199,6740,-33,25291,53802
2020-01-05 13:00:00,68274,135946,94515,1187,7098,139,28647,52323
2020-01-05 14:00:00,70456,139706,94534,1367,7413,2154,30758,53340
2020-01-05 15:00:00,69711,141024,94509,1379,7327,5831,30854,52236
2020-01-05 16:00:00,67567,136573,94549,1238,7073,11881,31110,50193
2020-01-05 17:00:00,64168,126927,94622,1237,6893,16752,28735,51594
2020-01-05 18:00:00,62470,123040,94481,1232,7034,18916,28070,52193
2020-01-05 19:00:00,61905,119983,94492,1238,7107,19977,27577,48480
2020-01-05 20:00:00,61832,121292,94752,1237,7091,19568,26041,44356
2020-01-05 21:00:00,62734,124566,94820,1242,7281,18695,25345,41437
2020-01-05 22:00:00,65419,132399,94939,1247,7576,14743,28202,38124
2020-01-05 23:00:00,71377,144032,95072,1382,7773,10250,30099,36689
2020-01-06 00:00:00,77927,153424,95155,1402,7932,3466,33266,37192
2020-01-06 01:00:00,83014,158583,95207,1426,8017,275,34472,39764
2020-01-06 02:00:00,80835,157593,95270,1320,8059,92,35288,41454
2020-01-06 03:00:00,77586,154391,95344,1325,8025,90,34215,42090
2020-01-06 04:00:00,73665,148704,95443,1253,7623,98,32164,42343
2020-01-06 05:00:00,69229,144960,94818,1202,7591,84,29518,40923
2020-01-06 06:00:00,67760,139079,95639,1183,7292,56,26922,39792
2020-01-06 07:00:00,65636,136759,95658,1181,6988,-17,24231,39536
2020-01-06 08:00:00,64722,135359,95733,1183,6984,-13,23180,39321
2020-01-06 09:00:00,64960,136037,95800,1183,7168,-11,22937,37964
2020-01-06 10:00:00,66725,141336,95866,1184,7421,-18,24003,36320
2020-01-06 11:00:00,71921,153377,95900,1207,7965,-23,27365,34944
2020-01-06 12:00:00,79681,169543,95981,1476,8270,-21,34428,33536
2020-01-06 13:00:00,89801,182729,95932,1452,8584,169,38459,31389
2020-01-06 14:00:00,94309,185310,95928,1378,8618,2024,37337,31570
2020-01-06 15:00:00,92730,180485,96001,1367,8236,5467,36530,31812
2020-01-06 16:00:00,89070,171483,96018,1422,7791,12112,34235,30314
2020-01-06 17:00:00,84320,163226,96017,1261,7418,17892,31171,30793
2020-01-06 18:00:00,79294,155807,95943,1278,7239,19363,29616,34262
2020-01-06 19:00:00,75197,150140,95887,1293,7013,19304,28876,38252
2020-01-06 20:00:00,73074,147295,95914,1293,7147,19120,27592,41721
2020-01-06 21:00:00,71501,143453,96051,1262,7463,18157,27086,44708
2020-01-06 22:00:00,71655,146462,96199,1368,8158,14875,30760,46369
2020-01-06 23:00:00,75323,154653,96301,1376,8271,10960,34540,44873
2020-01-07 00:00:00,80658,168010,96267,1334,8363,4484,37829,41240
2020-01-07 01:00:00,86232,172613,96307,1283,8389,305,38813,41108
2020-01-07 02:00:00,87425,172711,96289,1307,8196,93,38535,39808
2020-01-07 03:00:00,85250,166317,96308,1278,8335,106,37450,38755
2020-01-07 04:00:00,82156,158705,96349,1232,8067,110,34218,37470
2020-01-07 05:00:00,76074,151648,96151,1217,7557,99,29550,36823
2020-01-07 06:00:00,72282,148453,96477,1205,6959,-22,26098,35977
2020-01-07 07:00:00,68337,144079,96487,1165,6975,-24,23632,36262
2020-01-07 08:00:00,66814,142182,96518,1184,6970,-24,23112,35441
2020-01-07 09:00:00,66485,142003,96599,1229,7039,-33,23813,34437
2020-01-07 10:00:00,68169,145019,96435,1231,7281,-27,24621,33959
2020-01-07 11:00:00,73068,152752,96563,1252,7277,-29,28087,33616
2020-01-07 12:00:00,80357,167382,96658,1375,8157,-33,33253,33412
2020-01-07 13:00:00,87485,177922,96613,1614,8271,110,37227,34462
2020-01-07 14:00:00,91702,180292,96570,1374,8285,1656,35863,35325
2020-01-07 15:00:00,91274,176276,96572,1291,8516,4472,35908,34590
2020-01-07 16:00:00,89425,169651,96581,1605,8332,11142,34239,30475
2020-01-07 17:00:00,87650,160982,96564,1671,8193,16287,32597,27032
2020-01-07 18:00:00,83059,154071,96580,1631,7911,17222,31938,28648
2020-01-07 19:00:00,79760,150424,96655,1706,7822,17409,31043,31974
2020-01-07 20:00:00,77014,147278,96691,1786,7664,16975,30280,33734
2020-01-07 21:00:00,74431,149422,96687,1883,7773,16452,30066,33815
2020-01-07 22:00:00,76026,154471,96680,1840,8103,13234,33698,32187
2020-01-07 23:00:00,81543,162844,96678,1934,8247,8560,36642,30347
2020-01-08 00:00:00,86839,172565,96650,1966,8368,3078,40351,29872
2020-01-08 01:00:00,89430,177140,96674,1931,8260,256,40372,34978
2020-01-08 02:00:00,86348,173485,96645,1872,8290,88,39796,41215
2020-01-08 03:00:00,82510,167709,96567,1402,8110,107,37078,45402
2020-01-08 04:00:00,80059,158592,96248,1244,7440,121,33726,47907
2020-01-08 05:00:00,75926,150662,96392,1127,6645,122,30346,48783
2020-01-08 06:00:00,73064,141836,96429,1147,6610,51,28218,49517
2020-01-08 07:00:00,71868,128436,96487,1167,15574,-3,25535,48478
2020-01-08 08:00:00,72366,125547,96574,1048,15362,-2,24075,48915
2020-01-08 09:00:00,72078,123406,96448,1099,15995,5,23466,50360
2020-01-08 10:00:00,74022,127162,96506,1141,16896,14,23732,49876
2020-01-08 11:00:00,77419,133745,96657,1188,18748,15,27290,49922
2020-01-08 12:00:00,85085,147697,96650,1288,22166,42,34323,50156
2020-01-08 13:00:00,92665,159332,96574,1565,23847,201,37428,51671
2020-01-08 14:00:00,94173,160298,96620,1372,24045,2198,37609,54165
2020-01-08 15:00:00,91862,154288,96596,1265,23806,5666,36555,55435
2020-01-08 16:00:00,87348,145171,96594,1232,21992,11741,32990,54916
2020-01-08 17:00:00,83250,137208,95762,1136,18800,17453,30693,55971
2020-01-08 18:00:00,79402,130212,96524,1195,18878,18276,29572,58788
2020-01-08 19:00:00,77093,126321,96559,1147,17691,18673,27745,60963
2020-01-08 20:00:00,74544,123623,96549,1169,17193,17448,27442,62859
2020-01-08 21:00:00,72910,124415,96575,1071,16877,16126,27500,64299
2020-01-08 22:00:00,74046,129340,96552,1087,17047,12157,31409,65304
2020-01-08 23:00:00,76904,136475,96677,1306,17555,7640,35054,66508
2020-01-09 00:00:00,81021,144309,96728,1325,18226,3464,38815,66880
2020-01-09 01:00:00,84926,149769,96750,1264,18291,316,40737,67731
2020-01-09 02:00:00,84735,148807,96737,1177,18278,132,39731,67545
2020-01-09 03:00:00,82641,144981,96739,1178,17463,139,38299,67301
2020-01-09 04:00:00,77997,138190,96811,1118,16241,143,35202,67953
2020-01-09 05:00:00,71848,129760,96572,1294,13806,117,31949,67263
2020-01-09 06:00:00,68887,123584,96460,1125,12731,66,29916,65177
2020-01-09 07:00:00,68298,126584,96546,1125,6663,-7,26462,63281
2020-01-09 08:00:00,67684,123767,96659,1077,6840,4,25035,61537
2020-01-09 09:00:00,68262,123786,96707,1072,6950,18,24666,60365
2020-01-09 10:00:00,69894,126728,96771,1155,6932,6,24881,59189
2020-01-09 11:00:00,74493,136900,96791,1178,8282,-5,29787,58249
2020-01-09 12:00:00,79058,150707,96859,1353,8981,-23,35668,58726
2020-01-09 13:00:00,84093,160798,96826,1611,9027,131,41833,57974
2020-01-09 14:00:00,86002,163845,96803,1482,8918,1862,40242,56369
2020-01-09 15:00:00,84332,162206,96826,1415,8822,4929,37314,53445
2020-01-09 16:00:00,83094,158484,96843,1350,8651,10533,34522,49850
2020-01-09 17:00:00,81156,151319,96797,1280,8309,14988,32418,46988
2020-01-09 18:00:00,79857,146378,96809,1235,7897,16240,31594,46214
2020-01-09 19:00:00,77088,143605,96810,1344,7821,17563,29776,46374
2020-01-09 20:00:00,76159,143982,96823,1268,7946,16430,28633,45510
2020-01-09 21:00:00,76747,145989,96744,1345,8065,14538,28257,44179
2020-01-09 22:00:00,77464,152590,96761,1426,8202,12403,30308,43245
2020-01-09 23:00:00,81030,158988,96766,1487,8306,8659,33612,40754
2020-01-10 00:00:00,84841,166101,96747,1307,8495,3076,37994,40854
2020-01-10 01:00:00,85632,169795,96750,1327,8528,143,38998,43661
2020-01-10 02:00:00,82452,164627,96766,1305,8395,-25,39709,46399
2020-01-10 03:00:00,79075,158333,96782,1253,7830,-17,37707,46847
2020-01-10 04:00:00,74745,148054,96767,1176,7646,-19,33683,47565
2020-01-10 05:00:00,73341,140682,96834,1160,7280,-28,30917,46164
2020-01-10 06:00:00,68148,127167,96801,1123,6731,-28,28868,45389
2020-01-10 07:00:00,65304,123611,96705,1112,6361,-23,26439,42594
2020-01-10 08:00:00,64560,121466,96694,956,6298,-27,24476,40093
2020-01-10 09:00:00,64260,119383,96694,987,6183,-29,23954,41385
2020-01-10 10:00:00,63362,120883,96688,1057,6298,-25,23867,40679
2020-01-10 11:00:00,64468,129188,96812,1029,7249,-28,26692,39345
2020-01-10 12:00:00,69995,142945,96827,1346,7956,-31,32001,37468
2020-01-10 13:00:00,76204,153383,96791,1454,8013,62,37854,37083
2020-01-10 14:00:00,79337,159821,96736,1447,8007,868,37439,36539
2020-01-10 15:00:00,80021,161091,96607,1438,7964,2815,38725,36089
2020-01-10 16:00:00,78111,159624,96436,1553,7929,8791,37407,37641
2020-01-10 17:00:00,75202,154197,96375,1228,7925,14760,36153,39414
2020-01-10 18:00:00,74219,150760,96319,1254,7994,16539,33870,40241
2020-01-10 19:00:00,72406,147317,96311,1275,7976,17014,33368,41017
2020-01-10 20:00:00,71290,144813,96259,1233,7664,15856,33003,43287
2020-01-10 21:00:00,69849,142045,96369,1216,7193,15311,32898,46757
2020-01-10 22:00:00,69310,142478,96526,1233,7133,14375,33706,49421
2020-01-10 23:00:00,70557,144115,96549,1374,7339,11587,34465,52182
2020-01-11 00:00:00,73136,149243,96526,1279,7288,4602,36613,54214
2020-01-11 01:00:00,73761,152909,96552,1214,7094,311,35088,55482
2020-01-11 02:00:00,72596,148117,96525,1164,6847,97,35232,57364
2020-01-11 03:00:00,70977,141320,96394,1093,6008,112,34973,57783
2020-01-11 04:00:00,67154,132376,96232,1048,5882,109,32335,58382
2020-01-11 05:00:00,65859,128167,96211,1011,5736,101,28309,59905
2020-01-11 06:00:00,60304,114670,95790,1037,6133,68,26283,59427
2020-01-11 07:00:00,58391,106765,95549,919,6380,-30,23959,58507
2020-01-11 08:00:00,56996,101731,95370,919,6340,-24,21750,57517
2020-01-11 09:00:00,55976,101746,95321,903,6142,-29,20409,57992
2020-01-11 10:00:00,55640,97729,95329,882,6145,-24,19705,59147
2020-01-11 11:00:00,55391,102079,95515,1036,6250,-16,19978,60890
2020-01-11 12:00:00,56358,107240,95644,1006,6348,3,21442,61091
2020-01-11 13:00:00,57883,116936,95806,1067,6431,111,22834,59323
2020-01-11 14:00:00,59789,128809,95777,1065,6725,737,24877,58151
2020-01-11 15:00:00,63684,137606,95717,1073,6837,2195,27421,56408
2020-01-11 16:00:00,66890,141142,95647,1031,6874,8543,28967,52397
2020-01-11 17:00:00,72043,141164,95495,917,6991,13603,29276,45181
2020-01-11 18:00:00,75633,141976,95467,884,7120,14846,29406,39270
2020-01-11 19:00:00,75775,141473,95643,934,7026,14760,28803,35645
2020-01-11 20:00:00,74519,139878,95688,1064,6834,14391,28506,35119
2020-01-11 21:00:00,74621,141848,95663,969,6845,13553,29400,35340
2020-01-11 22:00:00,73036,141919,95643,1103,6910,12301,31753,34661
2020-01-11 23:00:00,74627,146094,95640,1165,7038,10362,33233,34659
2020-01-12 00:00:00,76599,150199,95614,1121,7220,4604,35205,35333
2020-01-12 01:00:00,79568,151340,94771,1042,7292,454,35724,38123
2020-01-12 02:00:00,78653,149317,94726,1028,7432,195,35619,40577
2020-01-12 03:00:00,76718,140653,94758,1073,7394,185,32495,43527
2020-01-12 04:00:00,74078,131182,94766,1024,7222,153,30742,46117
2020-01-12 05:00:00,76127,129821,94805,764,6880,121,28504,48338
2020-01-12 06:00:00,67332,119059,95660,198,7175,6,26058,49198
2020-01-12 07:00:00,65687,113998,95526,193,7208,0,24077,49038
2020-01-12 08:00:00,66004,110003,95452,200,7123,2,22573,47723
2020-01-12 09:00:00,65064,108982,95392,201,7032,-7,21516,47501
2020-01-12 10:00:00,64881,110608,95512,202,6950,-20,20509,47502
2020-01-12 11:00:00,64828,113257,95627,201,7073,-20,21777,47622
2020-01-12 12:00:00,65325,116555,95710,200,7288,-33,23689,48317
2020-01-12 13:00:00,69022,125222,95757,198,7339,38,26268,46993
2020-01-12 14:00:00,71365,131644,95865,196,7442,723,28805,47323
2020-01-12 15:00:00,74616,137793,95952,195,7632,2280,31067,46640
2020-01-12 16:00:00,77059,139022,96008,196,7590,8697,31334,43928
2020-01-12 17:00:00,75796,136066,96035,194,7690,14709,30713,41953
2020-01-12 18:00:00,73692,135329,96003,190,7996,15916,30513,40914
2020-01-12 19:00:00,72931,135649,95989,190,8413,15035,30412,38885
2020-01-12 20:00:00,71784,137078,96040,190,8473,15381,29521,36376
2020-01-12 21:00:00,71860,139757,96063,191,8572,14172,30103,32706
2020-01-12 22:00:00,73953,146096,96086,189,8677,12278,31770,28223
2020-01-12 23:00:00,78557,153498,96168,187,8814,9409,35680,25039
2020-01-13 00:00:00,82902,161657,96183,264,8873,4665,38266,23961
2020-01-13 01:00:00,85767,166456,96183,278,8710,322,39056,24683
2020-01-13 02:00:00,85476,164553,96126,220,8548,116,37962,26955
2020-01-13 03:00:00,82605,159094,96177,748,7838,133,35250,29574
2020-01-13 04:00:00,77956,148731,96211,824,7767,132,33548,32453
2020-01-13 05:00:00,71914,131726,96134,955,7729,134,30458,35691
2020-01-13 06:00:00,69858,126390,96227,1080,7551,71,27154,37896
2020-01-13 07:00:00,66980,120902,96214,1060,7425,41,24628,39430
2020-01-13 08:00:00,65569,115958,96141,1060,7311,56,23787,41286
2020-01-13 09:00:00,64043,114923,96185,1015,7335,45,23273,41300
2020-01-13 10:00:00,66032,119114,96282,991,7489,50,23064,40877
2020-01-13 11:00:00,69392,127213,96278,1052,7799,56,26806,40817
2020-01-13 12:00:00,73789,143432,96362,1130,8285,44,34109,40110
2020-01-13 13:00:00,80685,157755,96407,1149,8392,141,38836,39505
2020-01-13 14:00:00,85462,165190,96385,1200,8365,833,40520,38891
2020-01-13 15:00:00,86332,168633,96393,1201,8353,2134,40061,38515
2020-01-13 16:00:00,86458,167363,96442,1255,8357,7992,39671,36385
2020-01-13 17:00:00,86315,163329,96424,1536,8561,14090,36973,36363
2020-01-13 18:00:00,83811,157897,96347,1526,8764,15987,36234,38369
2020-01-13 19:00:00,81731,154562,96369,1226,8900,15587,35692,40262
2020-01-13 20:00:00,79427,153121,96361,1179,9006,14576,34604,43425
2020-01-13 21:00:00,77034,153287,96342,1179,8864,14411,34452,45056
2020-01-13 22:00:00,75816,155143,96339,1216,8948,13704,38026,46159
2020-01-13 23:00:00,77592,161171,96369,1224,9006,11453,39675,44156
2020-01-14 00:00:00,82851,169499,96330,1178,9001,4966,42631,42459
2020-01-14 01:00:00,86091,174294,96293,1219,8823,392,42623,42314
2020-01-14 02:00:00,84747,170316,96343,1183,8608,159,41818,40662
2020-01-14 03:00:00,82887,162025,96278,1184,8354,174,39432,38436
2020-01-14 04:00:00,79648,153156,96070,1116,8060,181,36477,37493
2020-01-14 05:00:00,75141,138847,95986,1091,8028,173,32954,36784
2020-01-14 06:00:00,72245,132739,96026,1100,7889,152,29881,36679
2020-01-14 07:00:00,69121,125881,96020,1083,7405,63,27055,35295
2020-01-14 08:00:00,67746,121646,96027,1095,7417,76,25748,33334
2020-01-14 09:00:00,66646,121069,96029,1084,7328,77,24531,32489
2020-01-14 10:00:00,66630,123901,96145,1087,7281,79,24225,31606
2020-01-14 11:00:00,68770,130787,96273,1096,7764,78,26139,31278
2020-01-14 12:00:00,73229,145903,96301,1372,8228,70,30986,31469
2020-01-14 13:00:00,80086,158162,96271,1557,8201,155,35822,30042
2020-01-14 14:00:00,84113,164694,96259,1409,8097,728,37858,30123
2020-01-14 15:00:00,83467,168027,96232,1393,8116,2383,39104,29374
2020-01-14 16:00:00,84837,165384,96244,1390,8221,8086,39322,26150
2020-01-14 17:00:00,85197,161533,96246,1377,8228,14264,38195,23569
2020-01-14 18:00:00,84779,159874,96249,1356,8206,15820,37212,22560
2020-01-14 19:00:00,82432,158280,96263,1402,8175,16564,35952,24311
2020-01-14 20:00:00,81802,156809,96266,1375,7999,15797,34543,26022
2020-01-14 21:00:00,80415,158011,96191,1367,8267,14489,34433,27891
2020-01-14 22:00:00,79333,159913,96213,1324,8257,13531,37101,29520
2020-01-14 23:00:00,79931,163106,96273,1346,8364,10926,39575,32383
2020-01-15 00:00:00,82701,167502,96263,1279,8486,4743,41681,35326
2020-01-15 01:00:00,83348,168747,96224,1159,8477,540,42452,41195
2020-01-15 02:00:00,81080,164369,96247,1148,8541,204,42025,44140
2020-01-15 03:00:00,78216,156540,96252,1104,8519,15,39801,45819
2020-01-15 04:00:00,74725,144257,96237,1094,8367,11,37011,47262
2020-01-15 05:00:00,71279,132775,96308,1070,8096,17,33090,48197
2020-01-15 06:00:00,68283,124934,96238,820,7704,61,29349,47927
2020-01-15 07:00:00,65182,111708,96190,159,14048,7,27919,46936
2020-01-15 08:00:00,62716,108259,96135,206,13674,5,25370,46645
2020-01-15 09:00:00,61520,107644,96137,205,13673,-10,24495,44599
2020-01-15 10:00:00,62749,111539,96151,204,14057,-23,23942,42042
2020-01-15 11:00:00,64639,118578,96190,827,13870,-25,26672,40407
2020-01-15 12:00:00,70641,129965,96275,1018,17032,-19,31031,37885
2020-01-15 13:00:00,76374,138713,96242,1010,21305,86,36295,35337
2020-01-15 14:00:00,80090,143597,96249,1007,22935,979,38144,34651
2020-01-15 15:00:00,80557,144770,96274,984,23770,2683,39197,33170
2020-01-15 16:00:00,78490,141164,96288,999,25099,8556,39254,32866
2020-01-15 17:00:00,78066,137500,96224,1074,26149,14411,36714,33478
2020-01-15 18:00:00,75733,135343,96196,1086,26740,16374,35069,34887
2020-01-15 19:00:00,74039,134490,96152,1097,26843,16729,33922,35748
2020-01-15 20:00:00,75738,135030,96148,1113,27008,15460,33427,34980
2020-01-15 21:00:00,75515,136829,96202,1097,27401,14205,33063,35788
2020-01-15 22:00:00,74924,138627,96207,1141,28006,13083,36795,36934
2020-01-15 23:00:00,77086,144072,96235,1197,28138,9168,38391,37144
2020-01-16 00:00:00,79646,147936,96225,1204,28024,4001,41274,39197
2020-01-16 01:00:00,80065,150502,96086,1152,27692,477,41628,43479
2020-01-16 02:00:00,76271,148324,96089,1158,26890,18,41881,46426
2020-01-16 03:00:00,73820,141797,96109,1124,25324,35,39320,48224
2020-01-16 04:00:00,71174,131653,96118,1065,23078,47,37384,48502
2020-01-16 05:00:00,68792,124760,96303,787,19780,33,33900,47731
2020-01-16 06:00:00,65897,113031,96250,200,16844,40,30020,49242
2020-01-16 07:00:00,63936,116263,96126,195,7019,36,27502,48667
2020-01-16 08:00:00,62229,112173,96019,733,6418,-4,25333,48103
2020-01-16 09:00:00,61962,112494,95987,737,6435,-2,25128,45721
2020-01-16 10:00:00,62796,115740,96099,782,6445,14,25795,44025
2020-01-16 11:00:00,64884,124897,96221,971,6659,15,27298,43370
2020-01-16 12:00:00,69988,140638,96144,1019,7142,11,31249,42819
2020-01-16 13:00:00,76195,154935,96189,1090,7299,105,36925,40057
2020-01-16 14:00:00,81728,161906,96307,1113,7245,981,37700,38466
2020-01-16 15:00:00,83376,166760,96328,1087,8027,2777,38603,36921
2020-01-16 16:00:00,84284,166712,96301,1099,8224,6881,38215,35491
2020-01-16 17:00:00,84507,169271,96199,1021,8489,13623,37015,32536
2020-01-16 18:00:00,84714,171000,96240,1006,8487,15507,34957,29286
2020-01-16 19:00:00,85696,168426,96247,1022,8343,15428,34063,28116
2020-01-16 20:00:00,85732,167879,96350,1046,8397,14633,32980,27983
