period,BAT,COL,GEO,NG,NUC,OES,OIL,OTH,PS,SNB,SUN,UES,UNK,WAT,WND
2024-01-01 00:00:00,,88700.0,,194720.0,93973.0,,296.0,9824.0,,,7107.0,,,31141.0,36489.0
2024-01-01 01:00:00,,88829.0,,193932.0,94154.0,,299.0,10545.0,,,2417.0,,,33318.0,41286.0
2024-01-01 02:00:00,,83911.0,,190651.0,94197.0,,299.0,11272.0,,,652.0,,,33587.0,44828.0
2024-01-01 03:00:00,,80567.0,,187166.0,94239.0,,305.0,12148.0,,,147.0,,,33638.0,45822.0
2024-01-01 04:00:00,,78910.0,,184852.0,94189.0,,307.0,11049.0,,,84.0,,,31860.0,44674.0
2024-01-01 05:00:00,,78563.0,,180805.0,93159.0,,306.0,10932.0,,,10.0,,,29162.0,42043.0
2024-01-01 06:00:00,,77391.0,,178289.0,94275.0,,307.0,9774.0,,,-12.0,,,26830.0,38298.0
2024-01-01 07:00:00,,76256.0,,177340.0,94314.0,,305.0,9540.0,,,0.0,,,25176.0,36083.0
2024-01-01 08:00:00,,75867.0,,178552.0,94306.0,,308.0,8846.0,,,-28.0,,0.0,23255.0,34878.0
2024-01-01 09:00:00,,74893.0,,178384.0,94329.0,,313.0,8753.0,,,-29.0,,0.0,21959.0,32839.0
2024-01-01 10:00:00,,75334.0,,180542.0,94379.0,,316.0,9350.0,,,-15.0,,0.0,21092.0,31485.0
2024-01-01 11:00:00,,77254.0,,182062.0,94373.0,,314.0,9147.0,,,-6.0,,0.0,21853.0,29687.0
2024-01-01 12:00:00,,81880.0,,185993.0,94373.0,,315.0,9012.0,,,-36.0,,0.0,23879.0,26549.0
2024-01-01 13:00:00,,85219.0,,190930.0,94353.0,,313.0,9093.0,,,465.0,,0.0,26475.0,23781.0
2024-01-01 14:00:00,,87695.0,,192543.0,94367.0,,312.0,9554.0,,,4248.0,,0.0,27510.0,21283.0
2024-01-01 15:00:00,,88426.0,,191143.0,94366.0,,306.0,9121.0,,,12798.0,,0.0,27748.0,19100.0
2024-01-01 16:00:00,,87294.0,,186340.0,94255.0,,306.0,8545.0,,,22709.0,,0.0,29483.0,17559.0
2024-01-01 17:00:00,,87661.0,,182153.0,94168.0,,305.0,8399.0,,,29122.0,,0.0,28048.0,16027.0
2024-01-01 18:00:00,,87764.0,,179115.0,93976.0,,305.0,7697.0,,,34429.0,,0.0,26105.0,15986.0
2024-01-01 19:00:00,,85065.0,,176393.0,93664.0,,318.0,6651.0,,,35723.0,,0.0,24839.0,17822.0
2024-01-01 20:00:00,,80842.0,,176078.0,93446.0,,305.0,5388.0,,,36563.0,,0.0,24737.0,20537.0
2024-01-01 21:00:00,,79200.0,,176988.0,93281.0,,303.0,5362.0,,,34953.0,,0.0,25084.0,22980.0
2024-01-01 22:00:00,,80082.0,,183696.0,93294.0,,302.0,5701.0,,,31168.0,,0.0,27948.0,25217.0
2024-01-01 23:00:00,,84517.0,,191093.0,93156.0,,300.0,6186.0,,,22906.0,,0.0,30651.0,27940.0
2024-01-02 00:00:00,,92526.0,,198578.0,93168.0,,302.0,8286.0,,,13015.0,,0.0,32079.0,33727.0
2024-01-02 01:00:00,,94060.0,,200855.0,93068.0,,300.0,9820.0,,,7049.0,,0.0,34085.0,39810.0
2024-01-02 02:00:00,,91403.0,,201308.0,93088.0,,305.0,10605.0,,,1299.0,,0.0,35453.0,43327.0
2024-01-02 03:00:00,,88518.0,,199585.0,93066.0,,304.0,11707.0,,,178.0,,0.0,33454.0,45844.0
2024-01-02 04:00:00,,85816.0,,192628.0,93060.0,,306.0,11334.0,,,82.0,,0.0,31700.0,48086.0
2024-01-02 05:00:00,,80782.0,,184104.0,94254.0,,308.0,10660.0,,,143.0,,0.0,29622.0,50967.0
2024-01-02 06:00:00,,77553.0,,180362.0,93094.0,,309.0,9923.0,,,38.0,,0.0,26581.0,52851.0
2024-01-02 07:00:00,,74540.0,,178861.0,93107.0,,311.0,9783.0,,,34.0,,0.0,23923.0,54689.0
2024-01-02 08:00:00,,74207.0,,178200.0,93113.0,,311.0,8808.0,,,-47.0,,,21692.0,53925.0
2024-01-02 09:00:00,,73267.0,,179412.0,93123.0,,311.0,8602.0,,,-70.0,,,20173.0,53147.0
2024-01-02 10:00:00,,74473.0,,185075.0,93163.0,,312.0,8861.0,,,-51.0,,,21443.0,52872.0
2024-01-02 11:00:00,,77604.0,,194723.0,93252.0,,313.0,8975.0,,,-43.0,,,25468.0,52042.0
2024-01-02 12:00:00,,85939.0,,208500.0,93290.0,,315.0,9412.0,,,-47.0,,,30346.0,50765.0
2024-01-02 13:00:00,,94824.0,,218259.0,93275.0,,316.0,10278.0,,,1036.0,,,35919.0,48018.0
2024-01-02 14:00:00,,99915.0,,220980.0,93260.0,,312.0,11123.0,,,6918.0,,,37200.0,45319.0
2024-01-02 15:00:00,,97953.0,,216064.0,93303.0,,312.0,10759.0,,,16372.0,,,34395.0,42515.0
2024-01-02 16:00:00,,95870.0,,210589.0,93260.0,,316.0,11690.0,,,24183.0,,,32105.0,38175.0
2024-01-02 17:00:00,,94797.0,,203755.0,93239.0,,308.0,10451.0,,,31596.0,,,28452.0,35095.0
2024-01-02 18:00:00,,92749.0,,197782.0,93184.0,,304.0,8253.0,,,39030.0,,,25579.0,34270.0
2024-01-02 19:00:00,,91120.0,,195080.0,93164.0,,359.0,7314.0,,,41158.0,,,23615.0,32810.0
2024-01-02 20:00:00,,90391.0,,194868.0,93161.0,,310.0,6717.0,,,38758.0,,,23612.0,31077.0
2024-01-02 21:00:00,,90167.0,,199092.0,93178.0,,306.0,6138.0,,,33884.0,,,24925.0,29799.0
2024-01-02 22:00:00,,92964.0,,208875.0,93164.0,,298.0,7103.0,,,26000.0,,,28385.0,29776.0
2024-01-02 23:00:00,,99226.0,,218344.0,93145.0,,297.0,8156.0,,,17776.0,,,32883.0,29615.0
2024-01-03 00:00:00,,105640.0,,227961.0,93145.0,,291.0,9393.0,,,11229.0,,,35885.0,30317.0
2024-01-03 01:00:00,,108240.0,,232290.0,93164.0,,296.0,11055.0,,,5954.0,,,37618.0,30649.0
2024-01-03 02:00:00,,109826.0,,234034.0,93133.0,,301.0,12790.0,,,953.0,,,37519.0,29574.0
2024-01-03 03:00:00,,109010.0,,230234.0,93150.0,,304.0,14589.0,,,-24.0,,,35076.0,28042.0
2024-01-03 04:00:00,,107026.0,,224848.0,93125.0,,305.0,13586.0,,,56.0,,,32240.0,26568.0
2024-01-03 05:00:00,,101846.0,,213433.0,93141.0,,305.0,12716.0,,,28.0,,,29502.0,25261.0
2024-01-03 06:00:00,,100563.0,,213648.0,93147.0,,304.0,12258.0,,,-3.0,,,26437.0,24840.0
2024-01-03 07:00:00,,99521.0,,212367.0,93137.0,,315.0,9641.0,,,-42.0,,,24527.0,24696.0
2024-01-03 08:00:00,,99262.0,,209970.0,93176.0,,317.0,9089.0,,,-56.0,,,22379.0,23659.0
2024-01-03 09:00:00,,100039.0,,209819.0,93198.0,,319.0,8792.0,,,-116.0,,,20679.0,24011.0
2024-01-03 10:00:00,,99578.0,,213989.0,93235.0,,332.0,9168.0,,,-124.0,,,21211.0,24705.0
2024-01-03 11:00:00,,100993.0,,223670.0,93240.0,,466.0,8778.0,,,-84.0,,,26335.0,24744.0
2024-01-03 12:00:00,,104737.0,,235832.0,93227.0,,537.0,9186.0,,,-59.0,,,32480.0,24879.0
2024-01-03 13:00:00,,108931.0,,244758.0,93199.0,,555.0,9752.0,,,1145.0,,,37350.0,24549.0
2024-01-03 14:00:00,,109695.0,,244679.0,93123.0,,612.0,10579.0,,,5803.0,,,37664.0,24503.0
2024-01-03 15:00:00,,108134.0,,236419.0,92808.0,,761.0,10248.0,,,12215.0,,,36020.0,22360.0
2024-01-03 16:00:00,,103942.0,,233199.0,92366.0,,655.0,9799.0,,,20143.0,,,34247.0,20201.0
2024-01-03 17:00:00,,100231.0,,226339.0,91962.0,,642.0,9816.0,,,25032.0,,,31139.0,19262.0
2024-01-03 18:00:00,,98123.0,,221032.0,91782.0,,626.0,9111.0,,,30088.0,,,28418.0,19554.0
2024-01-03 19:00:00,,95877.0,,218754.0,91726.0,,603.0,8375.0,,,31028.0,,,26405.0,19816.0
2024-01-03 20:00:00,,94502.0,,217097.0,91793.0,,603.0,7850.0,,,29067.0,,,26832.0,19969.0
2024-01-03 21:00:00,,95013.0,,219075.0,91862.0,,637.0,7991.0,,,24977.0,,,27102.0,20004.0
2024-01-03 22:00:00,,96404.0,,225086.0,91906.0,,695.0,8199.0,,,21061.0,,,28930.0,20437.0
2024-01-03 23:00:00,,100320.0,,231271.0,91834.0,,630.0,9371.0,,,15231.0,,,31615.0,20938.0
2024-01-04 00:00:00,,105283.0,,239487.0,91781.0,,660.0,9926.0,,,8114.0,,,33775.0,22996.0
2024-01-04 01:00:00,,106617.0,,236507.0,91799.0,,699.0,11003.0,,,4689.0,,,35474.0,28854.0
2024-01-04 02:00:00,,105479.0,,235280.0,91855.0,,657.0,11736.0,,,826.0,,,34308.0,33757.0
2024-01-04 03:00:00,,101378.0,,228162.0,91898.0,,655.0,12746.0,,,-6.0,,,31520.0,37276.0
2024-01-04 04:00:00,,95891.0,,221124.0,91973.0,,656.0,11340.0,,,67.0,,,29133.0,38869.0
2024-01-04 05:00:00,,90649.0,,214109.0,91923.0,,380.0,10248.0,,,-46.0,,,26695.0,40079.0
2024-01-04 06:00:00,,88103.0,,208471.0,92000.0,,339.0,9960.0,,,-46.0,,,24224.0,37543.0
2024-01-04 07:00:00,,86257.0,,204463.0,92026.0,,307.0,9326.0,,,-49.0,,,21469.0,36403.0
2024-01-04 08:00:00,,86307.0,,201442.0,92130.0,,305.0,9124.0,,,-50.0,,,19584.0,35487.0
2024-01-04 09:00:00,,88184.0,,201145.0,92292.0,,307.0,8660.0,,,-48.0,,,18974.0,35716.0
2024-01-04 10:00:00,,90211.0,,201937.0,92371.0,,309.0,9155.0,,,-48.0,,,19076.0,34901.0
2024-01-04 11:00:00,,93671.0,,211200.0,92610.0,,312.0,8838.0,,,-52.0,,,21728.0,34856.0
2024-01-04 12:00:00,,97430.0,,221254.0,92677.0,,353.0,9288.0,,,-47.0,,,30604.0,34673.0
2024-01-04 13:00:00,,103331.0,,231134.0,92686.0,,370.0,9814.0,,,576.0,,,34971.0,35936.0
2024-01-04 14:00:00,,103950.0,,232669.0,92727.0,,404.0,10775.0,,,4975.0,,,34973.0,38828.0
2024-01-04 15:00:00,,100254.0,,226938.0,92826.0,,372.0,10541.0,,,13360.0,,,33881.0,41017.0
2024-01-04 16:00:00,,96744.0,,217171.0,92868.0,,409.0,10806.0,,,20390.0,,,32280.0,40330.0
2024-01-04 17:00:00,,95216.0,,208726.0,92924.0,,316.0,9987.0,,,26944.0,,,28232.0,40678.0
2024-01-04 18:00:00,,93889.0,,201053.0,92964.0,,320.0,8166.0,,,34177.0,,,25739.0,41964.0
2024-01-04 19:00:00,,92365.0,,193997.0,93010.0,,321.0,7839.0,,,36983.0,,,23625.0,42655.0
2024-01-04 20:00:00,,90635.0,,192495.0,93007.0,,323.0,7122.0,,,36781.0,,,22188.0,41825.0
2024-01-04 21:00:00,,90376.0,,193103.0,93082.0,,330.0,6795.0,,,34091.0,,,22435.0,42310.0
2024-01-04 22:00:00,,92781.0,,202143.0,93097.0,,320.0,6046.0,,,27441.0,,,27505.0,39365.0
2024-01-04 23:00:00,,101355.0,,214424.0,93072.0,,329.0,6737.0,,,19455.0,,,31242.0,36238.0
2024-01-05 00:00:00,,108177.0,,223126.0,93050.0,,357.0,8562.0,,,14707.0,,,35386.0,34532.0
2024-01-05 01:00:00,,109883.0,,227541.0,93050.0,,356.0,10806.0,,,8123.0,,,38285.0,36370.0
2024-01-05 02:00:00,,109265.0,,227916.0,93039.0,,331.0,13286.0,,,1453.0,,,38048.0,41190.0
2024-01-05 03:00:00,,108211.0,,224049.0,93021.0,,337.0,13357.0,,,166.0,,,33365.0,44694.0
2024-01-05 04:00:00,,106011.0,,215978.0,93163.0,,326.0,13381.0,,,107.0,,,30394.0,46536.0
2024-01-05 05:00:00,,98823.0,,203643.0,93245.0,,327.0,12823.0,,,-86.0,,,27967.0,48739.0
2024-01-05 06:00:00,,99982.0,,201772.0,93260.0,,302.0,10820.0,,,-3.0,,,25817.0,48143.0
2024-01-05 07:00:00,,99394.0,,197410.0,93194.0,,292.0,9980.0,,,-38.0,,,22636.0,47916.0
2024-01-05 08:00:00,,98644.0,,197430.0,93236.0,,296.0,9313.0,,,-94.0,,,21494.0,47528.0
2024-01-05 09:00:00,,97911.0,,197180.0,93265.0,,300.0,8558.0,,,-25.0,,,22338.0,48323.0
2024-01-05 10:00:00,,98525.0,,199396.0,93296.0,,300.0,9485.0,,,-19.0,,,22378.0,49505.0
2024-01-05 11:00:00,,99458.0,,208777.0,93478.0,,301.0,9875.0,,,-25.0,,,25787.0,48501.0
2024-01-05 12:00:00,,101978.0,,222516.0,93501.0,,355.0,10424.0,,,-97.0,,,31539.0,47415.0
2024-01-05 13:00:00,,106075.0,,231415.0,93445.0,,447.0,11001.0,,,1260.0,,,37617.0,46411.0
2024-01-05 14:00:00,,106552.0,,230877.0,93450.0,,351.0,11478.0,,,7370.0,,,36438.0,45643.0
2024-01-05 15:00:00,,104037.0,,222891.0,93322.0,,315.0,10789.0,,,16523.0,,,34885.0,43618.0
2024-01-05 16:00:00,,101762.0,,214411.0,93230.0,,377.0,10490.0,,,25397.0,,,31200.0,41358.0
2024-01-05 17:00:00,,99511.0,,204009.0,93386.0,,289.0,10241.0,,,30619.0,,,28763.0,39663.0
2024-01-05 18:00:00,,98712.0,,194731.0,93399.0,,292.0,10185.0,,,36475.0,,,25660.0,39803.0
2024-01-05 19:00:00,,97526.0,,187157.0,93529.0,,291.0,8845.0,,,38892.0,,,23292.0,41300.0
2024-01-05 20:00:00,,96223.0,,188880.0,93575.0,,288.0,7277.0,,,37960.0,,,22847.0,40425.0
2024-01-05 21:00:00,,96504.0,,191464.0,93588.0,,287.0,7079.0,,,32463.0,,,22959.0,41609.0
2024-01-05 22:00:00,,98417.0,,197280.0,93597.0,,287.0,6517.0,,,26969.0,,,27655.0,40730.0
2024-01-05 23:00:00,,102058.0,,207114.0,93629.0,,360.0,6622.0,,,23583.0,,,30030.0,37248.0
2024-01-06 00:00:00,,106675.0,,219277.0,93672.0,,336.0,7286.0,,,14604.0,,,32371.0,34739.0
2024-01-06 01:00:00,,108645.0,,222313.0,93627.0,,290.0,9345.0,,,7600.0,,,33493.0,35207.0
2024-01-06 02:00:00,,108525.0,,222955.0,93780.0,,292.0,11337.0,,,1347.0,,,33906.0,34156.0
2024-01-06 03:00:00,,107507.0,,218481.0,93808.0,,295.0,12316.0,,,133.0,,,31822.0,32395.0
2024-01-06 04:00:00,,105576.0,,213019.0,93854.0,,296.0,11880.0,,,170.0,,,28898.0,31157.0
2024-01-06 05:00:00,,104815.0,,207586.0,93384.0,,360.0,11429.0,,,123.0,,,26486.0,31078.0
2024-01-06 06:00:00,,100396.0,,198733.0,93807.0,,371.0,10719.0,,,57.0,,,24068.0,29703.0
2024-01-06 07:00:00,,97597.0,,194817.0,93842.0,,294.0,10249.0,,,37.0,,,21392.0,29182.0
2024-01-06 08:00:00,,94644.0,,192434.0,94178.0,,301.0,9394.0,,,-36.0,,,20346.0,29219.0
2024-01-06 09:00:00,,94129.0,,191412.0,94393.0,,301.0,8807.0,,,-30.0,,,18779.0,28464.0
2024-01-06 10:00:00,,93957.0,,189941.0,94564.0,,301.0,8663.0,,,-25.0,,,17636.0,28467.0
2024-01-06 11:00:00,,94638.0,,190778.0,94611.0,,308.0,8733.0,,,-2.0,,,17121.0,30076.0
2024-01-06 12:00:00,,95410.0,,193942.0,94731.0,,351.0,8844.0,,,36.0,,,18654.0,30771.0
2024-01-06 13:00:00,,98142.0,,200814.0,94767.0,,358.0,9539.0,,,42.0,,,20957.0,30078.0
2024-01-06 14:00:00,,100177.0,,204841.0,94591.0,,306.0,10255.0,,,849.0,,,24535.0,30738.0
2024-01-06 15:00:00,,101065.0,,207029.0,94401.0,,294.0,10339.0,,,6461.0,,,27496.0,32381.0
2024-01-06 16:00:00,,101379.0,,205022.0,94303.0,,295.0,11172.0,,,15549.0,,,27252.0,31021.0
2024-01-06 17:00:00,,100869.0,,200451.0,94273.0,,294.0,10019.0,,,23347.0,,,26330.0,30177.0
2024-01-06 18:00:00,,99373.0,,193110.0,94280.0,,293.0,8890.0,,,31920.0,,,23351.0,31201.0
2024-01-06 19:00:00,,95237.0,,186932.0,94480.0,,304.0,8073.0,,,36314.0,,,22460.0,33425.0
2024-01-06 20:00:00,,91822.0,,183913.0,94555.0,,328.0,6801.0,,,36667.0,,,22523.0,35598.0
2024-01-06 21:00:00,,91025.0,,181946.0,94605.0,,289.0,6172.0,,,35369.0,,,22733.0,38314.0
2024-01-06 22:00:00,,90555.0,,185145.0,94641.0,,278.0,6352.0,,,30864.0,,,26028.0,39715.0
2024-01-06 23:00:00,,93454.0,,195471.0,94675.0,,286.0,7565.0,,,21019.0,,,28270.0,39176.0
2024-01-07 00:00:00,,100326.0,,205893.0,94719.0,,279.0,9792.0,,,8338.0,,,29693.0,36357.0
2024-01-07 01:00:00,,102448.0,,207651.0,94756.0,,286.0,11254.0,,,2332.0,,,31422.0,36620.0
2024-01-07 02:00:00,,100639.0,,207878.0,94798.0,,295.0,11543.0,,,444.0,,,31305.0,38465.0
2024-01-07 03:00:00,,96875.0,,202890.0,94779.0,,296.0,11494.0,,,120.0,,,30090.0,41597.0
2024-01-07 04:00:00,,92891.0,,197906.0,94512.0,,299.0,11697.0,,,117.0,,,27586.0,42614.0
2024-01-07 05:00:00,,92735.0,,194075.0,94329.0,,291.0,11318.0,,,18.0,,,25189.0,42512.0
2024-01-07 06:00:00,,88197.0,,185300.0,94714.0,,291.0,9946.0,,,-1.0,,,23071.0,42417.0
2024-01-07 07:00:00,,85397.0,,181209.0,94748.0,,297.0,9704.0,,,-21.0,,,21244.0,42275.0
2024-01-07 08:00:00,,84749.0,,179145.0,94691.0,,301.0,8812.0,,,-30.0,,,19448.0,41513.0
2024-01-07 09:00:00,,83955.0,,178888.0,94884.0,,298.0,8249.0,,,-21.0,,,17719.0,40973.0
2024-01-07 10:00:00,,84011.0,,179375.0,94928.0,,295.0,8399.0,,,-24.0,,,16776.0,41681.0
2024-01-07 11:00:00,,85074.0,,179421.0,94992.0,,298.0,8520.0,,,-23.0,,,17169.0,42664.0
2024-01-07 12:00:00,,87528.0,,181692.0,95007.0,,299.0,8600.0,,,-16.0,,,18285.0,44444.0
2024-01-07 13:00:00,,90308.0,,185900.0,95017.0,,296.0,9067.0,,,326.0,,,19488.0,47389.0
2024-01-07 14:00:00,,93226.0,,187817.0,95032.0,,295.0,9563.0,,,3677.0,,,21360.0,50266.0
2024-01-07 15:00:00,,91603.0,,183842.0,95017.0,,313.0,10103.0,,,13748.0,,,22446.0,53676.0
2024-01-07 16:00:00,,88156.0,,176858.0,94972.0,,286.0,10418.0,,,22420.0,,,23228.0,53581.0
2024-01-07 17:00:00,,86688.0,,171115.0,94967.0,,284.0,9693.0,,,26772.0,,,22374.0,53844.0
2024-01-07 18:00:00,,85228.0,,161286.0,94953.0,,290.0,9147.0,,,31914.0,,,22091.0,58172.0
2024-01-07 19:00:00,,85144.0,,158361.0,94936.0,,297.0,7975.0,,,33856.0,,,21024.0,60577.0
2024-01-07 20:00:00,,83448.0,,157338.0,94908.0,,280.0,6842.0,,,31682.0,,,20546.0,61932.0
2024-01-07 21:00:00,,82342.0,,160939.0,94916.0,,281.0,5321.0,,,28689.0,,,20686.0,62805.0
2024-01-07 22:00:00,,83727.0,,166878.0,94911.0,,280.0,5187.0,,,25677.0,,,23568.0,63543.0
2024-01-07 23:00:00,,86855.0,,175698.0,94900.0,,302.0,5404.0,,,21114.0,,,27318.0,63668.0
2024-01-08 00:00:00,,92619.0,,183644.0,94900.0,,360.0,7311.0,,,14974.0,,,29795.0,64749.0
2024-01-08 01:00:00,,97061.0,,188106.0,94864.0,,364.0,10274.0,,,8395.0,,,30442.0,66390.0
2024-01-08 02:00:00,,97458.0,,191062.0,94869.0,,360.0,12681.0,,,1586.0,,,30557.0,66147.0
2024-01-08 03:00:00,,95103.0,,187414.0,94847.0,,326.0,14264.0,,,209.0,,,30827.0,66310.0
2024-01-08 04:00:00,,91064.0,,181130.0,94889.0,,320.0,13674.0,,,5.0,,,29504.0,67020.0
2024-01-08 05:00:00,,87670.0,,175838.0,94580.0,,323.0,12747.0,,,-15.0,,,27775.0,65992.0
2024-01-08 06:00:00,,83550.0,,172406.0,94892.0,,327.0,12011.0,,,-14.0,,,25810.0,65437.0
2024-01-08 07:00:00,,81903.0,,170495.0,94916.0,,329.0,10968.0,,,-117.0,,,23054.0,65458.0
2024-01-08 08:00:00,,80770.0,,168124.0,94833.0,,328.0,9643.0,,,-40.0,,,21211.0,67259.0
2024-01-08 09:00:00,,80440.0,,167428.0,94832.0,,333.0,8559.0,,,-148.0,,,21018.0,68896.0
2024-01-08 10:00:00,,80706.0,,170798.0,94845.0,,327.0,9068.0,,,-266.0,,,21033.0,70232.0
2024-01-08 11:00:00,,83982.0,,179172.0,94898.0,,331.0,9120.0,,,-279.0,,,25155.0,71519.0
2024-01-08 12:00:00,,88879.0,,191761.0,94936.0,,331.0,9225.0,,,-220.0,,,31774.0,73435.0
2024-01-08 13:00:00,,94724.0,,198656.0,94912.0,,392.0,9394.0,,,866.0,,,37079.0,75730.0
2024-01-08 14:00:00,,97077.0,,198935.0,94926.0,,393.0,10324.0,,,3958.0,,,37141.0,77731.0
2024-01-08 15:00:00,,97269.0,,195959.0,94934.0,,388.0,11132.0,,,7854.0,,,36465.0,77728.0
2024-01-08 16:00:00,,96516.0,,194678.0,94950.0,,403.0,11359.0,,,12441.0,,,33435.0,75910.0
2024-01-08 17:00:00,,94074.0,,189339.0,94896.0,,419.0,10779.0,,,19721.0,,,28616.0,73809.0
2024-01-08 18:00:00,,91922.0,,185336.0,94859.0,,372.0,9589.0,,,26799.0,,,27010.0,71364.0
2024-01-08 19:00:00,,90098.0,,180905.0,94481.0,,316.0,7557.0,,,32580.0,,,25537.0,69832.0
2024-01-08 20:00:00,,88512.0,,179896.0,93985.0,,347.0,6240.0,,,31266.0,,,24824.0,70979.0
2024-01-08 21:00:00,,87586.0,,181224.0,93866.0,,352.0,5035.0,,,28430.0,,,25039.0,71445.0
2024-01-08 22:00:00,,90128.0,,187056.0,93792.0,,317.0,5694.0,,,25344.0,,,27918.0,70516.0
2024-01-08 23:00:00,,94507.0,,191114.0,93752.0,,431.0,6302.0,,,22010.0,,,31738.0,72895.0
2024-01-09 00:00:00,,98010.0,,197191.0,93616.0,,425.0,7053.0,,,15984.0,,,33404.0,76960.0
2024-01-09 01:00:00,,99082.0,,199783.0,93636.0,,361.0,9713.0,,,8992.0,,,34921.0,79200.0
2024-01-09 02:00:00,,97632.0,,197843.0,93623.0,,314.0,12900.0,,,1955.0,,,34403.0,81062.0
2024-01-09 03:00:00,,95447.0,,192558.0,93637.0,,316.0,14891.0,,,320.0,,,31519.0,80551.0
2024-01-09 04:00:00,,90896.0,,184696.0,93609.0,,315.0,13103.0,,,242.0,,,29083.0,81544.0
2024-01-09 05:00:00,,85022.0,,177512.0,93604.0,,324.0,11823.0,,,176.0,,,26349.0,77118.0
2024-01-09 06:00:00,,78472.0,,169175.0,93609.0,,332.0,10660.0,,,111.0,,,23963.0,84846.0
2024-01-09 07:00:00,,73868.0,,163578.0,93617.0,,320.0,9533.0,,,60.0,,,22296.0,86658.0
2024-01-09 08:00:00,,71817.0,,158695.0,93488.0,,328.0,8250.0,,,-66.0,,,20082.0,89077.0
2024-01-09 09:00:00,,70890.0,,155605.0,93397.0,,331.0,7868.0,,,-307.0,,,20321.0,90298.0
2024-01-09 10:00:00,,71234.0,,159777.0,93325.0,,333.0,7360.0,,,-313.0,,,19482.0,91360.0
2024-01-09 11:00:00,,73437.0,,168969.0,93364.0,,339.0,7311.0,,,-49.0,,,20828.0,91928.0
2024-01-09 12:00:00,,77683.0,,180647.0,93374.0,,335.0,8026.0,,,-34.0,,,23846.0,92920.0
2024-01-09 13:00:00,,85964.0,,189247.0,93261.0,,362.0,8281.0,,,235.0,,,27491.0,92455.0
2024-01-09 14:00:00,,90839.0,,192442.0,93231.0,,343.0,9074.0,,,1120.0,,,29608.0,93093.0
2024-01-09 15:00:00,,91277.0,,194595.0,93245.0,,327.0,9806.0,,,6866.0,,,31298.0,91016.0
2024-01-09 16:00:00,,88874.0,,193267.0,93226.0,,546.0,10448.0,,,16276.0,,,30966.0,87086.0
2024-01-09 17:00:00,,88259.0,,189555.0,93117.0,,512.0,10258.0,,,23945.0,,,29406.0,84510.0
2024-01-09 18:00:00,,88256.0,,183768.0,93172.0,,444.0,7328.0,,,32958.0,,,27461.0,81132.0
2024-01-09 19:00:00,,87109.0,,182199.0,93172.0,,458.0,6053.0,,,35809.0,,,26715.0,78829.0
2024-01-09 20:00:00,,86075.0,,180094.0,93249.0,,636.0,5574.0,,,34122.0,,,26003.0,79198.0
2024-01-09 21:00:00,,84030.0,,179746.0,93331.0,,435.0,5323.0,,,32284.0,,,26217.0,79246.0
2024-01-09 22:00:00,,83853.0,,184298.0,93402.0,,444.0,5775.0,,,29243.0,,,29457.0,76521.0
2024-01-09 23:00:00,,87479.0,,195016.0,93397.0,,434.0,7735.0,,,24068.0,,,30129.0,69436.0
2024-01-10 00:00:00,,95876.0,,207664.0,93412.0,,391.0,8897.0,,,13365.0,,,32325.0,63373.0
2024-01-10 01:00:00,,100013.0,,210734.0,93403.0,,317.0,10194.0,,,6861.0,,,33806.0,64139.0
2024-01-10 02:00:00,,100749.0,,211030.0,93277.0,,314.0,11094.0,,,1554.0,,,33883.0,64589.0
2024-01-10 03:00:00,,98866.0,,206556.0,93123.0,,320.0,11759.0,,,88.0,,,32498.0,66243.0
2024-01-10 04:00:00,,94912.0,,193724.0,92985.0,,325.0,10371.0,,,84.0,,,31518.0,67660.0
2024-01-10 05:00:00,,89643.0,,188949.0,93529.0,,330.0,10417.0,,,80.0,,,28436.0,70355.0
2024-01-10 06:00:00,,81907.0,,175571.0,92684.0,,326.0,9829.0,,,76.0,,,26423.0,78229.0
2024-01-10 07:00:00,,76459.0,,167407.0,92505.0,,328.0,8766.0,,,-16.0,,,24119.0,81317.0
2024-01-10 08:00:00,,74904.0,,163559.0,92452.0,,329.0,8162.0,,,-140.0,,,22642.0,82881.0
2024-01-10 09:00:00,,75146.0,,163826.0,92238.0,,330.0,7825.0,,,-227.0,,,21357.0,82915.0
2024-01-10 10:00:00,,78347.0,,167742.0,92349.0,,328.0,8028.0,,,-319.0,,,21401.0,82027.0
2024-01-10 11:00:00,,82627.0,,176926.0,92499.0,,328.0,8131.0,,,-68.0,,,22186.0,83061.0
2024-01-10 12:00:00,,90576.0,,186817.0,92581.0,,329.0,9117.0,,,-44.0,,,27952.0,84543.0
2024-01-10 13:00:00,,97942.0,,195978.0,92551.0,,335.0,10176.0,,,1217.0,,,33366.0,85117.0
2024-01-10 14:00:00,,100898.0,,194349.0,92568.0,,333.0,10589.0,,,6779.0,,,35297.0,85545.0
2024-01-10 15:00:00,,98087.0,,188859.0,92548.0,,340.0,10636.0,,,17583.0,,,33355.0,84294.0
2024-01-10 16:00:00,,94884.0,,182240.0,92494.0,,391.0,11768.0,,,28372.0,,,31687.0,79129.0
2024-01-10 17:00:00,,94032.0,,173698.0,92458.0,,359.0,10570.0,,,35474.0,,,28927.0,76357.0
2024-01-10 18:00:00,,92606.0,,164648.0,92480.0,,370.0,7884.0,,,42278.0,,,25369.0,75974.0
