date,COL,NG,NUC,OIL,OTH,SUN,WAT,WND
2021-03-04,2218089,3346689,2145518,20721,152463,281519,715321,1136754
2021-03-05,2266571,3290402,2161879,25332,160090,272129,721549,1211304
2021-03-06,2261684,3270836,2143492,22773,150384,250374,671865,923665
2021-03-07,1973376,2970938,2131586,20668,149642,276438,643029,1364400
2021-03-08,2134073,3125420,2128996,23407,150781,279291,697890,1473691
2021-03-09,1979951,2979231,2128240,23327,161032,246871,704285,1596967
2021-03-10,1826320,2854540,2131015,22524,162177,242693,681552,1653396
2021-03-11,1944035,2975076,2132538,21787,164303,230197,692104,1322661
2021-03-12,2150487,3012777,2135130,22281,166136,229355,685003,1000696
2021-03-13,2006680,2666053,2131494,17050,153856,222482,647281,1163763
2021-03-14,1720409,2496687,2112371,18632,150869,247169,638905,1542878
2021-03-15,2084554,3073026,2081106,28986,165451,237144,700651,1452601
2021-03-16,2460258,3653134,2074826,25710,187098,220254,733865,779549
2021-03-17,2284796,3336461,2060025,23458,184128,222825,730897,1153696
2021-03-18,2082881,3194160,2042628,21330,175750,239042,686248,1418561
2021-03-19,2190098,3393009,2047900,21320,186599,264689,700811,992373
2021-03-20,1960985,3005000,2035823,18567,185633,266958,655284,1273424
2021-03-21,1578238,2531666,2022264,21371,180240,243638,647791,1727819
2021-03-22,1834665,2784240,1996018,20375,182184,267807,718266,1464806
2021-03-23,1830068,2999092,1996632,22795,185831,257267,732554,1352353
2021-03-24,1762199,2996283,2009667,20381,194245,258819,706527,1455641
2021-03-25,2043715,3338061,1983801,23704,195238,241224,728654,920008
2021-03-26,2022455,3217218,1970887,22126,190934,249772,746048,1142407
2021-03-27,1849448,2944881,1967792,19981,186229,298612,692733,1130434
2021-03-28,1634482,2799104,1973510,22682,185789,287864,657810,1337158
2021-03-29,1607367,2913678,1981294,22702,191400,318430,734732,1718117
2021-03-30,1616913,2942497,1962202,22405,193858,305445,789084,1763964
2021-03-31,1812824,3200436,1958360,24764,191376,298167,770449,1426180
2021-04-01,2016196,3493070,1959150,23339,186145,324991,771860,1027196
2021-04-02,1848891,3225589,1941081,21719,190474,330622,773380,1483325
2021-04-03,1682829,2889353,1935827,20216,182438,341421,741694,1363861
2021-04-04,1648148,2694995,1940483,23151,167894,306978,695635,1100838
2021-04-05,1626187,2726857,1940236,22420,161239,311688,755249,1541881
2021-04-06,1643227,2871185,1946005,22352,159138,316959,737582,1686617
2021-04-07,1700956,3067632,1949736,21758,164071,340668,728317,1511337
2021-04-08,1745903,3306560,1959833,20609,164808,327420,728823,1240937
2021-04-09,1719535,3274813,1969661,15049,167512,290017,761122,1375775
2021-04-10,1669492,3017270,1888533,8006,163839,311455,664574,1273315
2021-04-11,1569915,2904294,1879444,7122,161014,296853,698161,1201098
2021-04-12,1699068,3221576,1895888,8898,169808,344395,734695,1328045
2021-04-13,1815847,3337593,1896749,8165,171522,321507,695081,1365205
2021-04-14,1975470,3469167,1894935,11265,167701,297500,691865,1056454
2021-04-15,2117210,3533063,1883901,9595,166593,254734,707380,836235
2021-04-16,2172944,3521654,1887991,9146,173858,289714,704844,701051
2021-04-17,1878993,3037555,1862976,8596,155690,295357,621794,1080290
2021-04-18,1911739,3134655,1869359,9097,151634,325019,606575,627363
2021-04-19,1836165,3315288,1862978,9134,166338,342976,633370,1052756
2021-04-20,1895762,3374326,1854562,9872,172208,309386,653368,1201889
2021-04-21,1996298,3685226,1860294,9022,185000,346347,692500,837918
2021-04-22,1912571,3488414,1871938,9363,181399,349868,660315,1273813
2021-04-23,1875458,3322786,1872810,9066,176026,343920,631580,1342704
2021-04-24,1837295,3230344,1866844,8316,168515,297099,613217,1036699
2021-04-25,1569670,2937453,1895043,8254,170661,276056,611282,1376583
2021-04-26,1618717,3146239,1910207,8731,171238,286645,645175,1666869
2021-04-27,1707541,3331527,1931686,15249,173377,298446,630334,1595697
2021-04-28,1932831,3727000,1941417,14476,181305,337074,649294,1137793
2021-04-29,2046431,3740926,1949018,10223,182524,314529,683376,1155309
2021-04-30,2044831,3637904,1950862,9329,172508,340328,652646,984085
2021-05-01,1740540,3081577,1907112,8578,174257,330225,612258,1225143
2021-05-02,1669474,2892227,1895787,9025,183490,314786,614027,1428480
2021-05-03,1918817,3525405,1920958,9567,210092,314913,705515,1396524
2021-05-04,1990109,3700273,1958718,13179,217116,344302,783122,1268711
2021-05-05,2149622,3777295,1966360,9944,214716,361460,814246,684270
2021-05-06,1955206,3570319,1962392,8945,206938,377838,800827,901032
2021-05-07,1875391,3225411,1950565,11280,188556,336759,794140,1288751
2021-05-08,1618043,2754193,1930517,14932,187459,320506,757150,1615994
2021-05-09,1663697,2815112,1921492,14078,186529,353677,764671,1411490
2021-05-10,2078733,3540804,1929902,17207,200296,306080,829115,863534
2021-05-11,2157499,3594176,1939497,23516,201540,325262,808839,803008
2021-05-12,2130273,3542067,1950155,24910,196572,311729,807369,724792
2021-05-13,2046545,3574464,1945167,31879,191186,362856,808468,670025
2021-05-14,1894750,3220379,1975710,28456,188219,381626,794230,1091484
2021-05-15,1851269,2972986,1973456,16196,159326,346567,716022,1064129
2021-05-16,1884586,2920884,1990462,15071,145474,345913,681946,856117
2021-05-17,2065490,3272388,2048073,22901,148221,361141,695398,1012877
2021-05-18,2104853,3431143,2067262,21125,161526,353103,696792,1142425
2021-05-19,2285476,3626209,2107930,26120,159253,364478,735514,918605
2021-05-20,2291333,3675944,2122270,25500,170006,379511,742565,1105060
2021-05-21,2179725,3523777,2131299,22719,173795,341392,759702,1487569
2021-05-22,2203605,3375730,2140416,25375,165462,311545,724903,1267277
2021-05-23,2282414,3293621,2178762,25410,169041,316877,694946,1224001
2021-05-24,2429058,3540833,2201679,27913,162102,354865,695733,1316676
2021-05-25,2515916,3813721,2189172,26167,160353,357844,728984,1307711
2021-05-26,2628763,4146509,2177947,28424,170319,350772,739134,1158473
2021-05-27,2452518,4031707,2167984,23268,166682,373249,737166,1358439
2021-05-28,2246908,3767514,2193202,13368,167041,360153,716570,1304252
2021-05-29,1963452,3234507,2226819,7461,164843,352711,692464,946108
2021-05-30,1906995,2913956,2236881,8239,150144,324888,664590,828103
2021-05-31,2017933,2948509,2254387,8461,148522,349088,690447,726331
2021-06-01,2341825,3767880,2260226,11807,155677,369829,772516,376814
2021-06-02,2479928,4157746,2260522,9228,163450,335449,804292,355287
2021-06-03,2515863,4231524,2264303,9891,168150,322535,790074,584136
2021-06-04,2523281,4217906,2268981,8835,170184,354720,826957,876146
2021-06-05,2515724,3959097,2216399,9243,179616,375924,782792,1193948
2021-06-06,2501104,3891821,2197158,15556,190553,366050,753298,1379602
2021-06-07,2934832,4665811,2204911,35065,195543,320961,810248,1019605
2021-06-08,2998256,4879572,2172897,35323,208403,351316,814666,952595
2021-06-09,3068070,4924467,2198117,25897,227355,358694,814302,909103
2021-06-10,3082276,4854711,2194041,21996,222545,354288,795959,993339
2021-06-11,2891849,4528200,2168988,20683,208807,371669,796291,1256211
2021-06-12,2906880,4453330,2129498,18341,184731,361301,780890,799613
2021-06-13,2880588,4525923,2143407,21150,180521,385136,716750,662251
2021-06-14,3043632,4990547,2180063,23631,187096,371734,757545,719707
2021-06-15,3170266,5049077,2180075,24304,188288,367368,753286,582100
2021-06-16,2983033,4714167,2178677,22800,168258,362616,722416,842070
2021-06-17,2957774,4689812,2184770,22397,176888,364921,772871,937214
2021-06-18,3008432,4919947,2186329,22925,186811,352384,818021,985294
2021-06-19,2955878,4655000,2225673,22235,196970,338310,767127,968226
2021-06-20,2803966,4299603,2276186,17211,202861,342842,721235,1219106
2021-06-21,2918510,4630636,2256414,24472,208920,343040,816848,1404114
2021-06-22,2846561,4450227,2269388,20143,196738,305235,780081,809495
2021-06-23,2626469,3832945,2242762,19397,183554,315159,750127,1403044
2021-06-24,2725914,4053588,2229574,22959,184368,353164,771486,1452194
2021-06-25,2892829,4342387,2226961,23052,192194,351094,790005,1141443
2021-06-26,2890763,4363879,2209114,20359,191150,352860,753046,1092453
2021-06-27,3094350,4700730,2199326,18956,203734,343613,748110,753735
2021-06-28,3382612,5585273,2221899,39538,212389,332418,832017,437402
2021-06-29,3525959,5784629,2218373,56830,213180,305422,838055,368224
2021-06-30,3569518,5597778,2216837,57785,223096,306753,815300,427283
2021-07-01,3472361,5174213,2208854,28872,227165,353827,776250,504807
2021-07-02,3175389,4692577,2225684,20284,209561,317929,773081,528726
2021-07-03,2865555,4086783,2224089,18840,197913,318289,705529,562655
2021-07-04,2798721,3888700,2217790,17672,202206,359382,673397,786000
2021-07-05,3009219,4431589,2211946,18434,218464,349989,706632,755828
2021-07-06,3331837,5347105,2207154,30322,235272,350344,737849,634158
2021-07-07,3476284,5438333,2209826,33776,228001,343650,738847,539195
2021-07-08,3391897,5280430,2220465,22744,222157,329845,726519,486735
2021-07-09,3171561,4987573,2209359,22841,222571,349431,737131,872168
2021-07-10,2986690,4557774,2209485,22811,205618,348010,691686,923963
2021-07-11,2958811,4373006,2240730,21819,206334,323314,649893,845830
2021-07-12,3251247,5053971,2256812,22075,227864,334756,729933,502553
2021-07-13,3173284,5054321,2275069,23311,229409,347666,759181,791178
2021-07-14,3198882,4943316,2275234,26119,241825,349309,776525,1111077
2021-07-15,3316260,5067822,2273341,39258,235449,370371,761979,1055441
2021-07-16,3405218,5275042,2248409,19465,234941,371738,752098,847237
2021-07-17,3221212,4955306,2254104,13487,216520,369580,690740,769592
2021-07-18,3172703,4824257,2263941,8995,215692,306568,647689,521249
2021-07-19,3300386,5299847,2273215,19964,220845,288707,746819,362625
2021-07-20,3359126,5273499,2254589,36739,220102,318887,749012,510486
2021-07-21,3373026,5212544,2235593,24706,217720,343347,752892,604088
2021-07-22,3285063,5043743,2189204,23720,216284,349834,754981,832953
2021-07-23,3295494,5006863,2181122,23654,217143,335363,735628,1041943
2021-07-24,3258376,4875382,2186893,25197,214093,326090,676791,939220
2021-07-25,3354540,5027207,2219967,25260,211837,347153,655252,635887
2021-07-26,3635688,5673415,2228196,30590,226136,301974,699035,562290
2021-07-27,3633858,5855837,2237677,29255,224617,344383,712747,558963
2021-07-28,3660938,5859864,2220451,25062,221555,321174,716557,639926
2021-07-29,3676952,5824463,2218069,27224,212858,352484,711443,697480
2021-07-30,3573906,5758583,2223287,25416,219595,326849,722760,585052
2021-07-31,3322209,4955530,2220264,24149,205595,351107,661121,644991
2021-08-01,3129856,4527454,2228443,22071,207370,313950,607368,756333
2021-08-02,3223399,4891001,2245163,23687,214963,342278,655021,399814
2021-08-03,3190562,4940760,2259531,24563,212954,327636,685794,354767
2021-08-04,3132478,4912407,2247259,22653,209701,335104,670960,498709
2021-08-05,3168909,5080427,2250799,22918,210873,349226,684075,516297
2021-08-06,3116055,5078035,2230460,24052,218066,360631,661136,890018
2021-08-07,3053093,4530362,2234119,24692,221296,329248,608636,1274738
2021-08-08,3117189,4388803,2258595,23543,221461,357545,563473,1210888
2021-08-09,3439199,5101808,2268436,25130,242324,360850,627349,1104641
2021-08-10,3567788,5325966,2274473,31020,246978,332568,652934,1292111
2021-08-11,3594265,5448431,2282709,38547,250126,329743,695019,1303791
2021-08-12,3607765,5545059,2285030,54192,249407,341682,722058,1210013
2021-08-13,3674400,5706596,2286483,58470,250515,334777,740003,722429
2021-08-14,3445327,5181636,2275656,33854,231130,285254,680715,531057
2021-08-15,3102773,4526940,2278320,22209,217407,288755,604151,641274
2021-08-16,3197243,4982713,2279319,24217,221272,288999,651913,713303
2021-08-17,3271089,5105600,2286243,34247,234183,289734,676067,789745
2021-08-18,3283558,5300641,2293089,30050,252889,327028,747592,765856
2021-08-19,3301511,5430003,2287077,29995,253455,330561,767903,789687
2021-08-20,3159176,5291768,2263176,28630,239838,316188,778769,1081589
2021-08-21,3097359,4867513,2256241,24439,225564,328376,740877,1019082
2021-08-22,2994106,4530271,2262504,23723,229956,343334,671763,1007587
2021-08-23,3288342,5096394,2279908,40843,234205,359287,711172,1057878
2021-08-24,3332277,5412311,2269608,51505,245005,362514,728165,1106175
2021-08-25,3468422,5739676,2262420,54128,251173,351585,757317,872186
2021-08-26,3474015,5848644,2263340,68995,246241,357284,754516,860851
2021-08-27,3484843,5696194,2236375,59136,235451,350155,737325,899259
2021-08-28,3300840,5148811,2216139,27564,234028,342589,688167,975246
2021-08-29,3241249,4913765,2208701,23875,226145,330558,639921,820242
2021-08-30,3511604,5472014,2199893,23360,240195,307709,652394,455356
2021-08-31,3393938,5152155,2214398,21596,247563,275571,664909,701462
2021-09-01,3173400,4640185,2221069,22036,217904,286837,695925,1010036
2021-09-02,2910494,4213181,2227316,26243,206806,351568,674522,1079367
2021-09-03,2880651,4063565,2231890,25138,201560,366259,682628,877465
2021-09-04,2815498,3819987,2243358,22818,204152,370978,633552,657878
2021-09-05,2776175,4030501,2240307,23406,203822,349907,594225,518614
2021-09-06,2743551,4264736,2235333,22690,206655,342841,611769,619523
2021-09-07,2688743,4585238,2234081,20810,221669,349446,658925,1057448
2021-09-08,2841387,4893853,2224552,18853,215348,316673,668991,907855
2021-09-09,2900143,4845703,2238835,10953,209277,304797,680546,578657
2021-09-10,2691288,4287812,2241362,8854,200949,341110,642694,920334
2021-09-11,2476987,3812229,2177039,8802,205071,339932,568451,1196146
2021-09-12,2549010,4026597,2141462,9395,216332,351405,555494,1148087
2021-09-13,2786506,4772540,2121317,11177,225161,346601,593778,1068772
2021-09-14,2991083,4824336,2118943,10502,227587,339361,623725,945300
2021-09-15,3031749,4791171,2133111,12343,231344,323465,608827,692795
2021-09-16,2789229,4492981,2129476,10020,217620,307890,593493,1055458
2021-09-17,2812057,4632055,2128314,9944,220412,278946,621535,1005366
2021-09-18,2812774,4551388,2100013,8723,222674,296633,578127,708091
2021-09-19,2564350,4146062,2113068,8559,218419,307243,548566,1083581
2021-09-20,2616704,4288649,2124582,8723,213978,300050,592516,1388459
2021-09-21,2627529,4251016,2137884,13054,207399,254013,632184,1289767
2021-09-22,2616531,4236703,2149701,10285,214239,306799,650357,809511
2021-09-23,2338837,3873641,2155562,10594,206660,304913,627068,1038967
2021-09-24,2216181,3571877,2156133,8948,199969,302960,656806,1114822
2021-09-25,2193301,3344773,2141391,9774,199917,323278,604359,821520
2021-09-26,2011306,3090970,2133443,8322,181544,318814,575856,1217062
2021-09-27,2229500,3768337,2112890,8672,197419,311640,622903,1198664
2021-09-28,2367657,4216375,2107665,8298,204643,296329,624138,1075948
2021-09-29,2378030,3977023,2106750,10646,223283,315531,607175,1129220
2021-09-30,2461274,4159426,2106657,19593,222851,298204,596959,835089
2021-10-01,2556556,4289982,2112603,22301,223125,290671,580601,385238
2021-10-02,2417550,4053241,2054445,21669,210050,314539,549949,329078
2021-10-03,2337701,4042182,2054555,22106,217695,307961,537164,342896
2021-10-04,2459720,4704614,1989288,24611,282054,253241,607855,276673
2021-10-05,2462306,4499664,1969514,24392,285709,246631,618162,486632
2021-10-06,2363719,4299495,1959112,23062,288744,256896,594781,742655
2021-10-07,2368582,4324467,1955753,21875,291654,228165,629385,823277
2021-10-08,2368799,4326384,1934106,19859,291110,211775,667985,852609
2021-10-09,2086390,3730688,1831218,9998,282788,242156,564755,1332345
2021-10-10,1967713,3423014,1831054,9531,285932,263887,544842,1544764
2021-10-11,2200447,3952871,1842320,13696,294380,263597,600951,1111144
2021-10-12,2173256,3905830,1835882,15216,290350,214217,623670,1336403
2021-10-13,2113828,4098430,1842755,23001,289132,260711,597630,1291368
2021-10-14,2207695,4306842,1848742,26142,290604,302504,572916,940803
2021-10-15,2158929,4255267,1852040,25695,299953,296227,566903,1042506
2021-10-16,1917958,3650472,1800721,23945,278009,322058,529227,967339
2021-10-17,1829997,3219748,1802704,22884,264496,310113,494542,791496
2021-10-18,1741967,3358279,1777591,15450,287251,281225,530524,1311085
2021-10-19,1699396,3427158,1753770,21224,290741,291946,586027,1508190
2021-10-20,1797463,3738625,1760016,21808,291365,290989,582533,1267267
2021-10-21,1866731,4185723,1763853,23273,297433,262924,623511,865236
2021-10-22,1983235,4267560,1752001,24150,306167,252978,604672,641236
2021-10-23,1846156,3515552,1780559,21524,263905,251968,538254,1126975
2021-10-24,1690982,3355479,1777574,18724,253771,251114,527409,1351738
2021-10-25,1879719,4159787,1801975,21903,224616,202849,609656,1037306
2021-10-26,1775093,3814120,1782238,20446,224944,253365,579187,1629994
2021-10-27,1765496,3684422,1787174,22671,213583,261682,556521,1610974
2021-10-28,1761213,3584143,1797167,23185,222955,224367,595395,1496459
2021-10-29,1752580,3559051,1794134,23608,214384,259266,570595,1428172
2021-10-30,1797682,3577743,1789673,22432,201915,258781,565698,853849
2021-10-31,1650999,3090682,1794789,21433,193128,281646,575214,1252329
2021-11-01,1896818,3806568,1803771,23584,208245,228362,646977,879461
2021-11-02,2042106,4234582,1819477,27740,225715,211180,657622,653012
2021-11-03,2125914,4477631,1858609,27601,239512,227159,665487,433018
2021-11-04,2141514,4499510,1895445,29720,252082,211086,649143,515097
2021-11-05,1920456,4103564,1931441,50517,238001,226989,640093,1128270
2021-11-06,1873357,3712001,1959064,29008,200968,237106,617094,1064276
2021-11-07,1722967,3088887,1992265,23721,177098,238051,571152,1409869
2021-11-08,1831923,3259564,2029280,23989,185832,281187,629067,1402663
2021-11-09,2037128,3637866,2062847,23996,185353,223321,642058,954977
2021-11-10,1872601,3357816,2074201,24632,184265,239030,620339,1369559
2021-11-11,1775054,3435332,2081671,25413,184258,241260,638107,1362691
2021-11-12,1737701,3401825,2087114,23274,190097,256109,597399,1588418
2021-11-13,1884467,3484947,2093252,19916,182182,247706,585378,1149803
2021-11-14,1842846,3321688,2101601,22978,182763,260105,614858,1308811
2021-11-15,1995076,3938937,2121494,25961,180687,249038,627543,959243
2021-11-16,1922784,3578884,2134597,21291,180749,218591,659325,1606639
2021-11-17,1784667,3352630,2155216,13564,187575,235213,654145,1765208
2021-11-18,1852937,3526177,2142422,18793,183287,213273,649916,1484793
2021-11-19,1876642,3908755,2124284,26162,190321,220072,692392,1351429
2021-11-20,1964862,3662698,2125254,24424,192573,229991,641682,1302923
2021-11-21,1941602,3339878,2172089,21029,188604,185430,625473,1211695
2021-11-22,2102503,3834971,2187054,19744,201636,202552,659820,899339
2021-11-23,2109971,3966533,2224001,24560,206454,223614,709542,1296479
2021-11-24,1959359,3591757,2234824,23342,203772,224055,708446,1879238
2021-11-25,1859529,3239340,2238086,24309,199412,225814,675992,1530991
2021-11-26,1890525,3267869,2243716,23791,190481,225793,577744,1150060
2021-11-27,1910738,3551306,2244512,24044,194330,222106,652718,1228685
2021-11-28,1941198,3497359,2241644,27155,196215,218608,583135,1037688
2021-11-29,2041769,3958025,2244160,24423,194253,264940,633498,1119653
2021-11-30,2104136,4120268,2224648,31273,206991,256761,705933,1137935
2021-12-01,2023557,4088598,2206010,22966,208836,229648,673682,1077768
2021-12-02,1886998,3809442,2196610,23123,200226,237989,644948,1117053
2021-12-03,1879897,3658308,2216953,24060,197233,239339,716243,1124189
2021-12-04,1867181,3604123,2218278,27445,189760,206577,674954,962532
2021-12-05,1755203,3201987,2236496,23024,191164,177826,638908,1470629
2021-12-06,1852436,3471740,2223876,23214,201870,177811,685984,1611199
2021-12-07,2164381,4418191,2223393,30910,199677,142979,742820,1028808
2021-12-08,2235888,4615087,2250541,31993,207592,165956,732313,764504
2021-12-09,2063046,4140263,2255169,22902,198923,120911,777794,1596111
2021-12-10,1928784,3901338,2228540,16778,201814,148344,751825,1640823
2021-12-11,1723255,3335847,2214068,19417,191559,192440,676649,1682946
2021-12-12,1690806,3229304,2243114,21392,188520,227715,670800,1785909
2021-12-13,1998344,3917214,2295000,26173,202360,179679,774037,1444955
2021-12-14,2010897,3795869,2324697,21279,196911,153942,743360,1563623
2021-12-15,1754086,3516509,2330204,22109,191209,173624,724200,1927293
2021-12-16,1802329,3663627,2326024,24532,198225,178356,744996,1520310
2021-12-17,1958118,3848642,2336476,28635,186702,173758,769288,1132169
2021-12-18,1921794,3532515,2336330,28708,195334,162588,754208,1230615
2021-12-19,2034187,3733479,2311921,33940,189008,160700,744213,1036003
2021-12-20,2090251,4411538,2327633,40254,205666,188773,837094,1205217
2021-12-21,2226917,4781222,2349351,35112,208984,112450,864947,934770
2021-12-22,2252464,4348543,2348110,27135,206107,205239,754666,993029
2021-12-23,2154401,3838972,2352286,23796,209120,178279,742356,1468049
2021-12-24,1788223,3069636,2340405,22033,194028,163079,734041,1853661
2021-12-25,1783629,2730551,2334314,24097,171776,185323,647059,1358129
2021-12-26,1746143,2745960,2326262,23081,168493,202667,655298,1257988
2021-12-27,1801751,3286095,2335309,19835,178079,147029,759797,1512781
2021-12-28,1932124,3521719,2338348,19847,180196,160869,794313,1429908
2021-12-29,2134567,3893461,2335087,24491,175593,156419,809887,888115
2021-12-30,2187550,3919705,2314904,23199,181697,141616,836560,776108
2021-12-31,1992944,3329969,2314649,23310,180570,135618,809922,1204165
