period,COL,NG,NUC,OIL,OTH,SUN,WAT,WND
2019-01-02 09:00:00,102187,108823,103338,176,7551,64,26406,15419
2019-01-02 10:00:00,102615,114270,103431,177,7712,63,25314,17270
2019-01-02 11:00:00,105792,122649,103571,170,7950,68,27127,18678
2019-01-02 12:00:00,113503,134934,103578,173,8202,79,31470,19541
2019-01-02 13:00:00,118942,145010,103602,177,8219,240,37102,20182
2019-01-02 14:00:00,122144,153382,103562,174,8432,915,40788,20919
2019-01-02 15:00:00,122821,159898,103588,194,8446,2017,44665,20837
2019-01-02 16:00:00,122957,161986,103556,196,8354,7070,42910,20993
2019-01-02 17:00:00,122319,162339,103548,163,8153,12796,40135,21065
2019-01-02 18:00:00,122046,163887,103507,164,8284,14205,37825,20078
2019-01-02 19:00:00,122718,164973,103533,255,8396,13999,35641,20159
2019-01-02 20:00:00,121349,165164,103519,346,8415,13610,35186,20150
2019-01-02 21:00:00,122355,166703,103524,364,8402,13117,35677,19642
2019-01-02 22:00:00,124013,168452,103596,392,8497,12379,39315,19081
2019-01-02 23:00:00,125212,173089,103654,378,8383,9930,44188,18842
2019-01-03 00:00:00,126144,179103,103683,394,8389,3628,46364,20138
2019-01-03 01:00:00,125864,182425,103690,399,8354,422,50825,21241
2019-01-03 02:00:00,123675,178133,103583,410,8456,282,48407,21652
2019-01-03 03:00:00,119755,169130,103534,412,8429,223,46386,22628
2019-01-03 04:00:00,116256,155427,103649,415,8316,168,42541,22969
2019-01-03 05:00:00,112037,141574,103941,205,8158,88,38095,19703
2019-01-03 06:00:00,109661,133017,103933,304,8086,88,33434,21800
2019-01-03 07:00:00,105766,126557,104018,309,7931,104,28775,23088
2019-01-03 08:00:00,105192,121412,104110,371,7904,98,26864,25158
2019-01-03 09:00:00,103134,120232,104089,371,7793,77,26019,26559
2019-01-03 10:00:00,103562,122276,104026,323,7782,26,25890,26565
2019-01-03 11:00:00,106315,132732,103935,318,7960,-24,27287,26332
2019-01-03 12:00:00,110575,145490,103874,325,8141,-18,32381,26890
2019-01-03 13:00:00,116548,154033,103809,325,8105,84,37493,26711
2019-01-03 14:00:00,119756,159277,103848,324,8311,452,41087,26749
2019-01-03 15:00:00,120101,164381,103710,353,8328,1558,42361,26522
2019-01-03 16:00:00,120157,164441,103713,375,8375,7121,41143,24707
2019-01-03 17:00:00,119855,161325,103646,377,8415,13034,37771,24134
2019-01-03 18:00:00,117402,158111,103685,377,8412,14779,36121,24223
2019-01-03 19:00:00,115144,154678,103694,376,8435,14576,34499,26297
2019-01-03 20:00:00,112979,153662,103761,364,8430,14262,33643,27398
2019-01-03 21:00:00,112128,151440,103733,361,8433,13993,33506,28974
2019-01-03 22:00:00,112458,154198,103756,360,8534,13355,36858,29608
2019-01-03 23:00:00,114380,159523,103712,358,8600,10714,41711,30558
2019-01-04 00:00:00,117470,168515,103708,356,8676,3914,44780,31401
2019-01-04 01:00:00,118951,173846,103669,351,8667,555,45344,32777
2019-01-04 02:00:00,118079,171546,103372,350,8563,171,45358,33762
2019-01-04 03:00:00,116782,162420,103003,350,8317,95,42836,35254
2019-01-04 04:00:00,112924,151772,103006,309,8242,65,39462,33638
2019-01-04 05:00:00,110548,135995,102973,310,8020,66,35898,32136
2019-01-04 06:00:00,105058,129819,103070,500,7916,62,32231,34577
2019-01-04 07:00:00,100862,124898,103075,313,7961,61,28976,35901
2019-01-04 08:00:00,96958,121156,103039,318,7945,61,27034,37410
2019-01-04 09:00:00,95546,119825,102946,325,7827,-12,25130,39027
2019-01-04 10:00:00,96292,122560,103011,320,7896,-37,24920,39265
2019-01-04 11:00:00,101264,130421,102979,318,7919,-32,27149,39128
2019-01-04 12:00:00,106667,143100,103037,319,8060,-21,31582,38181
2019-01-04 13:00:00,114140,152792,103076,321,8095,90,35811,35047
2019-01-04 14:00:00,120378,159999,103061,323,8257,431,37775,31816
2019-01-04 15:00:00,122475,162690,103147,317,8362,1636,38575,28986
2019-01-04 16:00:00,122306,163113,103163,335,8286,7614,39103,22628
2019-01-04 17:00:00,121862,160142,103150,320,8359,13407,37872,16389
2019-01-04 18:00:00,120107,157435,103081,318,8286,14918,35792,13977
2019-01-04 19:00:00,117473,155631,103083,317,8325,14815,35031,12631
2019-01-04 20:00:00,115123,154005,102970,319,8222,14356,34234,12595
2019-01-04 21:00:00,113278,152871,102914,314,8182,14224,34245,12367
2019-01-04 22:00:00,114097,153942,102990,311,8268,13569,35373,11832
2019-01-04 23:00:00,115936,156971,102954,310,8216,10887,38073,12267
2019-01-05 00:00:00,117647,161719,102957,308,8258,3973,40810,14778
2019-01-05 01:00:00,117796,164384,102984,309,8302,325,41788,18428
2019-01-05 02:00:00,113914,159558,102968,304,8270,142,43406,23093
2019-01-05 03:00:00,110133,153855,102812,309,8166,106,42026,25516
2019-01-05 04:00:00,107697,145655,102557,310,7880,57,39479,26855
2019-01-05 05:00:00,104493,137875,103171,309,7637,54,36032,28064
2019-01-05 06:00:00,101780,128332,102613,254,7421,63,33484,27828
2019-01-05 07:00:00,98167,124026,101886,178,7301,66,32023,27377
2019-01-05 08:00:00,95699,122224,101771,183,7290,60,30148,26042
2019-01-05 09:00:00,95843,121473,101799,182,7000,-1,28643,24935
2019-01-05 10:00:00,96791,122009,101858,188,7181,-16,27359,24604
2019-01-05 11:00:00,98471,125387,101876,189,7349,-16,27414,24142
2019-01-05 12:00:00,102542,131863,101905,186,7609,0,30151,22853
2019-01-05 13:00:00,108596,136975,101943,186,7703,226,33111,22303
2019-01-05 14:00:00,113546,142490,101980,188,7699,1329,35275,22149
2019-01-05 15:00:00,116070,144165,102008,187,7810,3682,36715,21553
2019-01-05 16:00:00,115063,142334,101988,193,7685,6968,36176,19717
2019-01-05 17:00:00,113033,141446,101892,199,7523,8478,34999,16968
2019-01-05 18:00:00,109773,137340,101896,200,7690,9744,33686,15850
2019-01-05 19:00:00,106972,131117,101944,221,7753,10547,32773,17843
2019-01-05 20:00:00,103130,127419,101904,245,7803,10463,32014,20007
2019-01-05 21:00:00,100547,125981,101909,246,8011,7953,31912,21483
2019-01-05 22:00:00,101769,129463,102002,220,8081,4867,34485,23205
2019-01-05 23:00:00,104955,131972,102070,222,7964,2236,37284,26003
2019-01-06 00:00:00,108369,135470,102134,223,8152,599,39839,29428
2019-01-06 01:00:00,107417,133553,101944,222,8296,39,41770,36944
2019-01-06 02:00:00,104708,127501,101688,224,8232,16,41971,43090
2019-01-06 03:00:00,102139,121929,101296,226,8031,50,40965,45477
2019-01-06 04:00:00,99533,115929,100618,227,7789,44,38683,46122
2019-01-06 05:00:00,97667,112645,101538,338,7622,16,35443,44998
2019-01-06 06:00:00,94871,104478,101211,230,7541,14,33183,45088
2019-01-06 07:00:00,91404,101632,101320,232,7572,16,31707,43802
2019-01-06 08:00:00,88973,99013,101309,235,7565,7,29049,43735
2019-01-06 09:00:00,88285,97380,101151,238,7596,-11,27811,45020
2019-01-06 10:00:00,87984,96594,101238,236,7698,-4,26016,47593
2019-01-06 11:00:00,88372,97490,101311,241,7809,4,26426,49840
2019-01-06 12:00:00,89954,100543,101402,238,7930,11,29257,51771
2019-01-06 13:00:00,93000,104109,101515,239,7844,314,32392,54590
2019-01-06 14:00:00,95588,107561,101614,238,7902,1938,34404,55984
2019-01-06 15:00:00,96379,108282,101542,235,7987,4116,34434,55888
2019-01-06 16:00:00,94789,104722,101588,236,8241,7852,33041,55581
2019-01-06 17:00:00,91386,101752,101686,235,8247,11002,31414,55871
2019-01-06 18:00:00,86989,99334,101783,232,8024,13290,30343,57091
2019-01-06 19:00:00,85601,98461,101803,232,7895,13717,29965,57644
2019-01-06 20:00:00,84302,98933,101854,230,7833,12564,29462,57807
2019-01-06 21:00:00,84953,101438,101905,230,7837,11192,29681,57529
2019-01-06 22:00:00,87966,107106,101974,227,7993,9590,32768,57384
2019-01-06 23:00:00,94169,113108,102012,228,8019,6665,36011,58145
2019-01-07 00:00:00,99058,119902,101949,222,8149,2513,39334,59792
2019-01-07 01:00:00,100777,123225,101975,221,8190,158,42201,60976
2019-01-07 02:00:00,99518,121622,102077,226,8205,18,43466,61333
2019-01-07 03:00:00,95674,115445,102071,226,8006,9,41439,62704
2019-01-07 04:00:00,90795,108955,102236,228,7767,14,37560,62773
2019-01-07 05:00:00,85050,101761,102265,224,7555,18,33959,60724
2019-01-07 06:00:00,81367,96426,102277,234,7367,22,30614,61220
2019-01-07 07:00:00,78543,93028,102252,237,7276,36,28059,59952
2019-01-07 08:00:00,76601,91354,102100,239,7230,42,26659,58555
2019-01-07 09:00:00,75305,92609,102225,240,7406,35,25556,58105
2019-01-07 10:00:00,76695,98825,102438,239,7551,30,25362,56884
2019-01-07 11:00:00,82767,107981,102529,237,7850,30,28690,56630
2019-01-07 12:00:00,90930,123712,102670,233,8153,46,33964,55799
2019-01-07 13:00:00,99566,134629,102615,235,8120,298,38001,54863
2019-01-07 14:00:00,104172,139881,102586,940,7270,1560,38776,54469
2019-01-07 15:00:00,105076,139084,102629,187,7977,3745,41299,51408
2019-01-07 16:00:00,107727,138289,102671,190,7957,7604,39661,46204
2019-01-07 17:00:00,107218,135675,102628,193,7798,11470,37946,43139
2019-01-07 18:00:00,107525,132712,102623,193,7703,13503,36143,40873
2019-01-07 19:00:00,107945,131639,102644,193,7734,14975,35764,38598
2019-01-07 20:00:00,107658,131330,102756,203,7785,14561,34897,38318
2019-01-07 21:00:00,106403,131989,102715,829,7281,13628,35963,38164
2019-01-07 22:00:00,107343,136940,102729,1052,7468,12352,38953,37008
2019-01-07 23:00:00,109971,140919,102677,1264,7559,9187,40869,37492
2019-01-08 00:00:00,113490,146131,102682,1149,7630,3087,45444,39068
2019-01-08 01:00:00,115668,150516,102772,908,7592,270,48365,40160
2019-01-08 02:00:00,113998,146470,102771,188,8163,56,47791,40108
2019-01-08 03:00:00,109676,136316,102636,193,7901,55,45346,40983
2019-01-08 04:00:00,102709,126488,102525,211,7524,63,42015,42191
2019-01-08 05:00:00,93605,115138,102372,224,7385,12,38409,44296
2019-01-08 06:00:00,89197,107596,102824,229,7368,-23,33871,41977
2019-01-08 07:00:00,84110,101312,102819,232,7293,-37,29531,41696
2019-01-08 08:00:00,81466,99347,102846,235,7246,-36,27456,42339
2019-01-08 09:00:00,81350,98708,102856,241,7243,-30,24868,43137
2019-01-08 10:00:00,81784,100066,102951,237,7396,-32,24616,45153
2019-01-08 11:00:00,85559,107313,103101,243,7583,-37,26848,46848
2019-01-08 12:00:00,92603,119105,103187,241,7742,-27,31697,48534
2019-01-08 13:00:00,99806,129145,103199,296,7794,126,36715,49787
2019-01-08 14:00:00,103590,132304,103148,441,7784,944,39832,49938
2019-01-08 15:00:00,103281,133649,103177,507,7747,2787,42830,49519
2019-01-08 16:00:00,102545,132781,103167,474,7586,7519,41612,47284
2019-01-08 17:00:00,100353,127431,103180,416,7499,11938,38676,48879
2019-01-08 18:00:00,99072,124604,103167,454,7461,14416,36459,49548
2019-01-08 19:00:00,97858,125267,103161,521,7361,14627,35287,48256
2019-01-08 20:00:00,96489,126407,103161,536,7376,14013,34248,46543
2019-01-08 21:00:00,97572,126413,103179,559,7524,12750,34467,45009
2019-01-08 22:00:00,100281,128618,103264,552,7743,10308,36870,44895
2019-01-08 23:00:00,102478,134382,103307,548,7863,6815,40577,43626
2019-01-09 00:00:00,107642,142725,103353,558,8013,2039,43760,41755
2019-01-09 01:00:00,110819,144228,103397,551,8157,179,46977,43327
2019-01-09 02:00:00,109503,141919,103420,551,7937,88,46192,44517
2019-01-09 03:00:00,106386,133678,103406,361,7587,90,43924,44303
2019-01-09 04:00:00,100975,123427,103409,356,7344,81,41307,44339
2019-01-09 05:00:00,97487,121960,102753,230,7221,-17,36885,39340
2019-01-09 06:00:00,90756,111400,103461,360,7062,-26,33052,41862
2019-01-09 07:00:00,87692,107831,103315,365,6928,-20,28833,41327
2019-01-09 08:00:00,86533,105839,103385,365,7024,-23,26696,40298
2019-01-09 09:00:00,86866,106684,103331,367,6915,-30,26073,39802
2019-01-09 10:00:00,90153,109859,103473,373,6950,-23,26858,38916
2019-01-09 11:00:00,97195,118946,103636,369,7145,-25,29134,37015
2019-01-09 12:00:00,105837,136565,103706,366,7509,0,33181,35585
2019-01-09 13:00:00,113787,148992,103709,445,7516,278,39353,34083
2019-01-09 14:00:00,118969,152162,103665,474,7399,1803,41023,33441
2019-01-09 15:00:00,120016,151254,103658,427,7329,4025,42128,32540
2019-01-09 16:00:00,119217,148661,103399,409,7243,8545,41018,31499
2019-01-09 17:00:00,119689,144921,102886,411,7180,12684,38376,29872
2019-01-09 18:00:00,117725,141973,102840,364,7159,14547,36159,29031
2019-01-09 19:00:00,116876,140977,102809,359,7184,14826,34852,28039
2019-01-09 20:00:00,115912,140974,102835,374,7424,14543,33881,27445
2019-01-09 21:00:00,116151,141524,102823,392,7471,13302,34909,27232
2019-01-09 22:00:00,116182,146684,102827,363,7604,10694,39895,27533
2019-01-09 23:00:00,120608,155147,102844,412,7753,6602,43784,27438
2019-01-10 00:00:00,126925,162808,102824,623,7656,2529,48061,29338
2019-01-10 01:00:00,130371,166333,102839,514,7746,228,49914,32242
2019-01-10 02:00:00,130978,165075,102818,409,7613,75,48694,32413
2019-01-10 03:00:00,129527,159248,102795,359,7494,49,45899,32193
2019-01-10 04:00:00,125354,149773,102671,354,7435,49,41034,32460
2019-01-10 05:00:00,113654,134454,102618,360,7145,44,37467,35342
2019-01-10 06:00:00,117279,134463,102573,363,7191,45,34692,32517
2019-01-10 07:00:00,114981,131655,102638,360,7119,48,31038,32328
2019-01-10 08:00:00,112366,129176,102622,363,7164,41,29534,33568
2019-01-10 09:00:00,111863,130637,102714,363,7140,-17,28476,34195
2019-01-10 10:00:00,113754,133735,102742,363,7205,-18,28332,34745
2019-01-10 11:00:00,117748,142226,102773,533,7399,-12,30574,35296
2019-01-10 12:00:00,124727,160779,102828,749,7611,-15,37471,35953
2019-01-10 13:00:00,132148,173883,102825,602,7833,360,40521,36421
2019-01-10 14:00:00,134704,175730,102816,651,7864,2078,42046,36752
2019-01-10 15:00:00,134299,170407,102827,715,7957,4432,43216,37434
2019-01-10 16:00:00,135508,161111,102815,609,7972,9361,42141,35725
2019-01-10 17:00:00,134195,153268,102793,371,7770,14196,38188,34894
2019-01-10 18:00:00,129931,147587,102756,366,7716,16355,35765,34111
2019-01-10 19:00:00,127874,143083,102764,384,7711,16635,34086,33105
2019-01-10 20:00:00,125596,141030,102762,366,7684,16356,32176,32447
2019-01-10 21:00:00,123951,142346,102752,376,7762,15236,32639,31812
2019-01-10 22:00:00,124818,147509,102775,365,7892,12659,36750,31382
2019-01-10 23:00:00,129792,156302,102552,360,8059,9130,41071,30806
2019-01-11 00:00:00,135669,165910,102227,397,8150,3631,46207,31501
2019-01-11 01:00:00,138712,169713,102117,424,7885,358,49899,35632
2019-01-11 02:00:00,137434,167336,102102,428,8304,117,48997,39063
2019-01-11 03:00:00,135144,158541,102083,431,8493,76,46818,40871
2019-01-11 04:00:00,131608,148643,102118,460,8421,68,42844,42540
2019-01-11 05:00:00,121934,139640,102921,357,7618,71,38454,43784
2019-01-11 06:00:00,123811,132040,102176,362,7739,67,35394,40850
2019-01-11 07:00:00,122660,129295,102215,357,7602,68,31890,38974
2019-01-11 08:00:00,121613,127381,102255,359,7553,68,30673,37267
2019-01-11 09:00:00,123054,129309,102372,366,6963,61,29611,35657
2019-01-11 10:00:00,123917,134755,102467,380,7440,-26,29740,34250
2019-01-11 11:00:00,127935,144368,102577,413,7509,-25,35077,33481
2019-01-11 12:00:00,133842,160787,102733,516,7613,-14,43429,32732
2019-01-11 13:00:00,138771,173879,102722,582,7816,317,45545,32404
2019-01-11 14:00:00,140984,175687,102797,573,8035,2070,46464,31624
2019-01-11 15:00:00,140355,168065,102859,508,8171,4446,48122,30647
2019-01-11 16:00:00,139646,160264,102936,408,7990,8032,44803,29870
2019-01-11 17:00:00,137031,152076,102958,387,7697,12019,40532,29175
2019-01-11 18:00:00,135068,146062,102968,418,7430,14175,37068,27644
2019-01-11 19:00:00,134190,143044,102964,379,7425,14804,34294,26299
2019-01-11 20:00:00,132539,142020,102989,369,7411,14034,33398,26552
2019-01-11 21:00:00,130519,140814,102974,369,7493,12335,33200,27300
2019-01-11 22:00:00,131776,145400,103018,364,7657,9305,35212,27740
2019-01-11 23:00:00,134653,152705,102981,360,7852,6273,39117,27098
2019-01-12 00:00:00,138167,157146,102955,357,7939,3064,42906,27837
2019-01-12 01:00:00,139378,158541,103044,360,8148,189,45568,29541
2019-01-12 02:00:00,139050,156733,103104,358,8217,79,46156,28547
2019-01-12 03:00:00,138064,149763,103004,357,8239,37,43727,27664
2019-01-12 04:00:00,136873,140041,102921,360,7793,-25,40907,27285
2019-01-12 05:00:00,131369,131669,102588,361,7689,18,38176,28299
2019-01-12 06:00:00,125938,123010,103231,358,7171,-8,34902,27766
2019-01-12 07:00:00,121836,117340,103260,361,7068,-30,31867,28771
2019-01-12 08:00:00,118023,113736,103253,358,6833,-29,29368,29873
2019-01-12 09:00:00,115670,111500,103378,362,7405,-24,27228,31524
2019-01-12 10:00:00,114100,111811,103534,372,7457,-31,26545,33246
2019-01-12 11:00:00,114930,114466,103587,372,7470,-34,27157,35004
2019-01-12 12:00:00,117493,118740,103704,372,7666,-18,28912,36564
2019-01-12 13:00:00,121624,124841,103473,370,7807,141,31550,37178
2019-01-12 14:00:00,126404,129138,103328,364,8046,714,35977,37136
2019-01-12 15:00:00,128599,132717,102916,368,8423,2100,38243,36627
2019-01-12 16:00:00,128811,133837,102858,379,8597,4905,37939,37284
2019-01-12 17:00:00,127302,130724,102633,367,8110,7550,38042,39064
2019-01-12 18:00:00,125982,128358,102555,367,7832,10096,36890,39113
2019-01-12 19:00:00,125890,127100,102566,436,7727,9878,35054,39033
2019-01-12 20:00:00,124414,126684,102598,376,7641,10371,33920,39078
2019-01-12 21:00:00,123465,128599,102597,361,7842,8854,33065,38338
2019-01-12 22:00:00,125082,133014,102633,360,8159,7783,34375,36820
2019-01-12 23:00:00,127678,138619,102720,359,8170,5831,37414,33843
2019-01-13 00:00:00,131286,146376,102797,358,8174,1988,40183,30155
2019-01-13 01:00:00,132601,149950,102880,357,8121,217,43154,28734
2019-01-13 02:00:00,131149,148011,102873,357,8462,139,43407,28588
2019-01-13 03:00:00,129020,143412,102773,354,8136,65,41718,27288
2019-01-13 04:00:00,126553,137602,102743,336,7490,67,40236,25206
2019-01-13 05:00:00,126597,132157,103338,358,7418,68,36806,19421
2019-01-13 06:00:00,117589,126607,102509,344,7477,63,34147,22419
2019-01-13 07:00:00,113820,123119,102664,363,7391,68,31559,21953
2019-01-13 08:00:00,111723,120766,102664,370,7430,75,28624,22211
2019-01-13 09:00:00,111602,119892,102683,374,7372,79,26355,21700
2019-01-13 10:00:00,112842,120138,102701,374,7418,74,25622,20890
2019-01-13 11:00:00,115172,123045,102658,372,7453,-29,25458,20022
2019-01-13 12:00:00,117189,127023,102536,373,7446,-3,27948,19289
2019-01-13 13:00:00,120758,133356,102551,377,7489,112,30483,19078
2019-01-13 14:00:00,127492,140872,102560,376,7573,585,33343,17752
2019-01-13 15:00:00,131438,147282,102564,371,7641,1724,35922,15518
2019-01-13 16:00:00,133810,148319,102550,375,7718,6386,36893,13848
2019-01-13 17:00:00,133773,147660,102521,371,7544,11411,35659,11803
2019-01-13 18:00:00,132434,146721,102531,368,7439,12700,34816,9861
2019-01-13 19:00:00,132443,146006,102500,365,7520,12866,33422,9344
2019-01-13 20:00:00,131953,145273,102590,366,7522,12171,32786,9068
2019-01-13 21:00:00,133004,146864,102557,366,7590,11707,32645,8696
2019-01-13 22:00:00,135886,153239,102574,363,7897,9764,35480,8756
2019-01-13 23:00:00,138315,160498,102585,364,8157,6883,39869,9091
2019-01-14 00:00:00,142297,166182,102578,359,8240,2453,43637,9783
2019-01-14 01:00:00,144333,170700,102534,359,8279,362,45192,10903
2019-01-14 02:00:00,143652,170478,102552,360,8114,72,44863,11550
2019-01-14 03:00:00,140363,163383,102551,360,7831,74,42299,11990
2019-01-14 04:00:00,135625,154801,102565,359,7447,76,39617,12705
2019-01-14 05:00:00,127653,143559,102425,343,7283,77,36109,17366
2019-01-14 06:00:00,126174,137307,102575,357,7196,85,32806,13152
2019-01-14 07:00:00,122976,134593,102584,356,7255,90,29237,13591
2019-01-14 08:00:00,122004,132675,102585,361,7220,81,27368,13489
2019-01-14 09:00:00,122869,133955,102585,360,7293,78,26980,12882
2019-01-14 10:00:00,125585,138680,102628,363,7436,11,26827,12558
2019-01-14 11:00:00,130274,149459,102671,369,7850,-26,29448,12413
2019-01-14 12:00:00,137136,164812,102702,364,8049,-12,38464,12508
2019-01-14 13:00:00,143582,179683,102663,363,8304,101,43654,12484
2019-01-14 14:00:00,146079,185092,102614,380,8289,593,46266,12397
2019-01-14 15:00:00,146245,186328,102587,361,8405,1434,46703,11721
2019-01-14 16:00:00,146992,187127,102561,411,8335,3405,44895,10168
2019-01-14 17:00:00,146341,182755,102558,456,8155,5879,42148,9842
2019-01-14 18:00:00,143695,177739,102542,558,7829,7274,40362,10326
2019-01-14 19:00:00,142635,174784,102499,667,7623,7741,38168,10022
2019-01-14 20:00:00,141749,172279,102555,603,7507,7170,37777,9111
2019-01-14 21:00:00,141143,172812,102629,839,7683,6104,37224,9138
2019-01-14 22:00:00,141468,179284,102644,532,7916,4078,41069,8761
2019-01-14 23:00:00,144917,185981,102738,360,8247,2749,44621,8373
2019-01-15 00:00:00,148127,192563,102709,358,8436,982,46727,9051
2019-01-15 01:00:00,149122,195613,102751,354,8587,54,49183,11741
2019-01-15 02:00:00,147677,190049,102806,358,8473,-20,46188,15013
2019-01-15 03:00:00,144784,180887,102931,357,8300,-23,42935,16858
2019-01-15 04:00:00,140679,167635,102901,356,7966,-20,40560,17843
2019-01-15 05:00:00,135098,153137,102532,362,7594,-19,37260,16435
2019-01-15 06:00:00,134303,147656,103031,349,7801,-31,33305,15924
2019-01-15 07:00:00,131497,141505,102958,360,7820,-27,29808,15720
2019-01-15 08:00:00,129212,138340,102975,366,7649,-28,28533,15783
2019-01-15 09:00:00,129245,138363,103076,370,7440,-40,26604,15750
2019-01-15 10:00:00,131041,142209,103312,371,7665,-30,26279,15615
2019-01-15 11:00:00,136106,150735,103538,376,8086,-27,29762,15968
2019-01-15 12:00:00,142925,166235,103475,386,8375,-4,37587,15760
2019-01-15 13:00:00,148334,177110,103430,503,8373,191,42346,15191
2019-01-15 14:00:00,148831,179983,103493,582,8501,817,43645,15807
2019-01-15 15:00:00,149563,178651,103480,477,8620,1699,45188,15987
2019-01-15 16:00:00,149666,175007,103544,488,8467,3322,43180,15827
2019-01-15 17:00:00,148663,170872,103488,400,8485,5063,39778,16030
2019-01-15 18:00:00,146036,164025,103501,368,8546,6753,36350,18717
2019-01-15 19:00:00,144459,157440,103558,374,8751,7473,34233,22609
2019-01-15 20:00:00,142745,153894,103621,387,8687,7773,32437,23819
2019-01-15 21:00:00,140873,154425,103656,370,8868,7624,31611,23962
2019-01-15 22:00:00,141832,158337,103679,362,9119,5945,35440,23511
2019-01-15 23:00:00,146397,165141,103696,370,9250,3577,37472,23474
2019-01-16 00:00:00,151102,171401,103615,363,9439,1424,41590,24323
2019-01-16 01:00:00,152514,174688,103576,361,9531,65,44057,26810
2019-01-16 02:00:00,151427,170069,103386,360,9412,-4,44227,30108
2019-01-16 03:00:00,148278,160126,103040,363,8369,13,42894,33053
2019-01-16 04:00:00,143533,150878,103064,357,8041,38,40309,32596
2019-01-16 05:00:00,138247,141788,102936,358,7834,44,36953,30571
2019-01-16 06:00:00,135381,133989,102074,1854,7732,29,32216,31691
2019-01-16 07:00:00,131187,131343,101939,1783,7737,13,28802,30782
2019-01-16 08:00:00,129180,129195,101908,1743,7525,32,26526,30415
2019-01-16 09:00:00,129176,129326,101762,1915,7463,28,25106,29427
2019-01-16 10:00:00,131858,133488,101797,1972,7530,31,25888,27829
2019-01-16 11:00:00,136189,143431,102155,1893,7841,27,30560,26881
2019-01-16 12:00:00,142994,159514,101994,2240,7859,25,37679,25722
2019-01-16 13:00:00,147667,171639,102071,2348,8118,358,41875,24667
2019-01-16 14:00:00,150021,173302,101917,2354,8345,1883,41752,23382
2019-01-16 15:00:00,149080,168621,101890,2387,8462,4356,42383,22047
2019-01-16 16:00:00,148106,163508,101872,2369,8492,8575,38359,20530
2019-01-16 17:00:00,146573,156279,101833,2276,8295,11591,34933,19159
2019-01-16 18:00:00,144403,150586,101861,2292,7764,12883,33028,18857
2019-01-16 19:00:00,144256,145915,101833,2386,7681,13240,31270,18861
2019-01-16 20:00:00,142191,142472,101888,2346,7539,13158,30593,19442
2019-01-16 21:00:00,140757,142341,101909,2280,7387,11526,30396,20323
2019-01-16 22:00:00,141022,146401,102028,2190,7509,9036,31836,21446
2019-01-16 23:00:00,141970,154240,102157,2200,8116,6048,35271,22379
2019-01-17 00:00:00,144811,165193,102093,2329,7786,2130,38079,22591
2019-01-17 01:00:00,147219,168243,102108,2178,8164,243,40872,23666
2019-01-17 02:00:00,147314,163360,102099,2119,8070,85,41986,24862
2019-01-17 03:00:00,145327,154282,102063,2099,7939,83,40175,25140
2019-01-17 04:00:00,142291,142706,101999,2072,7810,78,37398,25588
2019-01-17 05:00:00,139002,133375,101773,1795,7625,72,34524,26983
