period,COL,NG,NUC,OIL,OTH,SUN,WAT,WND
2022-01-02 13:00:00,85690,130844,96026,333,7299,160,28461,52895
2022-01-02 14:00:00,89305,138738,96015,932,6975,1617,31613,51740
2022-01-02 15:00:00,91877,148938,95976,938,7460,5638,33880,49484
2022-01-02 16:00:00,94348,153729,95989,327,8296,17027,34364,44546
2022-01-02 17:00:00,97051,155315,96068,991,7158,26143,32947,38407
2022-01-02 18:00:00,99704,158449,96066,979,7213,27483,32852,32612
2022-01-02 19:00:00,99493,159422,95993,330,7762,26801,32937,30361
2022-01-02 20:00:00,98250,160706,96019,981,6784,26260,32768,28665
2022-01-02 21:00:00,97231,163179,96070,1022,6956,25078,32912,27174
2022-01-02 22:00:00,99788,168629,96182,992,7070,23452,35453,25224
2022-01-02 23:00:00,102884,176530,96157,1039,7499,19160,38427,23262
2022-01-03 00:00:00,107555,190145,96176,1044,8231,6295,42272,23801
2022-01-03 01:00:00,108694,197918,96209,1015,8897,300,43619,28015
2022-01-03 02:00:00,107345,195606,96201,980,8768,41,41733,32110
2022-01-03 03:00:00,104766,189225,96253,1062,8607,53,39964,35147
2022-01-03 04:00:00,99913,180071,96324,989,8198,48,37777,37961
2022-01-03 05:00:00,94394,160933,96109,961,7666,44,34184,45280
2022-01-03 06:00:00,93740,165600,96530,1238,7339,27,31174,40954
2022-01-03 07:00:00,92364,160440,96526,1260,7150,4,27410,40983
2022-01-03 08:00:00,91520,159079,96667,1402,6864,-3,25264,40205
2022-01-03 09:00:00,91853,161071,96634,1586,6516,-5,24747,38638
2022-01-03 10:00:00,92866,166891,96740,1587,6553,-5,24417,37681
2022-01-03 11:00:00,94941,177300,96840,1646,6825,-3,26856,36292
2022-01-03 12:00:00,97937,192084,96840,1798,7480,-2,34063,35236
2022-01-03 13:00:00,104054,205567,96912,1853,7893,120,38406,35049
2022-01-03 14:00:00,109485,215934,96960,1908,8784,1551,40640,35336
2022-01-03 15:00:00,111970,215332,96981,1934,9485,6766,41845,36022
2022-01-03 16:00:00,112370,208762,97000,1971,8828,19221,41268,32519
2022-01-03 17:00:00,113158,199206,96971,2130,8271,27597,39374,27339
2022-01-03 18:00:00,112838,191147,96113,2048,7680,30411,37216,27655
2022-01-03 19:00:00,109840,181995,96075,2009,8158,30376,36176,31075
2022-01-03 20:00:00,105272,175038,96010,1838,8108,30617,35629,35626
2022-01-03 21:00:00,101102,172000,96103,1848,7919,29128,34970,41110
2022-01-03 22:00:00,99618,178068,96228,2002,8139,24546,38029,46503
2022-01-03 23:00:00,101837,185768,96312,2307,8909,15114,42629,50987
2022-01-04 00:00:00,106190,197263,96296,2481,9607,4184,45607,58185
2022-01-04 01:00:00,107793,200268,96287,2058,10163,290,46332,67098
2022-01-04 02:00:00,107136,195773,96279,2155,10064,34,45046,73561
2022-01-04 03:00:00,103929,186429,96339,1663,10445,99,42751,77390
2022-01-04 04:00:00,98913,178451,96353,2325,9136,127,39989,78553
2022-01-04 05:00:00,91798,164101,97005,1038,8363,114,36319,74360
2022-01-04 06:00:00,92555,163957,96563,980,8123,81,33051,78827
2022-01-04 07:00:00,90545,157325,96719,978,7829,41,31450,78165
2022-01-04 08:00:00,90160,156475,96735,375,8442,20,29909,77779
2022-01-04 09:00:00,91205,156099,96799,1017,7750,18,28430,77896
2022-01-04 10:00:00,91610,160649,96919,1324,7685,23,30322,77686
2022-01-04 11:00:00,93015,171214,96934,1376,8275,15,34042,77287
2022-01-04 12:00:00,97303,186695,96930,1628,8653,11,39216,78288
2022-01-04 13:00:00,103666,198917,96912,1907,9217,758,42844,78945
2022-01-04 14:00:00,105501,199199,96910,1728,9457,4944,42986,79185
2022-01-04 15:00:00,104664,191021,96898,1256,9832,11541,41746,78374
2022-01-04 16:00:00,103263,178894,96844,1005,8666,20718,39096,75780
2022-01-04 17:00:00,100643,165812,96709,1051,8135,28407,35804,73878
2022-01-04 18:00:00,98560,156227,96679,1006,8094,29528,32798,74655
2022-01-04 19:00:00,94936,148176,96629,327,8942,29048,30985,74640
2022-01-04 20:00:00,93066,147586,96344,361,8778,27493,30003,73494
2022-01-04 21:00:00,92782,150676,96476,985,8395,24835,29849,72185
2022-01-04 22:00:00,95179,158098,96559,326,9401,20801,33777,70938
2022-01-04 23:00:00,100786,168497,96545,1045,9345,16524,37123,68621
2022-01-05 00:00:00,107674,181420,96539,1077,9332,5614,40839,68379
2022-01-05 01:00:00,110744,186798,96547,1106,10200,296,42154,70277
2022-01-05 02:00:00,107386,184061,96601,1095,10334,14,41514,74907
2022-01-05 03:00:00,102964,175047,96518,1077,9587,76,39926,76336
2022-01-05 04:00:00,97508,163263,96501,1196,9171,74,37563,76993
2022-01-05 05:00:00,91271,159352,96453,991,8486,64,34838,74740
2022-01-05 06:00:00,90081,142136,96420,339,9066,3,31916,75519
2022-01-05 07:00:00,88730,137541,96292,339,8121,-30,29116,74230
2022-01-05 08:00:00,88014,135013,96160,333,7997,-36,26572,73085
2022-01-05 09:00:00,87593,132658,96259,333,7763,-29,25899,73745
2022-01-05 10:00:00,87280,137300,96273,1023,7109,-31,25555,75336
2022-01-05 11:00:00,89074,144247,96333,1013,7595,-34,28317,76221
2022-01-05 12:00:00,94132,155408,96413,1089,8044,-33,32835,76863
2022-01-05 13:00:00,101285,167155,96369,1046,8545,199,36310,77122
2022-01-05 14:00:00,108474,172915,96376,1099,8920,1694,38341,75663
2022-01-05 15:00:00,108415,172509,96366,1131,9721,7107,38782,72785
2022-01-05 16:00:00,104712,166395,96299,1075,8961,18678,36983,68549
2022-01-05 17:00:00,104026,161903,96285,1039,8282,26200,34202,65181
2022-01-05 18:00:00,104446,159811,96232,1004,7937,27661,32514,59962
2022-01-05 19:00:00,103253,156856,96258,970,7763,28326,31783,56084
2022-01-05 20:00:00,100781,157499,96197,337,8424,28165,30458,53818
2022-01-05 21:00:00,99763,157255,96131,1018,8137,27300,31820,53934
2022-01-05 22:00:00,99846,162256,96127,341,9072,24475,33725,55310
2022-01-05 23:00:00,101641,171575,96203,985,8609,17839,36455,58206
2022-01-06 00:00:00,107019,182820,96127,978,9013,5894,39177,61097
2022-01-06 01:00:00,107789,187788,96174,977,9701,288,41755,65260
2022-01-06 02:00:00,106585,183908,96213,979,9929,14,41283,66584
2022-01-06 03:00:00,104792,176767,96264,952,9387,67,38658,67071
2022-01-06 04:00:00,101849,165557,96103,973,8599,52,36251,67439
2022-01-06 05:00:00,98020,154473,96143,944,8502,25,33790,69560
2022-01-06 06:00:00,93005,145185,96132,914,7696,-19,31630,69511
2022-01-06 07:00:00,91201,139838,96143,905,7280,-24,29678,69030
2022-01-06 08:00:00,91488,136967,96173,891,7193,-28,27924,67257
2022-01-06 09:00:00,92311,137659,96228,903,7109,-24,27377,66476
2022-01-06 10:00:00,94728,143070,96323,911,7110,-31,28171,64164
2022-01-06 11:00:00,97776,151512,96366,955,7434,-35,30609,64430
2022-01-06 12:00:00,103308,166270,96696,992,7703,-25,35070,64897
2022-01-06 13:00:00,111211,178660,96761,998,8386,405,37162,65200
2022-01-06 14:00:00,113361,184967,96703,1065,8765,3627,37934,65647
2022-01-06 15:00:00,113093,182678,96696,1055,9954,9711,38710,63251
2022-01-06 16:00:00,111536,176320,96788,982,9592,18898,38518,60696
2022-01-06 17:00:00,110428,170009,96906,980,9081,27112,35619,57581
2022-01-06 18:00:00,110696,166268,96890,954,8657,31145,33649,54277
2022-01-06 19:00:00,111336,166162,96741,1016,8218,31865,32362,51283
2022-01-06 20:00:00,113938,167532,96823,1043,8139,30828,32064,46678
2022-01-06 21:00:00,115051,174477,96892,1072,8101,27328,33105,42495
2022-01-06 22:00:00,114733,184942,96924,1089,8398,24148,36506,39079
2022-01-06 23:00:00,119097,195318,96930,1109,9079,18124,40373,35873
2022-01-07 00:00:00,123118,209701,96900,1145,9689,6258,43910,33558
2022-01-07 01:00:00,125115,219484,96900,1216,10311,418,44659,33102
2022-01-07 02:00:00,124490,215567,96614,1213,10452,53,42850,34872
2022-01-07 03:00:00,122804,209378,96239,1157,9451,107,40702,35618
2022-01-07 04:00:00,119571,199334,96108,1127,9001,61,36953,36406
2022-01-07 05:00:00,111809,188449,95261,1107,8261,70,33430,38233
2022-01-07 06:00:00,115654,182167,95615,1310,8091,55,31371,36123
2022-01-07 07:00:00,116204,176448,95649,1202,7454,9,29426,35965
2022-01-07 08:00:00,115986,173650,95697,1235,7373,-10,28123,36222
2022-01-07 09:00:00,116980,174881,95749,1234,7178,-2,26478,35785
2022-01-07 10:00:00,119370,179415,95791,1209,7200,-4,26846,35709
2022-01-07 11:00:00,120443,186043,96001,1350,7728,-11,29387,36954
2022-01-07 12:00:00,123562,200506,96069,1586,8121,-3,35148,38276
2022-01-07 13:00:00,126671,213699,96057,1934,9279,677,39786,39757
2022-01-07 14:00:00,128839,219391,96055,2270,9817,4217,40264,41906
2022-01-07 15:00:00,128373,212339,95889,2354,10642,11553,42894,43202
2022-01-07 16:00:00,128249,202368,95962,2196,9976,23435,40563,43028
2022-01-07 17:00:00,126980,191810,96071,2653,9618,30457,36941,45598
2022-01-07 18:00:00,125166,182172,96175,2744,9034,32225,32659,50135
2022-01-07 19:00:00,122284,173004,95623,2718,8843,32539,31002,53666
2022-01-07 20:00:00,121522,166468,94937,2616,8282,31727,30968,56893
2022-01-07 21:00:00,120380,163210,95019,2554,8396,28250,32933,59702
2022-01-07 22:00:00,120797,169558,95084,2741,8670,22854,36524,63428
2022-01-07 23:00:00,122591,178263,95166,2888,9323,14285,40142,66150
2022-01-08 00:00:00,126433,187019,95278,2823,9784,4396,43937,69628
2022-01-08 01:00:00,126748,186757,95257,2447,10350,390,45541,75615
2022-01-08 02:00:00,125722,180589,95322,2384,9676,152,45561,79696
2022-01-08 03:00:00,122628,175064,94977,2240,9611,196,42830,80143
2022-01-08 04:00:00,120234,168049,94600,2155,9104,188,38074,80735
2022-01-08 05:00:00,112080,159219,94829,2261,8671,159,34420,81951
2022-01-08 06:00:00,114243,149824,94818,1924,8468,97,32701,80150
2022-01-08 07:00:00,112119,143167,94869,1868,8009,64,30236,81148
2022-01-08 08:00:00,110486,141061,94811,1602,7604,71,28717,81624
2022-01-08 09:00:00,108686,139137,94893,1613,7450,70,28705,81690
2022-01-08 10:00:00,109075,140419,94933,1672,7279,78,29780,81494
2022-01-08 11:00:00,110057,143024,95162,1751,8166,73,32349,80848
2022-01-08 12:00:00,110761,145606,95307,1918,8045,82,36054,80297
2022-01-08 13:00:00,113098,151362,95327,1766,8340,896,38783,80093
2022-01-08 14:00:00,115814,153098,95318,1805,9630,5438,36696,79767
2022-01-08 15:00:00,113878,150695,95338,2350,10094,12005,37238,79142
2022-01-08 16:00:00,113645,146599,95262,2404,10014,20114,35959,75690
2022-01-08 17:00:00,111563,141280,95270,2302,8732,27704,34753,72642
2022-01-08 18:00:00,108503,135334,95264,2238,8975,30378,33411,69789
2022-01-08 19:00:00,107417,131210,95223,2114,8533,30669,32030,66631
2022-01-08 20:00:00,107653,131112,95165,2120,8390,28862,30856,63659
2022-01-08 21:00:00,109231,133965,95201,2331,8450,25946,29928,60343
2022-01-08 22:00:00,110018,139085,95134,2483,8697,21707,32754,58827
2022-01-08 23:00:00,111462,145483,95166,2786,9714,16791,35126,59928
2022-01-09 00:00:00,115817,155546,95211,2856,9811,6017,38302,60704
2022-01-09 01:00:00,117105,159958,95232,2802,10157,494,40128,62097
2022-01-09 02:00:00,115492,156339,95172,2594,9522,112,41232,63895
2022-01-09 03:00:00,111966,148528,95050,2416,9295,110,39932,67109
2022-01-09 04:00:00,106533,139809,95019,2173,9017,143,37318,70303
2022-01-09 05:00:00,105301,135247,95020,2156,9194,127,35361,69524
2022-01-09 06:00:00,96679,122558,94990,1861,8215,104,31534,70864
2022-01-09 07:00:00,94616,118802,94696,1890,7832,96,29187,69009
2022-01-09 08:00:00,90719,115469,94751,1900,6823,19,27692,70208
2022-01-09 09:00:00,88940,112496,94732,1873,6657,38,25782,71611
2022-01-09 10:00:00,86985,111887,94710,1892,6573,40,25774,72783
2022-01-09 11:00:00,86244,111490,94815,1899,7287,36,26846,74905
2022-01-09 12:00:00,87973,112426,94822,1932,7499,9,29265,75733
2022-01-09 13:00:00,90316,115272,94879,2033,7796,324,31529,76510
2022-01-09 14:00:00,93721,121049,94968,2068,8327,2570,32282,77255
2022-01-09 15:00:00,97131,127504,94835,2045,8597,6066,33943,75122
2022-01-09 16:00:00,100880,129914,94553,1883,8590,14599,33985,71921
2022-01-09 17:00:00,102665,128319,94549,1814,8318,22887,32446,68103
2022-01-09 18:00:00,104076,129983,94568,2072,7525,25280,31472,64822
2022-01-09 19:00:00,104310,130258,94601,1992,7691,26136,30733,60116
2022-01-09 20:00:00,104788,130302,94599,1975,8205,26748,29919,56540
2022-01-09 21:00:00,105593,132741,94633,1848,8325,24806,29920,53308
2022-01-09 22:00:00,108495,140424,94658,1919,8727,20948,31078,50516
2022-01-09 23:00:00,113891,150785,94696,1879,9319,15583,32598,46712
2022-01-10 00:00:00,118519,161393,94719,1844,9634,6612,37030,45269
2022-01-10 01:00:00,120120,168278,94718,1537,10390,685,39742,47158
2022-01-10 02:00:00,119955,166528,94765,1432,9742,149,39565,50795
2022-01-10 03:00:00,117236,159957,94692,716,9843,220,36163,51200
2022-01-10 04:00:00,113987,150478,94983,718,9245,219,34679,52259
2022-01-10 05:00:00,110431,143825,94934,668,8654,196,32503,51833
2022-01-10 06:00:00,107769,138002,95188,1123,7569,110,30385,48713
2022-01-10 07:00:00,106631,135447,95209,1055,7200,24,27753,46112
2022-01-10 08:00:00,106641,134926,95202,1062,6464,12,26677,44384
2022-01-10 09:00:00,107764,137396,95218,1075,6581,13,25987,43334
2022-01-10 10:00:00,111407,143208,95215,1103,6683,11,26307,42078
2022-01-10 11:00:00,116899,155668,95417,1229,7800,12,28584,39704
2022-01-10 12:00:00,123153,172278,95440,1633,8659,4,34344,39196
2022-01-10 13:00:00,126769,188656,95446,2018,9324,333,39901,39273
2022-01-10 14:00:00,129368,200277,95423,2367,9848,2653,41470,36548
2022-01-10 15:00:00,129558,201613,95486,2185,10048,7891,40965,33748
2022-01-10 16:00:00,128027,195420,95518,2854,9867,17967,37987,29480
2022-01-10 17:00:00,125663,189127,95473,2192,10426,25940,35145,25906
2022-01-10 18:00:00,123231,182491,95499,2758,9673,29020,33002,25082
2022-01-10 19:00:00,121091,178263,95482,2919,9587,29128,30334,24942
2022-01-10 20:00:00,119917,174373,95483,2851,9336,29828,29705,25064
2022-01-10 21:00:00,119341,173375,95524,2868,9824,27023,30673,25416
2022-01-10 22:00:00,121867,180543,95533,3292,10129,21166,34374,24432
2022-01-10 23:00:00,126806,190987,95526,3636,10634,14632,38238,23873
2022-01-11 00:00:00,131732,201073,95507,3735,11101,4694,44771,27027
2022-01-11 01:00:00,132643,206977,95493,3483,11671,347,47574,32327
2022-01-11 02:00:00,130949,204113,95511,2992,10759,74,45473,39300
2022-01-11 03:00:00,128863,196274,95457,2712,9696,101,42152,44022
2022-01-11 04:00:00,124096,185377,95526,2559,8753,98,39692,47457
2022-01-11 05:00:00,111862,170962,95114,2409,7321,85,35660,50879
2022-01-11 06:00:00,115882,171270,95592,2427,6975,71,31914,49870
2022-01-11 07:00:00,114475,165177,95576,2302,6800,4,29456,50691
2022-01-11 08:00:00,114899,163392,95619,2308,6321,-12,27906,52939
2022-01-11 09:00:00,114738,162633,95715,2409,6078,-3,27348,53911
2022-01-11 10:00:00,115863,166389,95822,2515,6195,-4,27905,55616
2022-01-11 11:00:00,116768,176627,95826,2904,7862,-6,32897,56479
2022-01-11 12:00:00,120390,192968,95856,3646,8130,-5,38317,56967
2022-01-11 13:00:00,124973,206888,95906,4200,8078,958,42762,58727
2022-01-11 14:00:00,126807,205368,95889,4143,8344,5632,43096,61064
2022-01-11 15:00:00,125583,199200,95907,3952,8903,12501,40299,60591
2022-01-11 16:00:00,123282,183205,95899,4060,8409,22352,37676,58445
2022-01-11 17:00:00,120319,169126,95919,3903,7563,30692,33483,58023
2022-01-11 18:00:00,115970,156319,96009,3819,7712,33678,30591,61362
2022-01-11 19:00:00,110118,152872,96057,3775,7194,33660,29198,63324
2022-01-11 20:00:00,107044,148019,96200,3451,7505,32945,28728,64450
2022-01-11 21:00:00,106199,150995,96273,3835,7577,30070,28961,64163
2022-01-11 22:00:00,107762,159663,96389,4781,7608,24920,32551,63614
2022-01-11 23:00:00,114079,171240,96444,6805,8352,16527,35445,61996
2022-01-12 00:00:00,120365,183700,96511,5965,8252,6126,41427,62096
2022-01-12 01:00:00,123501,191136,96599,4891,9186,383,44301,65375
2022-01-12 02:00:00,123393,188201,96694,4498,8798,32,42967,68515
2022-01-12 03:00:00,123125,178026,96667,4314,8093,43,40854,69588
2022-01-12 04:00:00,120572,166596,96735,3861,7332,49,36967,68766
2022-01-12 05:00:00,117342,161102,96786,3477,7221,55,34595,63177
2022-01-12 06:00:00,111676,149669,96752,2726,6645,27,31031,68667
2022-01-12 07:00:00,109880,144045,96773,2678,6394,13,28744,68279
2022-01-12 08:00:00,109524,141347,96774,2721,6286,12,28068,66700
2022-01-12 09:00:00,111152,142436,96791,2591,6181,15,27473,64178
2022-01-12 10:00:00,112441,148360,96812,2594,6277,17,28244,61861
2022-01-12 11:00:00,114320,159083,96827,2792,7136,40,32020,59446
2022-01-12 12:00:00,119323,176835,96841,2692,7196,0,37538,56089
2022-01-12 13:00:00,123916,190338,96766,2924,7611,903,41999,53400
2022-01-12 14:00:00,127820,192095,96770,2839,8006,5050,40086,52133
2022-01-12 15:00:00,124454,186218,96751,2716,9072,11784,38271,49139
2022-01-12 16:00:00,120176,179379,96729,2370,8567,22328,34973,40558
2022-01-12 17:00:00,118092,174281,96668,2109,8473,30073,32289,30315
2022-01-12 18:00:00,115831,167593,96642,1915,8105,32097,29986,25421
2022-01-12 19:00:00,114283,163449,96639,1855,8107,31339,28541,22931
2022-01-12 20:00:00,113387,158785,96627,2056,7588,30566,27891,23895
2022-01-12 21:00:00,111363,159794,96666,2192,7929,27560,27630,24262
2022-01-12 22:00:00,112479,166243,96708,2372,8041,21891,30746,24983
2022-01-12 23:00:00,115636,176400,96712,2991,8203,15442,35123,24422
2022-01-13 00:00:00,119985,189769,96639,2705,8320,4963,39424,25403
2022-01-13 01:00:00,122200,197171,96647,2321,8694,497,40212,26429
2022-01-13 02:00:00,121710,194335,96670,1286,8795,139,40193,27861
2022-01-13 03:00:00,119599,186610,96539,1501,7557,117,38473,28179
2022-01-13 04:00:00,116516,175940,96449,645,7686,120,36988,29025
2022-01-13 05:00:00,118464,164052,96466,1117,6739,81,34073,34421
2022-01-13 06:00:00,107507,162524,96302,1258,6211,88,30774,30458
2022-01-13 07:00:00,106014,158183,96271,1218,6051,73,27078,31092
2022-01-13 08:00:00,104790,154362,96337,1382,5909,60,25421,32413
2022-01-13 09:00:00,104692,153908,96366,1699,5806,63,25333,33634
2022-01-13 10:00:00,106016,155947,96367,1726,5711,63,25919,35844
2022-01-13 11:00:00,108253,163320,96453,1712,5703,47,30072,37946
2022-01-13 12:00:00,113881,177584,96580,1793,5982,47,34668,40142
2022-01-13 13:00:00,117309,190099,96587,2018,6395,792,38822,42305
2022-01-13 14:00:00,119898,192717,96560,2034,6725,4250,39531,42848
2022-01-13 15:00:00,118140,186351,96504,1931,7109,11519,39216,40271
2022-01-13 16:00:00,115396,178632,96567,1720,6537,21763,36503,31955
2022-01-13 17:00:00,116359,171743,96538,1685,6070,26523,33889,23725
2022-01-13 18:00:00,116837,166019,96520,1501,5994,26957,32167,20388
2022-01-13 19:00:00,116167,162473,96461,1518,5667,26720,30344,19332
2022-01-13 20:00:00,114242,160510,96513,1659,5335,27297,28835,19251
2022-01-13 21:00:00,113228,161523,96477,1686,5667,25120,28778,19760
2022-01-13 22:00:00,114115,167894,96453,1746,5656,19940,30235,19972
2022-01-13 23:00:00,116901,175834,96515,1798,5537,13094,34605,20439
2022-01-14 00:00:00,119277,185321,96441,1899,6181,4545,38558,21509
2022-01-14 01:00:00,120374,189886,96463,1801,6836,546,39602,23046
2022-01-14 02:00:00,119237,187330,96553,1681,7008,20,39100,24432
2022-01-14 03:00:00,115803,174504,95575,1566,6982,4002,36992,25629
2022-01-14 04:00:00,112855,166512,95515,1495,6699,4002,33952,27031
2022-01-14 05:00:00,111107,156679,95549,1546,6408,6051,30783,33364
2022-01-14 06:00:00,107189,145208,96473,1365,6272,-4,29148,34580
2022-01-14 07:00:00,103640,138616,96413,1104,6077,-7,26715,37453
2022-01-14 08:00:00,102337,134505,96435,1076,6184,11,25390,41429
2022-01-14 09:00:00,101307,133467,96436,1101,6220,6,23902,45105
2022-01-14 10:00:00,102051,135759,96471,1196,6341,0,24285,46254
2022-01-14 11:00:00,104270,144009,96503,1441,6189,16,27259,49251
2022-01-14 12:00:00,109154,156166,96640,1668,6508,13,33987,51477
2022-01-14 13:00:00,114122,165916,96653,1749,6669,718,40111,53649
2022-01-14 14:00:00,116206,169618,96667,1782,6955,4988,41530,56424
2022-01-14 15:00:00,116078,160875,96641,2036,7424,12309,41877,56651
2022-01-14 16:00:00,114780,150972,96623,3052,6949,21330,38978,54036
2022-01-14 17:00:00,113509,141738,96388,2878,6461,28874,35719,52526
2022-01-14 18:00:00,110999,135226,96127,2624,5867,30647,32688,56437
2022-01-14 19:00:00,108451,131305,95785,2566,6417,28664,30248,59185
2022-01-14 20:00:00,107311,128352,95775,2539,6338,28142,29358,59982
2022-01-14 21:00:00,106765,130053,95741,2575,6257,26387,29197,60941
2022-01-14 22:00:00,109294,135548,95800,2597,6365,21527,31523,61003
2022-01-14 23:00:00,111875,143146,95573,2754,6545,13889,34583,62402
2022-01-15 00:00:00,114598,148793,95302,2802,6864,5423,40645,65779
2022-01-15 01:00:00,114361,150729,95123,2707,7682,454,42836,70852
2022-01-15 02:00:00,111929,149191,95018,2733,7770,154,42474,73133
2022-01-15 03:00:00,110291,144308,94655,2764,7407,178,40107,73603
2022-01-15 04:00:00,105306,138848,94470,2745,7098,189,39101,73695
2022-01-15 05:00:00,100309,134796,94568,2686,6970,166,36333,68059
2022-01-15 06:00:00,97844,131897,94176,2532,6921,117,31683,72491
2022-01-15 07:00:00,96251,127452,94133,2410,6704,63,29965,72346
2022-01-15 08:00:00,95711,124968,94042,2376,6679,41,28559,72985
2022-01-15 09:00:00,96166,124941,94021,2385,6418,59,27340,72810
2022-01-15 10:00:00,98432,127396,93941,2519,6346,69,27126,72000
2022-01-15 11:00:00,99799,130861,93958,2588,7160,55,28539,72838
2022-01-15 12:00:00,103250,138201,93946,3017,7236,70,30711,73058
2022-01-15 13:00:00,107228,146364,93972,3446,7407,850,34731,72294
2022-01-15 14:00:00,110506,152513,93954,3771,7449,4392,35863,72493
2022-01-15 15:00:00,112946,153807,93904,3391,7974,9280,36766,71330
2022-01-15 16:00:00,115300,152399,93932,3422,7976,15120,37174,67368
2022-01-15 17:00:00,116048,149823,93946,3467,7632,19556,36225,63434
2022-01-15 18:00:00,115995,147999,94016,3391,7435,20575,35292,60753
2022-01-15 19:00:00,114723,146451,94085,3451,7023,20992,33861,59871
2022-01-15 20:00:00,115336,148144,94126,3780,6855,19321,32740,58570
2022-01-15 21:00:00,114433,152371,94135,4217,7216,16383,33820,57960
2022-01-15 22:00:00,115552,160600,94235,4480,7414,11380,38179,56459
2022-01-15 23:00:00,120317,170316,94271,4673,7802,7381,40789,54363
2022-01-16 00:00:00,125063,179263,94306,4878,7926,3302,44410,53592
2022-01-16 01:00:00,127507,183162,94330,4966,8232,199,44996,51733
2022-01-16 02:00:00,128782,183665,94356,4939,7920,-3,43439,50004
2022-01-16 03:00:00,127122,180905,94383,4892,7559,2,40114,49328
2022-01-16 04:00:00,125916,175366,94237,4612,6842,8,36333,48916
2022-01-16 05:00:00,114792,165272,94097,4408,6903,-5,32530,51788
2022-01-16 06:00:00,121198,161865,94382,4814,6875,-31,30116,45945
2022-01-16 07:00:00,118531,156877,94484,4781,6925,-30,26964,45996
2022-01-16 08:00:00,118457,156129,94444,4616,6924,-32,26073,44882
2022-01-16 09:00:00,117360,155925,94450,4626,6734,-27,25744,44466
2022-01-16 10:00:00,116864,158908,94407,4372,6500,-29,26729,44329
2022-01-16 11:00:00,117963,161689,94462,4228,6935,-28,29690,44685
2022-01-16 12:00:00,121576,167091,94458,4285,7055,-33,32949,44969
2022-01-16 13:00:00,123975,172958,94467,5168,7127,132,35663,44006
2022-01-16 14:00:00,126792,179313,94432,5366,7362,916,39366,43907
2022-01-16 15:00:00,128860,181540,94406,4905,7566,5218,39203,42556
2022-01-16 16:00:00,129258,179031,94390,4375,7766,16104,38316,38251
2022-01-16 17:00:00,129549,175705,94414,3945,7314,23989,36240,32302
2022-01-16 18:00:00,128626,175130,94291,3679,7151,26146,34312,29829
2022-01-16 19:00:00,125973,168489,94295,3684,7005,25968,33681,30332
2022-01-16 20:00:00,123800,163016,94279,4325,7750,24788,32692,32584
2022-01-16 21:00:00,120906,161751,94283,4853,8051,24059,33533,33475
2022-01-16 22:00:00,121476,164764,94421,5626,8474,21865,36277,33760
