date,COL,NG,NUC,OIL,OTH,SUN,WAT,WND
2023-01-29,1946951,3563687,2286562,23625,221567,229559,723747,1529468
2023-01-30,2398531,4540011,2289680,27249,221590,168852,807849,969009
2023-01-31,2621000,5110344,2261494,29377,227480,195196,801529,799693
2023-02-01,2666439,5222012,2235180,29728,226259,263078,804344,736129
2023-02-02,2507932,5033693,2211830,38958,224319,239047,789432,1071709
2023-02-03,2524767,4863041,2223647,71490,230544,293021,743283,1144017
2023-02-04,2244646,4341853,2236882,150091,219335,304155,758547,1780548
2023-02-05,1915474,3891262,2248598,54647,209300,286500,672101,1423521
2023-02-06,1764558,3496500,2270201,23999,202288,309665,675964,1930535
2023-02-07,1692638,3661650,2271599,25821,206494,296942,693613,1915333
2023-02-08,1800253,4020678,2252545,31046,243619,320690,679520,1213291
2023-02-09,1629822,3927550,2247355,33638,203802,334045,699585,1489255
2023-02-10,1568606,3765400,2240977,25458,209213,293472,678513,1702823
2023-02-11,1624828,4281796,2244910,23738,212301,296021,689122,1055655
2023-02-12,1546197,4021080,2245860,24541,213225,274403,708329,1304650
2023-02-13,1595410,3995072,2223506,24489,198931,343660,701459,1374944
2023-02-14,1450999,3558570,2205120,24165,206764,296156,729956,2049681
2023-02-15,1435089,3492778,2170003,23466,201308,314107,706061,1972856
2023-02-16,1495707,3754692,2173942,26192,201552,290927,746124,1763159
2023-02-17,1656546,4477636,2183525,25912,214654,303748,743731,1293613
2023-02-18,1554274,4257148,2127803,25026,223051,347455,735774,1636860
2023-02-19,1362452,3579853,2130013,22072,227939,308726,688045,1761975
2023-02-20,1497411,3643529,2114690,22778,220787,304672,752863,1459059
2023-02-21,1449288,3803609,2107752,24059,219348,297746,718270,1632890
2023-02-22,1394343,3874701,2098553,30961,215347,262051,749283,1980079
2023-02-23,1539472,4286959,2099099,24517,226149,281278,765163,1524536
2023-02-24,1697790,4742348,2106008,30407,240448,261741,796051,1036568
2023-02-25,1710577,4878747,2106600,48081,211557,205118,759975,685885
2023-02-26,1490138,3979285,2091942,38031,197235,267360,689820,1348425
2023-02-27,1405338,3813114,2078054,28666,205167,313016,736041,1845743
2023-02-28,1549463,4233366,2073194,23729,189658,348119,729219,1409382
2023-03-01,1548950,4258332,2069289,26303,181719,252067,716343,1350642
2023-03-02,1629338,4203363,2071751,28851,173630,291662,697913,1229075
2023-03-03,1565353,4013812,2078942,29178,176619,352361,672572,1384943
2023-03-04,1457895,3901982,2076792,24480,171975,410818,667807,1043068
2023-03-05,1332303,3578161,2043862,22919,172354,348640,639503,1349336
2023-03-06,1438709,3883656,2034446,13416,171842,364052,687552,1494925
2023-03-07,1612054,4239564,2037950,11665,174406,355461,670016,1275409
2023-03-08,1715225,4454954,2042791,15153,174418,336046,731118,1142484
2023-03-09,1849549,4584441,2050468,18527,175721,321673,745319,805557
2023-03-10,1778236,4433226,2050474,12321,165663,231885,739103,1095848
2023-03-11,1569692,3777220,2012907,11282,162116,313868,664913,1687406
2023-03-12,1688321,3905665,2020736,10689,162502,301943,718353,1288886
2023-03-13,1854011,4269523,1981571,19343,212193,360413,680625,1301379
2023-03-14,2003516,4398205,1972949,27420,236881,349856,729885,1277112
2023-03-15,1790679,3963596,1973453,33014,227236,318927,716054,1913907
2023-03-16,1691296,3514675,1992018,24456,232698,352741,720282,2050356
2023-03-17,1645150,3482549,1996114,25513,230343,354523,708249,1855240
2023-03-18,1726215,3727031,1927837,25010,228205,335626,680838,1486900
2023-03-19,1867759,3962096,1926649,25573,226718,361789,684011,1247104
2023-03-20,1915392,4002970,1926619,33483,222881,341395,730912,1757915
2023-03-21,1833811,3818241,1940071,27299,224803,305595,728371,1789753
2023-03-22,1753715,3718790,1938219,27866,216787,307254,706733,1548248
2023-03-23,1686400,3837211,1944795,26265,225372,382685,649729,1347871
2023-03-24,1742178,3935808,1965107,23485,225820,376823,680715,1192818
2023-03-25,1597611,3646272,1968303,21701,227860,351005,652697,1348001
2023-03-26,1431889,3507517,1988728,20428,239575,369060,643878,1193305
2023-03-27,1667204,4140929,1978913,24531,234549,381530,736742,860918
2023-03-28,1661805,4096932,1978657,24221,235003,364459,716027,1097289
2023-03-29,1543732,4041291,1978621,22712,232422,371381,730617,1186888
2023-03-30,1484018,3705035,1962932,22970,206072,359145,704896,1707536
2023-03-31,1442530,3466822,1975959,24795,198485,322129,692845,2033460
2023-04-01,1387257,3485874,1929703,20429,194308,380021,656248,1506495
2023-04-02,1274513,3113824,1944406,20051,194350,398674,643718,1714091
2023-04-03,1477633,3718980,1953737,25105,198205,371125,685129,1569372
2023-04-04,1446597,3799622,1953825,24091,205427,358083,664731,1828370
2023-04-05,1480537,3918226,1953891,23907,202988,399867,682823,1755206
2023-04-06,1649866,4055205,1959189,26634,215508,386525,681463,1184582
2023-04-07,1558202,3889927,1932046,23727,205892,343388,673866,1131034
2023-04-08,1359513,3720606,1893321,24679,208193,336707,666370,1103130
2023-04-09,1276028,3489463,1839130,21414,205875,421691,652723,1104281
2023-04-10,1424656,3868613,1826449,21025,189142,483978,704008,839221
2023-04-11,1418201,3669025,1827226,14639,176361,511441,706448,1320504
2023-04-12,1294108,3452309,1825993,13463,196053,455342,700934,1772212
2023-04-13,1352445,3533013,1821472,12481,215714,432379,684966,1843056
2023-04-14,1403551,3696042,1815393,12082,237996,439007,707353,1689984
2023-04-15,1338150,3662855,1772850,9584,220278,466628,622194,1502762
2023-04-16,1219521,3480639,1777584,15857,215521,465416,630198,1417630
2023-04-17,1217323,3567446,1805087,12173,220857,462366,647178,1737563
2023-04-18,1285150,3523457,1810611,7386,213186,476297,643579,1784926
2023-04-19,1329373,3504092,1792063,9296,218950,447495,680771,1899301
2023-04-20,1397121,3696895,1776881,7970,225978,498833,639595,1761957
2023-04-21,1485224,3942962,1787143,7958,236726,505519,645076,1279959
2023-04-22,1341187,3436582,1778792,4613,233162,445826,595064,1510152
2023-04-23,1448019,3629468,1783238,7853,239946,408464,585283,976539
2023-04-24,1606609,3971276,1781246,7112,245987,431355,642002,921577
2023-04-25,1608580,3832106,1809022,15440,254731,463576,659313,1135773
2023-04-26,1642763,3908414,1809164,27707,252811,470279,658893,1068233
2023-04-27,1572427,3987456,1815043,27323,262415,446658,666073,1057026
2023-04-28,1453822,3848399,1798063,26464,255268,425451,698206,1325651
2023-04-29,1247659,3464968,1820726,27255,247924,440152,689325,1413710
2023-04-30,1144486,3332223,1822340,25345,243420,476866,695386,1349639
2023-05-01,1231106,3488539,1849661,25920,202482,526755,758495,1592855
2023-05-02,1295586,3801146,1873928,26305,167196,476249,804022,1433974
2023-05-03,1435541,4138010,1879864,29807,169034,511040,854086,849702
2023-05-04,1396043,4008462,1884156,34759,171556,449603,915051,1045677
2023-05-05,1291552,3965040,1871540,16241,177351,468695,875203,1256768
2023-05-06,1168583,3580074,1856051,11513,172718,439816,843296,1418577
2023-05-07,1264674,3593000,1870992,12299,175791,420967,833544,1257236
2023-05-08,1446917,4169849,1879421,15010,190045,490950,930084,1082071
2023-05-09,1543182,4303923,1875908,16505,184785,501021,941109,1049041
2023-05-10,1446151,4082585,1907120,13834,185391,469839,922169,1268772
2023-05-11,1452317,4136452,1928541,14646,194649,505080,920763,1294875
2023-05-12,1492648,4480587,1919465,20510,209521,488608,963446,1166710
2023-05-13,1417694,4153550,1896944,22340,193711,447908,908223,1208843
2023-05-14,1453028,3999775,1930771,14733,189618,465726,882813,904332
2023-05-15,1514464,4449241,1969612,15428,203201,485477,972714,817755
2023-05-16,1673456,4804779,1995119,14546,211998,456289,966232,526094
2023-05-17,1701825,4573864,2010849,12695,208050,507746,1012165,495709
2023-05-18,1623482,4278607,2028174,19653,205540,480583,987644,820969
2023-05-19,1484640,4093456,2027478,20620,207474,452565,986710,1214611
2023-05-20,1427559,4002216,2016344,25279,199514,450125,927293,840634
2023-05-21,1480176,3950202,2029823,24683,189586,453270,899017,544641
2023-05-22,1625124,4295563,2013697,26314,206777,481304,954990,702053
2023-05-23,1659067,4441650,2008980,28414,212334,489208,950224,793395
2023-05-24,1646644,4347110,2080071,23769,209996,496141,949605,801887
2023-05-25,1467908,3935256,2122306,24097,203212,513484,920967,1148574
2023-05-26,1330119,3808069,2134036,19699,205891,492134,905834,1291178
2023-05-27,1196266,3417895,2132346,18826,203948,480702,830780,1268076
2023-05-28,1216340,3441289,2118522,17005,212806,495507,810779,1110820
2023-05-29,1376984,3802228,2140607,19485,206250,532204,808636,893310
2023-05-30,1614805,4430392,2156831,21848,216608,522390,862811,924536
2023-05-31,1708163,4609177,2174578,20768,211445,499554,825217,1165456
2023-06-01,1806809,4759177,2189018,25331,216690,504211,816468,1169583
2023-06-02,1896712,5005424,2166312,35216,213238,529669,820295,1078882
2023-06-03,1889372,4905677,2138581,27519,205592,523397,774830,689466
2023-06-04,1712863,4534482,2160670,23968,205787,516419,717879,585979
2023-06-05,1835923,4990268,2176355,28659,213037,509360,770640,417764
2023-06-06,1952352,5071740,2177893,29723,211041,511205,772983,419366
2023-06-07,1955487,5055431,2159687,33475,218431,467212,771056,446328
2023-06-08,1890599,4907083,2167859,30628,227391,533545,738082,520024
2023-06-09,1887447,4854207,2179814,27523,225371,559714,695739,552784
2023-06-10,1784626,4495998,2158040,12437,222402,547278,630814,842356
2023-06-11,1653156,4299427,2161515,10256,223886,502272,634919,1040721
2023-06-12,1728567,4782216,2164407,23368,224976,487583,699456,1004660
2023-06-13,1853391,4831880,2163371,25362,222310,523451,708101,834538
2023-06-14,1913249,5050650,2140513,25082,228420,521884,710961,745553
2023-06-15,1956538,5059944,2147722,27961,234462,510348,769621,870187
2023-06-16,1919762,5124670,2153218,27567,233946,523361,796330,820050
2023-06-17,1868021,4795069,2137110,24868,227526,550068,693060,779959
2023-06-18,1827851,4497179,2152389,24541,226736,546041,663194,931484
2023-06-19,1937677,4958584,2172522,29335,242154,523916,736247,1159170
2023-06-20,1973229,5103669,2196418,29484,235608,509223,747200,1384547
2023-06-21,2034014,5159812,2217922,27727,226391,503287,725953,1109963
2023-06-22,2061351,5065349,2221258,28196,224066,507872,754248,837356
2023-06-23,2095178,5143587,2210780,29794,240729,529512,791159,871303
2023-06-24,1914217,4902608,2185662,25330,221202,567365,721973,1267947
2023-06-25,1951969,5026107,2169691,22359,233906,585714,698004,1337781
2023-06-26,2115187,5432203,2176878,23247,242288,586980,781268,1204537
2023-06-27,2230365,5437696,2185633,27253,248814,586581,764129,1176736
2023-06-28,2267437,5299316,2177237,26680,252325,587004,745975,1395610
2023-06-29,2420606,5586504,2201255,30080,265010,582757,760604,1205171
2023-06-30,2480653,5835856,2231649,19895,265375,565630,796981,999228
2023-07-01,2441373,5639238,2239824,11555,267521,542391,752257,772098
2023-07-02,2412418,5567677,2248416,10525,268959,554419,696771,555346
2023-07-03,2496953,5943126,2266653,13468,262196,568066,745092,564321
2023-07-04,2425358,5574657,2274179,12727,265662,571123,735586,884198
2023-07-05,2557694,5839705,2275825,22935,266859,562792,743412,1016475
2023-07-06,2629244,6070374,2274133,27160,266675,560040,754966,815240
2023-07-07,2484793,5735580,2274845,16027,273872,569447,751010,985229
2023-07-08,2335688,5508708,2272306,13303,262889,545476,668718,757895
2023-07-09,2193734,5267773,2289950,11733,244308,555074,623144,813756
2023-07-10,2412949,5633815,2277685,12441,251233,545806,708992,898886
2023-07-11,2505891,5762691,2273051,16290,247045,579054,759903,1068530
2023-07-12,2494620,6002117,2263692,29383,249950,579951,777543,1231683
2023-07-13,2749572,6316005,2257403,37362,271024,569285,789109,982285
2023-07-14,2705328,6409926,2255917,22701,272522,547155,790017,1017098
2023-07-15,2577467,6116790,2252487,14317,270126,534424,749595,813495
2023-07-16,2472622,5977248,2266323,12567,262820,511203,736563,734119
2023-07-17,2517335,6151005,2267505,19563,271375,537361,734864,963479
2023-07-18,2555508,6163017,2263764,18799,270770,540271,732754,1178055
2023-07-19,2651746,6238247,2256318,24825,274173,546248,732206,1063989
2023-07-20,2772797,6372061,2260521,17753,284383,578553,780912,955154
2023-07-21,2717518,6251189,2270818,14458,279581,585793,789454,796840
2023-07-22,2629253,5906660,2255974,13678,265950,529244,752834,504064
2023-07-23,2476886,5711613,2256991,15760,256800,504383,754533,553445
2023-07-24,2607167,6124917,2260888,14993,269775,539269,752542,866557
2023-07-25,2678480,6238913,2256914,16608,305675,557245,735147,1190474
2023-07-26,2792851,6370152,2262839,21243,294221,572147,763544,1186946
2023-07-27,2916392,6642726,2258123,43615,292005,579089,770438,1109774
2023-07-28,2967304,6704388,2270853,43402,291331,548829,757811,1068116
2023-07-29,2751130,6281437,2271244,22209,295912,537128,705963,976591
2023-07-30,2637144,5765680,2277924,12754,280749,531997,650791,767024
2023-07-31,2671450,6023736,2241634,11076,284909,521768,729997,847162
2023-08-01,2651081,5997272,2235365,13157,259995,521339,742890,913767
2023-08-02,2666981,5949526,2223251,15323,251855,546948,698626,959575
2023-08-03,2665509,6092754,2225751,16799,259963,549336,685362,865619
2023-08-04,2641446,6172607,2251505,18343,270266,539230,691207,815229
2023-08-05,2416869,5795571,2224692,13855,279011,577779,693574,1020874
2023-08-06,2360870,5579183,2240761,13116,281370,564397,637242,1091113
2023-08-07,2504221,6121779,2286983,17096,285045,556528,697692,917076
2023-08-08,2522038,6107093,2292458,18211,279054,553945,695522,848867
2023-08-09,2500674,5936428,2295096,23249,281878,537933,730713,1022701
2023-08-10,2603370,6173631,2276838,24829,279018,490172,756504,816964
2023-08-11,2574459,5978849,2257504,20385,281266,538043,773955,1133993
2023-08-12,2577261,5847277,2246063,14744,288239,557720,719390,1042864
2023-08-13,2476226,5894425,2245459,12703,298527,556690,708980,911379
2023-08-14,2580138,6141676,2235717,14716,289723,506649,772877,1075802
2023-08-15,2681488,6369027,2264247,16057,285124,517413,808855,597618
2023-08-16,2530726,6059666,2281662,13543,271705,520417,800050,730097
2023-08-17,2461550,5919191,2298300,11500,259560,526141,822985,989343
2023-08-18,2426566,5804038,2294189,11395,257252,558647,790441,1036928
2023-08-19,2259608,5144477,2281426,11108,261332,503721,731358,1288250
2023-08-20,2516944,5523549,2272885,15340,262000,413585,711595,974232
2023-08-21,2865874,6369355,2266920,25617,280238,457119,723897,821609
2023-08-22,2862561,6339913,2267216,21495,280560,498159,699640,933108
2023-08-23,2859424,6241313,2238406,14195,286602,533756,685922,1027684
2023-08-24,2954901,6542896,2236340,15176,274798,535616,719947,819424
2023-08-25,2920607,6570241,2242364,19004,278949,548702,718084,833217
2023-08-26,2708437,6169688,2245379,14166,290211,522857,692278,781918
2023-08-27,2519180,5832372,2248571,11138,278407,520306,662941,569389
2023-08-28,2512710,6120531,2251081,10516,272098,509272,716947,418520
2023-08-29,2565444,6058104,2257337,14163,253730,515886,711934,548437
2023-08-30,2417166,5877658,2267059,12430,255090,501148,710423,713874
2023-08-31,2158567,5395053,2272918,9347,258505,535479,721412,987147
2023-09-01,2136272,5122010,2273302,8714,260875,475357,673390,1138137
2023-09-02,2112067,4831750,2247217,8445,237160,463052,618864,1089223
2023-09-03,2220998,4895986,2225372,8875,238060,516227,613936,1218875
2023-09-04,2260194,5018612,2226782,10837,250879,542725,603557,1676658
2023-09-05,2478591,5771490,2225026,18749,290729,553310,682293,1582101
2023-09-06,2654096,6198334,2220603,36514,287678,565668,658395,1095008
2023-09-07,2599644,6246534,2219341,37343,287636,545917,658053,838164
2023-09-08,2384015,6045712,2246236,21666,265374,528928,625670,788433
2023-09-09,2149361,5591695,2231422,10059,255441,500472,588878,651756
2023-09-10,2085646,5289396,2129641,8948,305194,434098,555568,724971
2023-09-11,2255775,5699821,2120444,10608,309829,432933,593009,691235
2023-09-12,2263193,5666297,2200019,11735,248744,405262,620107,667845
2023-09-13,2227930,5560882,2210008,13460,244351,435822,596713,550093
2023-09-14,2090127,5190699,2214103,10408,246603,477145,599804,658809
2023-09-15,1995811,5040763,2216084,9081,245394,490165,590533,575196
2023-09-16,1915362,4783047,2153309,9394,238702,487236,552908,402744
2023-09-17,1832800,4652142,2176305,8787,235771,480907,524310,457187
2023-09-18,1770374,4727027,2185192,7855,237811,525873,555656,1016983
2023-09-19,1765802,4464278,2186409,8122,228826,525374,578127,1288622
2023-09-20,1890455,4699408,2183660,8903,234468,500147,593316,1022310
2023-09-21,1953509,4833006,2175727,9791,242409,465661,604539,1038255
2023-09-22,1872351,4814276,2177614,10628,238149,464257,591924,1104939
2023-09-23,1728739,4445471,2162958,10213,230398,451852,534209,1135904
2023-09-24,1755629,4424095,2169771,10282,236089,509645,497701,878145
2023-09-25,2026822,5114777,2168396,12338,244893,467171,586858,535838
2023-09-26,1999098,5234493,2163530,11830,234180,440911,568146,609552
2023-09-27,1896075,5027680,2174231,11145,267443,442097,562114,770031
2023-09-28,1742182,4750388,2174829,10891,245983,453688,545954,1133256
2023-09-29,1715768,4667413,2162697,11942,252716,465242,579320,1368260
2023-09-30,1689344,4476393,2108669,12813,233806,410017,545037,1361798
2023-10-01,1632411,4237031,2093234,9127,249416,437071,503519,1366276
2023-10-02,1776390,4648814,2094844,12232,257536,462983,528226,1284471
2023-10-03,1814800,4641960,2108193,13987,253226,456859,518648,1371667
2023-10-04,1932346,4839241,2113146,14245,256320,448826,512576,1188880
2023-10-05,1954837,4761972,2122003,13064,259122,426008,554317,938301
2023-10-06,1790882,4539412,2119542,14720,256854,440385,542514,1101340
2023-10-07,1604427,4025843,2087371,12106,242847,478488,493835,901081
2023-10-08,1506777,3668416,2060936,8457,222738,490795,464248,748291
2023-10-09,1715006,4029255,2023462,8692,225083,472209,538685,738837
2023-10-10,1732343,4205007,2028468,10115,219947,431941,517539,923660
2023-10-11,1639254,4051580,2031123,8992,221044,358792,514015,1291686
2023-10-12,1480128,3925856,2023857,11572,233954,367234,502734,1584729
2023-10-13,1480559,4083498,1953192,11817,288545,389482,506885,1528653
2023-10-14,1446165,3859697,1938325,10518,267200,330996,474212,1260383
2023-10-15,1378342,3683442,1984999,6726,194322,423358,424883,971366
2023-10-16,1618746,4261464,1965177,12031,201623,465456,503984,675271
2023-10-17,1724517,4285059,1971304,10824,190677,487402,509144,713139
2023-10-18,1495915,3828862,1961830,10643,193310,472143,517147,1478755
2023-10-19,1703499,4230936,1954286,11291,199665,456671,505933,949396
2023-10-20,1819115,4451944,1922114,11599,198146,443490,511878,708558
2023-10-21,1571994,3908190,1905862,6879,177250,441098,490527,1172401
2023-10-22,1486534,3733900,1877166,5925,176505,392846,425072,1321139
2023-10-23,1561850,4001003,1891168,7953,192509,379291,494285,1586428
2023-10-24,1572144,4168495,1886785,7450,204105,386313,515332,1572821
2023-10-25,1760060,4378854,1862192,8489,204190,365144,543201,1200599
2023-10-26,1759609,4315819,1899249,10452,198496,373701,540447,1261589
2023-10-27,1680517,4236678,1936702,7746,198378,359161,516774,1493389
2023-10-28,1802318,4096241,1935427,6147,207747,363586,468638,1004211
2023-10-29,1749859,3735175,1938845,5611,210372,323659,469282,1318171
2023-10-30,1833953,4064876,1940156,5082,211255,382127,528845,1341545
2023-10-31,1974363,4386187,1961065,4188,217421,393294,554338,1101941
2023-11-01,2034519,4278327,1907668,3354,179399,429342,586537,1050420
2023-11-02,2051890,4199877,1943581,4048,217703,458755,591578,1183850
2023-11-03,1878460,3862687,1960325,3336,212713,433096,556742,1532952
2023-11-04,1870767,3807008,1935199,3160,188786,423224,539844,903329
2023-11-05,1640364,3577036,1916609,2873,195065,367377,475489,1028037
2023-11-06,1553242,3484186,1897043,5525,206904,390803,538804,1546294
2023-11-07,1671745,3833575,1939842,5356,212791,396050,524287,1464970
2023-11-08,1533820,3955006,1938750,4496,195291,387943,544534,1670953
2023-11-09,1586228,4133071,1948817,4348,201192,298866,577981,1489046
2023-11-10,1784297,4147040,1946399,5748,210629,273061,544075,925011
2023-11-11,1711310,4278925,1921270,5364,211484,279010,545136,870872
2023-11-12,1601111,3978046,1938480,4807,207056,291755,540217,1047497
2023-11-13,1764720,4408698,1956074,6625,212979,274319,615241,891837
2023-11-14,1658033,4378758,1995976,6054,210835,296846,621533,1135438
2023-11-15,1805740,4474566,2040321,7580,290335,231471,615289,894271
2023-11-16,1588758,4040309,2048311,9207,203576,226530,613666,1485740
2023-11-17,1636001,3893177,2068472,7741,175313,282331,596084,1332450
2023-11-18,1745487,4133431,2141701,6787,190148,302189,558913,578275
2023-11-19,1569562,3562935,2158666,5213,182166,334075,525183,1284059
2023-11-20,1630260,3807401,2172411,10499,200529,297032,607869,1595225
2023-11-21,1587764,3911973,2190906,11593,207103,245223,640629,1847470
2023-11-22,1784796,4450756,2211121,5269,213694,316609,599186,963101
2023-11-23,1513201,3831851,2241039,5047,216201,312174,590766,1386847
2023-11-24,1488333,3585075,2239752,6929,212423,303897,564236,1303096
2023-11-25,1858945,4294377,2244019,7779,207998,303350,621587,555424
2023-11-26,1718681,4090338,2235318,8300,217173,256723,620775,1193113
2023-11-27,1882869,4652589,2240360,8170,212130,314746,632496,1156156
2023-11-28,2064991,5101627,2249513,7874,230337,338391,673647,979775
2023-11-29,2069847,5049989,2266443,13702,248259,329894,674441,1245902
2023-11-30,1868717,4490472,2260384,12279,232116,250263,635925,1647621
2023-12-01,1918342,4667906,2264995,8819,207259,250312,597761,1069560
2023-12-02,1801140,4245679,2273010,8371,206596,216800,494802,1053506
2023-12-03,1694671,3916852,2269082,8351,220720,239421,475349,1201627
2023-12-04,1839611,4459821,2255135,8989,203289,300471,534268,957195
2023-12-05,1949727,4705835,2252453,9101,215025,329368,530989,982343
2023-12-06,1926125,4690215,2262691,9354,203528,347191,579645,1057287
2023-12-07,1808340,4297270,2274187,9179,221655,305327,597657,1845635
2023-12-08,1686725,3979808,2271753,9236,207901,285502,572457,1923036
2023-12-09,1484123,3659141,2235709,8192,202795,300536,551077,1812689
2023-12-10,1584922,3883338,2209972,8285,208351,278330,512217,1478421
2023-12-11,2029896,4910655,2214615,8649,207826,333493,634206,865734
2023-12-12,2108580,4906175,2222340,11417,204000,314528,688805,1167463
2023-12-13,2178648,4842895,2218119,10734,209945,254003,694036,1054317
2023-12-14,2017504,4749358,2222828,10334,208077,290252,675201,1258722
2023-12-15,1944692,4728540,2191813,13271,212761,295426,673549,1152971
2023-12-16,1852822,4387238,2159212,8382,216335,284087,631031,1091965
2023-12-17,1801749,4307418,2165585,5788,210242,255009,588024,994326
2023-12-18,1827196,4351558,2213372,5543,203948,306915,642220,1332113
2023-12-19,2102608,4696556,2193765,7777,208408,270172,671335,1550633
2023-12-20,2201349,4778822,2216112,10845,224543,247027,706959,1437517
2023-12-21,2151979,4801730,2235718,8567,225979,228196,668555,1101843
2023-12-22,2062255,4896802,2240388,8770,225752,178329,678281,638073
2023-12-23,1660892,4090489,2236106,9600,205828,201654,621764,1267571
2023-12-24,1408373,3587625,2216143,7996,218600,241983,658029,1578269
2023-12-25,1316561,3279674,2212784,8018,201211,261384,623531,1666161
2023-12-26,1516811,3924586,2222435,7876,206390,246918,647056,1186604
2023-12-27,1672745,4298774,2218679,8320,214642,265260,733450,1099691
2023-12-28,1761121,4532674,2219733,9026,208940,298689,702136,969555
2023-12-29,1845867,4406897,2235556,8822,213801,320664,730171,1228146
2023-12-30,2010327,4522216,2214032,8110,227393,319005,646268,914842
2023-12-31,1884722,4227682,2229535,7284,225802,314211,623779,1223862
