period,BAT,COL,GEO,NG,NUC,OES,OIL,OTH,PS,SNB,SUN,UES,UNK,WAT,WNB,WND
2025-01-01 00:00:00,3318.0,82452.0,,181989.0,97555.0,,310.0,1496.0,435.0,8.0,16847.0,-65.0,,37139.0,,49892.0
2025-01-01 01:00:00,2882.0,84475.0,,176566.0,97604.0,,311.0,6625.0,166.0,28.0,8152.0,-64.0,,39565.0,,51242.0
2025-01-01 02:00:00,1347.0,82752.0,,171647.0,97576.0,,313.0,10910.0,164.0,30.0,1508.0,-54.0,,39254.0,,54139.0
2025-01-01 03:00:00,981.0,80186.0,,164210.0,97568.0,,313.0,12416.0,164.0,29.0,153.0,-267.0,,37189.0,,55836.0
2025-01-01 04:00:00,696.0,77719.0,,159528.0,97604.0,,316.0,10997.0,163.0,14.0,48.0,-623.0,,34881.0,,56939.0
2025-01-01 05:00:00,459.0,75967.0,,160829.0,97389.0,,321.0,9519.0,164.0,0.0,116.0,-511.0,,31819.0,,55697.0
2025-01-01 06:00:00,107.0,74015.0,,149508.0,97721.0,,290.0,8239.0,0.0,0.0,183.0,-840.0,,29453.0,,59143.0
2025-01-01 07:00:00,238.0,71973.0,,145779.0,97744.0,,292.0,7114.0,0.0,-1.0,168.0,-950.0,,27741.0,,60539.0
2025-01-01 08:00:00,85.0,70880.0,,144271.0,97754.0,,297.0,6192.0,0.0,0.0,42.0,-710.0,,26052.0,,60708.0
2025-01-01 09:00:00,45.0,70126.0,430.0,140909.0,97776.0,,296.0,5763.0,0.0,0.0,-59.0,-760.0,,24938.0,,61051.0
2025-01-01 10:00:00,-97.0,71377.0,440.0,141456.0,97797.0,,297.0,6531.0,0.0,0.0,-74.0,-810.0,,23469.0,,58994.0
2025-01-01 11:00:00,-146.0,71703.0,435.0,142664.0,97786.0,,296.0,6642.0,0.0,-1.0,-75.0,-212.0,,24757.0,,57473.0
2025-01-01 12:00:00,-175.0,73483.0,434.0,148069.0,97808.0,,299.0,6214.0,0.0,0.0,-4.0,-321.0,,26210.0,,56250.0
2025-01-01 13:00:00,21.0,75299.0,444.0,151039.0,97756.0,,294.0,5820.0,0.0,0.0,1760.0,-209.0,,28526.0,,55686.0
2025-01-01 14:00:00,1283.0,76184.0,450.0,149707.0,97701.0,,294.0,5760.0,206.0,1.0,9664.0,-292.0,,30148.0,,54010.0
2025-01-01 15:00:00,221.0,75778.0,447.0,147205.0,97688.0,,292.0,5672.0,205.0,2.0,26557.0,-525.0,,29897.0,,51110.0
2025-01-01 16:00:00,3.0,74437.0,448.0,142256.0,97686.0,,290.0,5766.0,205.0,1.0,42541.0,-975.0,,29839.0,,48772.0
2025-01-01 17:00:00,-67.0,74544.0,445.0,139946.0,97691.0,,290.0,4313.0,205.0,4.0,52997.0,-1338.0,,27999.0,,47931.0
2025-01-01 18:00:00,-79.0,73867.0,440.0,138501.0,97687.0,,288.0,1328.0,205.0,1.0,60184.0,-829.0,,27100.0,,48226.0
2025-01-01 19:00:00,-70.0,72793.0,436.0,140482.0,97680.0,,284.0,-1260.0,188.0,12.0,62499.0,-210.0,,26464.0,,47847.0
2025-01-01 20:00:00,-85.0,72422.0,431.0,140659.0,97726.0,,286.0,-1278.0,130.0,3.0,61654.0,-545.0,,26338.0,,46952.0
2025-01-01 21:00:00,-36.0,72145.0,430.0,147288.0,97715.0,,287.0,-1124.0,130.0,1.0,57698.0,-800.0,,27794.0,,45719.0
2025-01-01 22:00:00,-31.0,73616.0,427.0,157356.0,97717.0,,282.0,-524.0,253.0,0.0,49189.0,-398.0,,32165.0,,43940.0
2025-01-01 23:00:00,460.0,80954.0,430.0,176064.0,97743.0,,281.0,460.0,527.0,0.0,32183.0,-59.0,,33686.0,,42214.0
2025-01-02 00:00:00,3261.0,90751.0,432.0,188129.0,97741.0,,283.0,2610.0,322.0,1.0,15310.0,-53.0,,36596.0,,39310.0
2025-01-02 01:00:00,3910.0,96149.0,432.0,187880.0,97773.0,,284.0,5903.0,130.0,61.0,8034.0,-59.0,,38802.0,,39895.0
2025-01-02 02:00:00,1752.0,96763.0,434.0,186185.0,97727.0,,285.0,9868.0,128.0,46.0,1822.0,-116.0,,38677.0,,42375.0
2025-01-02 03:00:00,619.0,96268.0,437.0,183085.0,97715.0,,284.0,11211.0,128.0,48.0,385.0,-673.0,,36702.0,,45398.0
2025-01-02 04:00:00,372.0,94630.0,440.0,175882.0,97722.0,,284.0,10505.0,128.0,46.0,335.0,-488.0,,34688.0,,47078.0
2025-01-02 05:00:00,197.0,90525.0,440.0,161425.0,97672.0,,288.0,9177.0,128.0,15.0,282.0,-232.0,,31861.0,,52195.0
2025-01-02 06:00:00,240.0,89401.0,445.0,163869.0,97756.0,,289.0,8669.0,0.0,0.0,-16.0,-605.0,,30268.0,,52736.0
2025-01-02 07:00:00,69.0,86230.0,445.0,161724.0,97745.0,,295.0,7985.0,0.0,-1.0,-44.0,-816.0,,28636.0,,55062.0
2025-01-02 08:00:00,40.0,85484.0,443.0,161088.0,97695.0,,289.0,6791.0,0.0,0.0,-22.0,-1179.0,,26659.0,,55590.0
2025-01-02 09:00:00,-106.0,85728.0,447.0,160856.0,97682.0,,302.0,5916.0,0.0,0.0,-55.0,-1350.0,,25689.0,,55375.0
2025-01-02 10:00:00,-76.0,87569.0,445.0,165273.0,97733.0,,301.0,5629.0,0.0,0.0,-49.0,-1151.0,,25837.0,,54745.0
2025-01-02 11:00:00,-100.0,89794.0,445.0,172288.0,97844.0,,300.0,5524.0,0.0,-1.0,-54.0,-561.0,,29561.0,,54874.0
2025-01-02 12:00:00,-7.0,94752.0,448.0,185188.0,97842.0,,314.0,5485.0,138.0,0.0,25.0,-253.0,,34821.0,,54391.0
2025-01-02 13:00:00,292.0,102593.0,450.0,195802.0,97862.0,,310.0,5829.0,247.0,1.0,2054.0,-41.0,,37907.0,,52034.0
2025-01-02 14:00:00,1137.0,106601.0,444.0,195487.0,97845.0,,342.0,6473.0,173.0,3.0,11291.0,-58.0,,38304.0,,49840.0
2025-01-02 15:00:00,537.0,104073.0,447.0,187800.0,97784.0,,363.0,7551.0,171.0,3.0,26767.0,-430.0,,36682.0,,46143.0
2025-01-02 16:00:00,509.0,98791.0,443.0,181433.0,97772.0,,392.0,8522.0,172.0,6.0,41951.0,-918.0,,35758.0,,38620.0
2025-01-02 17:00:00,185.0,97780.0,445.0,178925.0,97721.0,,404.0,6936.0,171.0,8.0,51466.0,-1322.0,,31288.0,,31792.0
2025-01-02 18:00:00,28.0,97938.0,437.0,174721.0,97705.0,,387.0,2635.0,171.0,22.0,59323.0,-898.0,,27775.0,,30401.0
2025-01-02 19:00:00,-50.0,97373.0,432.0,174006.0,97694.0,,377.0,13.0,171.0,18.0,62022.0,-615.0,,25988.0,,29905.0
2025-01-02 20:00:00,29.0,96093.0,429.0,175530.0,97711.0,,397.0,-391.0,171.0,3.0,59554.0,-586.0,,25335.0,,29647.0
2025-01-02 21:00:00,22.0,96203.0,431.0,180978.0,97740.0,,414.0,-1556.0,247.0,1.0,53831.0,-903.0,,26569.0,,29726.0
2025-01-02 22:00:00,40.0,99747.0,427.0,191423.0,97772.0,,416.0,-948.0,902.0,6.0,43663.0,-944.0,,30049.0,,29504.0
2025-01-02 23:00:00,88.0,103892.0,427.0,203675.0,97754.0,,776.0,424.0,952.0,6.0,30945.0,-489.0,,33457.0,,29797.0
2025-01-03 00:00:00,2695.0,110037.0,427.0,213269.0,97754.0,,778.0,2281.0,942.0,5.0,17974.0,-31.0,,37523.0,,30571.0
2025-01-03 01:00:00,3305.0,112130.0,429.0,213592.0,97766.0,,730.0,7075.0,812.0,47.0,9082.0,-49.0,,40242.0,,33803.0
2025-01-03 02:00:00,1805.0,111316.0,429.0,210092.0,97770.0,,730.0,11361.0,678.0,34.0,1860.0,-161.0,,38417.0,,38825.0
2025-01-03 03:00:00,702.0,108894.0,431.0,204850.0,97740.0,,387.0,12346.0,199.0,45.0,464.0,-309.0,,36431.0,,44419.0
2025-01-03 04:00:00,344.0,105437.0,437.0,194458.0,97742.0,,382.0,11639.0,203.0,48.0,173.0,-138.0,,34189.0,,48593.0
2025-01-03 05:00:00,104.0,96610.0,435.0,185651.0,97707.0,,381.0,10753.0,199.0,45.0,169.0,-287.0,,31588.0,,51646.0
2025-01-03 06:00:00,83.0,98722.0,431.0,182315.0,97904.0,,287.0,8767.0,0.0,1.0,66.0,-833.0,,29496.0,,54206.0
2025-01-03 07:00:00,56.0,96626.0,432.0,178280.0,97978.0,,287.0,7565.0,0.0,-1.0,-29.0,-1082.0,,26983.0,,54703.0
2025-01-03 08:00:00,49.0,95697.0,435.0,176894.0,98014.0,,289.0,6689.0,0.0,0.0,-50.0,-1427.0,,25255.0,,54563.0
2025-01-03 09:00:00,-35.0,97107.0,442.0,177679.0,98047.0,,298.0,5490.0,0.0,0.0,-50.0,-1632.0,,24279.0,,52750.0
2025-01-03 10:00:00,-153.0,98626.0,443.0,181234.0,98056.0,,296.0,4603.0,0.0,0.0,-64.0,-965.0,,24828.0,,49858.0
2025-01-03 11:00:00,-178.0,100180.0,441.0,187070.0,98073.0,,294.0,4011.0,0.0,-1.0,-73.0,-518.0,,27811.0,,48706.0
2025-01-03 12:00:00,-184.0,105565.0,442.0,197035.0,98075.0,,377.0,3991.0,0.0,0.0,9.0,-417.0,,32575.0,,47038.0
2025-01-03 13:00:00,127.0,111109.0,445.0,204729.0,98029.0,,564.0,4128.0,131.0,0.0,1022.0,-338.0,,35796.0,,45884.0
2025-01-03 14:00:00,1723.0,114666.0,447.0,206167.0,98071.0,,542.0,5078.0,136.0,1.0,7577.0,-245.0,,36424.0,,43416.0
2025-01-03 15:00:00,681.0,113559.0,444.0,196919.0,98015.0,,452.0,6127.0,190.0,3.0,22344.0,-302.0,,34954.0,,39852.0
2025-01-03 16:00:00,369.0,108197.0,446.0,183812.0,97944.0,,388.0,7316.0,127.0,4.0,37422.0,-528.0,,32273.0,,36582.0
2025-01-03 17:00:00,218.0,104358.0,446.0,177966.0,97895.0,,479.0,7150.0,127.0,4.0,45754.0,-349.0,,29076.0,,35003.0
2025-01-03 18:00:00,89.0,103807.0,437.0,173113.0,97816.0,,401.0,5111.0,128.0,6.0,50593.0,-495.0,,27601.0,,36477.0
2025-01-03 19:00:00,-33.0,102589.0,434.0,169931.0,97822.0,,376.0,4206.0,127.0,6.0,50746.0,-569.0,,26078.0,,38832.0
2025-01-03 20:00:00,-16.0,101158.0,430.0,165046.0,97803.0,,293.0,3349.0,129.0,6.0,53378.0,-668.0,,25926.0,,42380.0
2025-01-03 21:00:00,27.0,99373.0,426.0,166506.0,97856.0,,308.0,1789.0,287.0,6.0,52145.0,-1375.0,,26607.0,,45797.0
2025-01-03 22:00:00,19.0,102810.0,426.0,173038.0,97889.0,,299.0,1697.0,762.0,7.0,42592.0,-782.0,,30892.0,,47881.0
2025-01-03 23:00:00,448.0,109825.0,426.0,188229.0,97883.0,,290.0,2625.0,1109.0,8.0,24639.0,-266.0,,33206.0,,48864.0
2025-01-04 00:00:00,3184.0,116648.0,426.0,197032.0,97909.0,,278.0,3101.0,705.0,4.0,11416.0,-29.0,,34654.0,,49115.0
2025-01-04 01:00:00,2347.0,118627.0,425.0,194030.0,97934.0,,275.0,6409.0,638.0,41.0,5423.0,-52.0,,36768.0,,54852.0
2025-01-04 02:00:00,951.0,118297.0,421.0,187869.0,97975.0,,273.0,9416.0,397.0,34.0,1095.0,-249.0,,36168.0,,61385.0
2025-01-04 03:00:00,288.0,115660.0,431.0,182203.0,97962.0,,273.0,9685.0,237.0,47.0,233.0,-209.0,,34851.0,,67381.0
2025-01-04 04:00:00,315.0,111727.0,426.0,177019.0,97940.0,,276.0,9143.0,128.0,47.0,37.0,-224.0,,32728.0,,70509.0
2025-01-04 05:00:00,227.0,105810.0,427.0,171758.0,97947.0,,289.0,7620.0,127.0,29.0,114.0,-232.0,,29920.0,,69198.0
2025-01-04 06:00:00,259.0,105214.0,427.0,169439.0,98007.0,,276.0,6598.0,0.0,0.0,119.0,-207.0,,27573.0,,70348.0
2025-01-04 07:00:00,269.0,103095.0,427.0,166646.0,97951.0,,278.0,5662.0,0.0,-1.0,9.0,-211.0,,25496.0,,69221.0
2025-01-04 08:00:00,247.0,102826.0,427.0,165781.0,97897.0,,281.0,5310.0,0.0,0.0,37.0,-416.0,,23282.0,,66181.0
2025-01-04 09:00:00,-60.0,103175.0,432.0,164734.0,97881.0,,282.0,4786.0,0.0,0.0,37.0,-440.0,,22496.0,,64698.0
2025-01-04 10:00:00,-89.0,104875.0,437.0,165305.0,97929.0,,283.0,6693.0,0.0,0.0,25.0,-274.0,,23241.0,,62196.0
2025-01-04 11:00:00,-96.0,107230.0,429.0,167334.0,97980.0,,278.0,6509.0,0.0,-1.0,22.0,-210.0,,24081.0,,60480.0
2025-01-04 12:00:00,66.0,109001.0,434.0,172860.0,98083.0,,527.0,6464.0,24.0,0.0,31.0,-283.0,,27915.0,,59354.0
2025-01-04 13:00:00,34.0,111657.0,440.0,179610.0,98099.0,,526.0,6013.0,27.0,0.0,2086.0,-112.0,,31099.0,,57727.0
2025-01-04 14:00:00,1026.0,111052.0,437.0,176787.0,98058.0,,345.0,5862.0,27.0,2.0,11745.0,-122.0,,31764.0,,57330.0
2025-01-04 15:00:00,341.0,109072.0,439.0,170630.0,98049.0,,336.0,6390.0,27.0,7.0,24492.0,-166.0,,30323.0,,57094.0
2025-01-04 16:00:00,51.0,108512.0,439.0,164297.0,98004.0,,319.0,7132.0,5.0,9.0,34540.0,-776.0,,27391.0,,56043.0
2025-01-04 17:00:00,-45.0,106525.0,434.0,157486.0,98029.0,,314.0,6245.0,5.0,16.0,43660.0,-1611.0,,24154.0,,56671.0
2025-01-04 18:00:00,-82.0,103403.0,429.0,155209.0,97993.0,,314.0,1866.0,5.0,19.0,50872.0,-1914.0,,22486.0,,59674.0
2025-01-04 19:00:00,17.0,101337.0,420.0,154874.0,97960.0,,314.0,-436.0,5.0,13.0,53110.0,-1457.0,,21569.0,,60461.0
2025-01-04 20:00:00,-23.0,100581.0,421.0,156593.0,97988.0,,323.0,-336.0,5.0,6.0,51486.0,-1559.0,,21513.0,,59772.0
2025-01-04 21:00:00,-54.0,101093.0,422.0,161109.0,98019.0,,326.0,-334.0,106.0,2.0,43787.0,-1024.0,,22346.0,,60498.0
2025-01-04 22:00:00,-30.0,105699.0,423.0,170646.0,97978.0,,301.0,-489.0,849.0,1.0,32902.0,-641.0,,27201.0,,61555.0
2025-01-04 23:00:00,65.0,110953.0,420.0,180699.0,97974.0,,334.0,919.0,1010.0,0.0,22345.0,-249.0,,31596.0,,62714.0
2025-01-05 00:00:00,525.0,114860.0,422.0,186386.0,97957.0,,300.0,2572.0,745.0,2.0,14531.0,-31.0,,34223.0,,67068.0
2025-01-05 01:00:00,902.0,117201.0,424.0,186948.0,97976.0,,292.0,7414.0,581.0,57.0,6270.0,-20.0,,36648.0,,68640.0
2025-01-05 02:00:00,552.0,116896.0,421.0,186268.0,97961.0,,291.0,10773.0,419.0,60.0,1049.0,-114.0,,36777.0,,68861.0
2025-01-05 03:00:00,426.0,116518.0,424.0,184138.0,97787.0,,463.0,12897.0,257.0,48.0,129.0,-162.0,,34770.0,,68375.0
2025-01-05 04:00:00,311.0,114347.0,426.0,180533.0,97611.0,,465.0,11770.0,211.0,45.0,41.0,-297.0,,32077.0,,68345.0
2025-01-05 05:00:00,94.0,108959.0,429.0,172532.0,97894.0,,277.0,10363.0,210.0,33.0,61.0,-467.0,,28823.0,,72283.0
2025-01-05 06:00:00,59.0,109837.0,435.0,168807.0,97805.0,,286.0,9175.0,0.0,0.0,16.0,-596.0,,26632.0,,66674.0
2025-01-05 07:00:00,256.0,106059.0,436.0,167541.0,97837.0,,288.0,8404.0,0.0,0.0,-40.0,-297.0,,24910.0,,64559.0
2025-01-05 08:00:00,154.0,104179.0,433.0,166595.0,97822.0,,286.0,7005.0,0.0,25.0,-53.0,-310.0,,23175.0,,64386.0
2025-01-05 09:00:00,229.0,102113.0,440.0,165815.0,97763.0,,291.0,5859.0,0.0,28.0,-57.0,-308.0,,22012.0,,64263.0
2025-01-05 10:00:00,104.0,102152.0,438.0,165068.0,97793.0,,294.0,6025.0,0.0,6.0,-53.0,-278.0,,22765.0,,63473.0
2025-01-05 11:00:00,50.0,103377.0,437.0,166685.0,97934.0,,289.0,5817.0,0.0,-1.0,-65.0,-167.0,,24524.0,,62286.0
2025-01-05 12:00:00,59.0,104740.0,436.0,169025.0,98057.0,,476.0,5436.0,0.0,0.0,-18.0,-90.0,,27817.0,,62298.0
2025-01-05 13:00:00,102.0,105577.0,442.0,171211.0,98018.0,,474.0,5505.0,0.0,0.0,1783.0,-252.0,,29739.0,,63699.0
2025-01-05 14:00:00,269.0,106005.0,439.0,169999.0,97989.0,,475.0,5502.0,0.0,84.0,8993.0,-150.0,,27830.0,,64077.0
2025-01-05 15:00:00,306.0,106057.0,439.0,164682.0,97991.0,,299.0,6091.0,0.0,21.0,17276.0,-288.0,,27060.0,,64085.0
2025-01-05 16:00:00,129.0,103625.0,443.0,160872.0,97979.0,,319.0,6913.0,0.0,53.0,24905.0,-348.0,,26142.0,,64116.0
2025-01-05 17:00:00,-66.0,102248.0,439.0,158170.0,97977.0,,335.0,5233.0,0.0,80.0,33771.0,-247.0,,24401.0,,63508.0
2025-01-05 18:00:00,-139.0,104397.0,434.0,155755.0,97945.0,,343.0,2510.0,0.0,95.0,41776.0,-211.0,,23277.0,,62645.0
2025-01-05 19:00:00,-188.0,105263.0,430.0,157172.0,97934.0,,340.0,611.0,0.0,95.0,43215.0,-297.0,,22577.0,,62694.0
2025-01-05 20:00:00,-98.0,105757.0,427.0,160792.0,97921.0,,337.0,-503.0,0.0,54.0,41406.0,-252.0,,22957.0,,63213.0
2025-01-05 21:00:00,29.0,106305.0,421.0,165856.0,97958.0,,334.0,-797.0,177.0,57.0,38270.0,-341.0,,23692.0,,63579.0
2025-01-05 22:00:00,38.0,106779.0,426.0,175124.0,98012.0,,347.0,-1187.0,610.0,99.0,34104.0,-285.0,,26739.0,,64945.0
2025-01-05 23:00:00,77.0,109895.0,422.0,183191.0,97972.0,,582.0,-54.0,1013.0,50.0,27862.0,-221.0,,28287.0,,66697.0
2025-01-06 00:00:00,823.0,114652.0,425.0,190832.0,97952.0,,492.0,1556.0,942.0,58.0,17918.0,-211.0,,30233.0,,67642.0
2025-01-06 01:00:00,799.0,118836.0,425.0,193932.0,97951.0,,363.0,6096.0,619.0,114.0,9078.0,-249.0,,32744.0,,66881.0
2025-01-06 02:00:00,412.0,117667.0,425.0,191304.0,97981.0,,362.0,11285.0,413.0,33.0,1799.0,-315.0,,33920.0,,68316.0
2025-01-06 03:00:00,345.0,114518.0,430.0,186734.0,97959.0,,383.0,12474.0,302.0,46.0,127.0,-178.0,,32534.0,,69386.0
2025-01-06 04:00:00,543.0,109751.0,429.0,183171.0,97929.0,,423.0,11904.0,217.0,48.0,120.0,-201.0,,29903.0,,69982.0
2025-01-06 05:00:00,231.0,109386.0,434.0,183172.0,97594.0,,451.0,11722.0,213.0,53.0,26.0,-280.0,,25971.0,,64759.0
2025-01-06 06:00:00,102.0,104522.0,433.0,174074.0,97907.0,,490.0,10241.0,0.0,26.0,-29.0,-345.0,,22948.0,,66638.0
2025-01-06 07:00:00,267.0,101904.0,434.0,173161.0,97809.0,0.0,547.0,8481.0,-837.0,10.0,-33.0,-309.0,,20693.0,,64819.0
2025-01-06 08:00:00,263.0,100725.0,433.0,173741.0,97813.0,0.0,557.0,6679.0,-867.0,-2.0,-36.0,-302.0,,19423.0,,63546.0
2025-01-06 09:00:00,-137.0,101196.0,472.0,176339.0,97807.0,0.0,901.0,5714.0,-502.0,15.0,-40.0,-166.0,,19675.0,,60921.0
2025-01-06 10:00:00,-283.0,102942.0,473.0,183125.0,97900.0,0.0,1709.0,5771.0,-502.0,18.0,-37.0,-142.0,,19269.0,,58475.0
2025-01-06 11:00:00,-197.0,107251.0,476.0,190128.0,98024.0,0.0,2168.0,5358.0,-248.0,16.0,-45.0,-239.0,,22134.0,,56790.0
2025-01-06 12:00:00,-170.0,112087.0,473.0,206120.0,97989.0,0.0,1893.0,5281.0,125.0,9.0,-3.0,-184.0,,27887.0,,54327.0
2025-01-06 13:00:00,704.0,119257.0,480.0,219826.0,98001.0,0.0,1282.0,6025.0,484.0,25.0,360.0,-175.0,,32394.0,,50699.0
2025-01-06 14:00:00,2470.0,124722.0,481.0,226647.0,97981.0,0.0,664.0,6579.0,183.0,93.0,3486.0,-33.0,,33772.0,,46945.0
2025-01-06 15:00:00,758.0,127113.0,480.0,223279.0,97996.0,0.0,684.0,7534.0,233.0,42.0,16418.0,-298.0,,35121.0,,42157.0
2025-01-06 16:00:00,303.0,127997.0,478.0,216470.0,97953.0,0.0,831.0,7347.0,259.0,45.0,33625.0,-941.0,,34748.0,,36139.0
2025-01-06 17:00:00,362.0,126465.0,479.0,214952.0,97949.0,0.0,1055.0,5721.0,200.0,266.0,43150.0,-861.0,,31306.0,,29631.0
2025-01-06 18:00:00,81.0,124284.0,472.0,213623.0,97989.0,0.0,1061.0,3109.0,129.0,266.0,51981.0,-980.0,,29531.0,,26076.0
2025-01-06 19:00:00,-19.0,123134.0,466.0,212869.0,97971.0,0.0,1187.0,1351.0,126.0,254.0,54616.0,-702.0,,27756.0,,25343.0
2025-01-06 20:00:00,-50.0,123088.0,464.0,211615.0,97939.0,0.0,999.0,806.0,127.0,304.0,54083.0,-898.0,,27035.0,,24903.0
2025-01-06 21:00:00,-156.0,122590.0,464.0,214018.0,97987.0,0.0,1047.0,-108.0,153.0,340.0,51319.0,-836.0,,27823.0,,24750.0
2025-01-06 22:00:00,-218.0,123499.0,462.0,220825.0,98060.0,0.0,1121.0,-605.0,546.0,239.0,46056.0,-418.0,,32884.0,,24775.0
2025-01-06 23:00:00,143.0,127266.0,459.0,234207.0,98061.0,0.0,1650.0,626.0,1355.0,128.0,32827.0,-182.0,,35645.0,,25947.0
2025-01-07 00:00:00,1539.0,133599.0,462.0,248866.0,98043.0,0.0,1587.0,2302.0,1330.0,86.0,16486.0,-131.0,,38359.0,,28123.0
2025-01-07 01:00:00,1516.0,137872.0,459.0,249660.0,98044.0,0.0,1376.0,6903.0,1251.0,114.0,7993.0,-157.0,,41016.0,,31318.0
2025-01-07 02:00:00,1169.0,138196.0,463.0,246554.0,98022.0,0.0,1200.0,10366.0,841.0,83.0,2061.0,-60.0,,40804.0,,33162.0
2025-01-07 03:00:00,936.0,137559.0,467.0,241787.0,98019.0,0.0,1112.0,12395.0,481.0,68.0,405.0,-66.0,,38741.0,,33564.0
2025-01-07 04:00:00,490.0,136064.0,469.0,233813.0,97847.0,0.0,1155.0,11126.0,243.0,46.0,422.0,-165.0,,36368.0,,32588.0
2025-01-07 05:00:00,337.0,128412.0,467.0,223712.0,97710.0,0.0,1059.0,9679.0,21.0,42.0,221.0,-319.0,,32199.0,,35949.0
2025-01-07 06:00:00,140.0,133811.0,468.0,222742.0,97742.0,0.0,1037.0,6989.0,-621.0,-2.0,122.0,-1159.0,,28258.0,,32591.0
2025-01-07 07:00:00,99.0,132028.0,471.0,220916.0,97767.0,0.0,901.0,6354.0,-721.0,-3.0,-30.0,-883.0,,24968.0,,31141.0
2025-01-07 08:00:00,9.0,132062.0,470.0,222337.0,97709.0,0.0,987.0,4759.0,-721.0,-3.0,-51.0,-1003.0,,23276.0,,30349.0
2025-01-07 09:00:00,-253.0,131770.0,472.0,223564.0,97619.0,0.0,1272.0,5221.0,-386.0,-2.0,-52.0,-525.0,,21801.0,,28890.0
2025-01-07 10:00:00,-194.0,132565.0,470.0,226887.0,97653.0,0.0,2117.0,5675.0,-134.0,-2.0,-57.0,-339.0,,22067.0,,28772.0
2025-01-07 11:00:00,97.0,133127.0,475.0,236089.0,97928.0,0.0,2552.0,5582.0,23.0,-3.0,-59.0,-299.0,,27140.0,,27540.0
2025-01-07 12:00:00,239.0,136992.0,477.0,251117.0,97964.0,0.0,2230.0,5808.0,698.0,-2.0,50.0,-201.0,,32104.0,,28579.0
2025-01-07 13:00:00,1450.0,139482.0,474.0,261551.0,97940.0,0.0,2252.0,6093.0,1569.0,40.0,1384.0,-159.0,,37705.0,,29472.0
2025-01-07 14:00:00,2425.0,140083.0,476.0,257967.0,97949.0,0.0,2212.0,6425.0,1301.0,146.0,8619.0,-56.0,,38470.0,,30179.0
2025-01-07 15:00:00,1272.0,139630.0,478.0,244071.0,97911.0,0.0,1902.0,8013.0,479.0,298.0,24420.0,-199.0,,37231.0,,28105.0
2025-01-07 16:00:00,546.0,137583.0,469.0,228797.0,97894.0,0.0,1859.0,8587.0,22.0,366.0,39932.0,-702.0,,36313.0,,26468.0
2025-01-07 17:00:00,125.0,135125.0,471.0,217071.0,97855.0,0.0,1600.0,8147.0,-439.0,508.0,49574.0,-653.0,,32024.0,,26230.0
2025-01-07 18:00:00,-57.0,132525.0,462.0,203612.0,97842.0,0.0,1518.0,6194.0,-840.0,456.0,57939.0,-653.0,,28228.0,,27600.0
2025-01-07 19:00:00,-142.0,128971.0,460.0,194498.0,97849.0,0.0,1462.0,3744.0,-843.0,443.0,61563.0,-847.0,,25362.0,,30164.0
2025-01-07 20:00:00,-136.0,126620.0,456.0,193563.0,97828.0,0.0,1271.0,2326.0,-1197.0,354.0,60157.0,-1520.0,,24646.0,,32952.0
2025-01-07 21:00:00,-130.0,124983.0,456.0,196666.0,97858.0,0.0,1357.0,1050.0,-722.0,410.0,54731.0,-1980.0,,24597.0,,36482.0
2025-01-07 22:00:00,-120.0,124992.0,455.0,206291.0,97868.0,0.0,1439.0,1315.0,-380.0,232.0,45306.0,-1040.0,,29795.0,,40028.0
2025-01-07 23:00:00,95.0,128981.0,453.0,223822.0,97896.0,0.0,1549.0,2355.0,196.0,120.0,28742.0,-328.0,,34488.0,,44268.0
2025-01-08 00:00:00,1119.0,136925.0,440.0,240599.0,97912.0,-1.0,1549.0,3426.0,444.0,84.0,14249.0,-49.0,,37704.0,,46000.0
2025-01-08 01:00:00,1533.0,140409.0,455.0,244084.0,97936.0,-1.0,1494.0,6786.0,528.0,145.0,7027.0,-19.0,,40180.0,,48107.0
2025-01-08 02:00:00,916.0,140067.0,454.0,241604.0,97913.0,-1.0,1463.0,10584.0,420.0,114.0,1198.0,-220.0,,39870.0,,51548.0
2025-01-08 03:00:00,553.0,139465.0,459.0,236048.0,97903.0,-1.0,1385.0,11743.0,277.0,33.0,83.0,-320.0,,36779.0,,54003.0
2025-01-08 04:00:00,417.0,137514.0,454.0,226506.0,97895.0,-1.0,1370.0,9994.0,317.0,-1.0,110.0,-492.0,,34384.0,,54919.0
2025-01-08 05:00:00,121.0,135759.0,453.0,220378.0,98008.0,-1.0,1368.0,8731.0,58.0,-2.0,107.0,-340.0,,31468.0,,54833.0
2025-01-08 06:00:00,121.0,133319.0,457.0,212325.0,97922.0,-1.0,3103.0,8271.0,21.0,-1.0,192.0,-441.0,,28244.0,,52364.0
2025-01-08 07:00:00,107.0,132392.0,456.0,211075.0,97969.0,-1.0,3322.0,7195.0,-338.0,-4.0,-56.0,-476.0,,24032.0,,51107.0
2025-01-08 08:00:00,179.0,132324.0,469.0,212930.0,97958.0,-1.0,2695.0,6300.0,-341.0,-2.0,-60.0,-684.0,,22591.0,,49558.0
2025-01-08 09:00:00,15.0,132244.0,457.0,213202.0,97952.0,-1.0,2746.0,5979.0,-337.0,-2.0,-60.0,-318.0,,22435.0,,48592.0
2025-01-08 10:00:00,-99.0,133053.0,453.0,218607.0,97953.0,-1.0,2875.0,6019.0,317.0,-4.0,-64.0,-337.0,,24657.0,,47843.0
