Date,biomass,coal,gas,gas_cc,hydro,nuclear,other,solar,wind,gas_total,total
2020-03-28,875.692838,110975.396583,37379.778527,291489.028689,3169.989074,89576.662393,-51.672584,18027.962551,358642.140568,328868.807216,910084.9786389999
2020-03-29,906.4449,118915.790078,51449.638598,356499.609381,3273.632584,89635.622169,-88.021314,16773.278259,180247.971476,407949.247979,817613.9661310001
2020-03-30,917.80179,148299.544126,42255.375469,332420.166562,3187.056054,89622.379093,-34.981378,15202.042948,256495.722268,374675.542031,888365.1069320001
2020-03-31,891.287783,155043.247642,63640.529604,375956.613356,3183.371183,89615.878981,-50.886532,24970.793899,165266.155895,439597.14295999997,878516.991811
2020-04-01,811.378765,112711.190743,28899.313509,231030.914676,3331.663476,89659.259622,-13.898572,6891.272397,380984.182576,259930.22818499999,854305.277192
2020-04-02,857.510674,127943.949349,28930.433025,268857.179669,3147.587975,89670.365019,-21.879005,20441.0067,327377.330544,297787.61269399995,867203.48395
2020-04-03,857.378149,152907.170987,35603.674785,294433.177303,3161.297389,89648.026708,-16.249473,12166.134263,311019.054242,330036.852088,899779.664353
2020-04-04,836.14521,190516.459127,62914.549768,382169.463144,3223.552513,89657.934345,-64.042255,8243.337831,142958.988695,445084.01291199995,880456.3883779998
2020-04-05,801.097304,146788.960792,53855.546807,341682.581433,3348.062247,89810.105468,-23.152169,12179.958256,170882.754279,395538.12824,819325.914417
2020-04-06,828.992369,159340.548844,44568.553641,316384.700268,3229.785761,89788.434291,25.5215,9322.11076,232126.690642,360953.253909,855615.3380760001
2020-04-07,809.698022,189917.228205,84763.806488,368612.26553,2901.540775,89737.316846,-24.617893,20256.321473,207452.913421,453376.07201799995,964426.4728669999
2020-04-08,807.504618,209429.192926,128261.988643,399150.432196,2811.14042,89498.260609,8.760563,23882.353389,178802.267669,527412.420839,1032651.901033
2020-04-09,842.411738,214302.087585,80145.689743,432074.923062,3699.031539,88853.583564,-19.403678,10240.742145,132061.285728,512220.61280500004,962200.351426
2020-04-10,847.843416,144245.850646,19733.541839,332468.525543,3758.025251,88804.938163,-28.88897,17701.114884,242872.209549,352202.06738200004,850403.1603210001
2020-04-11,896.551502,142709.833986,21353.523691,242517.64794,3937.4813130000002,88836.706659,-18.740112,18922.44638,308934.570154,263871.171631,828090.021513
2020-04-12,816.287709,179952.813408,18416.972581,221875.950526,3426.956674,88785.143766,-33.443591,14127.426313,377738.821133,240292.923107,905106.9285190001
2020-04-13,788.535721,147644.166922,31294.645884,295079.460719,3506.155469,88837.491065,11.874999,27014.135703,238560.947,326374.106603,832737.4134820001
2020-04-14,889.236732,180546.633542,29656.486284,361981.7846,3415.363923,88487.07255,-24.676475,18444.257315,158597.403564,391638.270884,841993.5620350002
2020-04-15,844.027757,152495.55422,29493.550194,330450.778752,3173.656829,88481.148169,-42.751688,27354.493856,207542.135279,359944.328946,839792.5933679999
2020-04-16,851.652784,126981.009992,20144.292582,217673.717116,2086.938308,88581.214487,-59.048238,8340.236099,374843.017698,237818.009698,839443.0308279999
2020-04-17,876.975754,164708.030322,37386.482354,333461.362967,2175.7766,97265.369087,-10.741116,11784.527968,208814.925624,370847.845321,856462.7095600001
2020-04-18,910.441202,192600.814023,28193.305741,351268.174951,2132.665334,90338.908564,-46.642851,19057.657355,136561.656037,379461.480692,821016.9803560002
2020-04-19,890.158369,181565.12737,43952.556138,296503.788597,2172.09195,71273.271794,3.615359,22493.667186,235511.306872,340456.344735,854365.583635
2020-04-20,829.834405,207199.381818,92137.285994,379194.938669,2293.330351,69893.128255,-42.801008,22862.965329,118591.691121,471332.224663,892959.7549339999
2020-04-21,841.001718,199974.377048,67783.141273,357260.955435,2301.337527,84925.517572,-51.516172,26080.628789,203082.797751,425044.096708,942198.240941
2020-04-22,872.043667,187604.173519,39721.767234,288987.06104,1921.138225,92417.607696,-5.758855,20408.183602,325612.841292,328708.82827399997,957539.05742
2020-04-23,884.369647,210553.566906,68661.712166,397350.32721,2439.810582,93012.164624,-44.583566,30255.704157,153367.924089,466012.039376,956480.9958149998
2020-04-24,840.521119,151448.755692,56766.112555,303035.718333,1963.296163,92944.446829,-16.75836,27023.285165,336063.015141,359801.830888,970068.3926370002
2020-04-25,911.355213,171439.088894,41190.718366,321049.546838,2005.245738,92527.451548,2.815946,30419.108871,187136.439299,362240.265204,846681.770713
2020-04-26,912.865969,153390.040067,22818.543438,212938.602407,1769.11056,92721.85957,-33.255232,20366.759425,351573.489622,235757.145845,856458.015826
2020-04-27,891.796204,178220.861302,39143.855429,264336.309851,2121.429077,92914.80159,379.22155,23184.380379,336054.971588,303480.16528,937247.62697
2020-04-28,825.079824,190458.126088,50561.242174,334916.162374,2515.052134,92842.893702,-14.077957,29781.124497,325998.065415,385477.404548,1027883.668251
2020-04-29,817.373993,160108.876938,39006.413398,337898.634335,2729.768375,92559.798023,-30.195782,27202.618718,265545.709446,376905.047733,925838.997444
2020-04-30,826.976041,156417.470908,29269.508231,378700.156563,2502.828649,92836.439818,-33.052718,28073.482637,217717.916784,407969.664794,906311.726913
2020-05-01,878.133294,141385.098209,29807.687435,261073.124478,2505.195263,92828.796197,-11.365285,23789.403141,392203.273792,290880.811913,944459.346524
2020-05-02,890.733509,157050.289025,37689.425692,310692.267905,2439.818859,92760.142925,6.99841,29650.960316,356962.901433,348381.69359700003,988143.538074
2020-05-03,858.01565,174516.86191,84383.766417,388096.24075,2968.005309,92736.636358,-29.837502,31153.247815,250736.300086,472480.007167,1025419.2367929999
2020-05-04,875.290092,179594.523417,94075.905668,393631.004359,2994.697287,92571.443573,-18.176143,33388.944831,319193.744558,487706.910027,1116307.377642
2020-05-05,901.024111,169650.588329,64208.580161,392381.956126,2359.748874,92263.858636,-37.982459,22348.998687,301642.75332,456590.536287,1045719.5257850001
2020-05-06,854.103105,160839.49345,52199.303871,422885.637609,2273.115344,92166.187244,-0.887882,33746.555262,180663.75819,475084.94148000004,945627.266193
2020-05-07,761.186762,152691.206283,26482.045773,266982.437707,1677.740903,92379.772929,-31.2442,13835.7889,414266.949986,293464.48348,969045.885043
2020-05-08,777.908165,159928.060327,30086.342882,300264.617995,2324.925309,92448.947002,125.39621,14741.663025,378233.387183,330350.960877,978931.2480980001
2020-05-09,761.8639,157822.23287,18192.62618,344617.832041,2801.214841,92095.336938,-52.792322,35053.853643,161308.000437,362810.45822100004,812600.168528
2020-05-10,799.650232,154654.627643,23748.9618,333193.829287,2743.595255,91873.070295,-18.404606,24318.703623,198898.063814,356942.791087,830212.097343
2020-05-11,788.875189,152564.45783,27259.524004,298028.740097,2202.895245,91977.494742,-41.891248,21857.223685,335680.395177,325288.264101,930317.714721
2020-05-12,774.633207,183969.478198,53011.041703,379531.034229,1898.213051,94130.386145,-34.260487,30642.667132,200230.81086,432542.075932,944154.004038
2020-05-13,798.225444,145826.705118,41413.906889,323538.343522,1717.664667,105030.609721,-37.574233,21643.957961,370497.721571,364952.250411,1010429.5606599998
2020-05-14,790.209482,172715.718717,73535.175308,399899.210863,1746.689201,115639.508434,-10.804001,32445.214353,287526.098879,473434.386171,1084287.0212360001
2020-05-15,736.925207,135965.393077,51531.32055,399337.867865,1945.481423,118623.287262,-50.882318,20553.700557,322676.731912,450869.188415,1051319.8255349998
2020-05-16,748.459384,133503.641537,53087.455439,418303.504095,2066.687479,121754.203941,-45.720609,34342.696028,106353.045111,471390.95953399997,870113.972405
2020-05-17,794.805362,155142.63497,70359.606421,459605.534404,1835.33481,121828.638017,-15.520632,37773.665247,74058.951075,529965.140825,921383.649674
2020-05-18,753.042964,158748.840668,96959.972244,431737.887108,1895.123638,121519.255027,-19.054447,37854.87745,224791.730689,528697.859352,1074241.675341
2020-05-19,719.200551,183448.464334,122847.407339,438511.148339,2807.282482,120960.471421,-10.034282,31727.890726,262863.124331,561358.555678,1163874.955241
2020-05-20,751.971392,186368.760382,77410.081107,449935.950762,2663.22439,120912.663579,-15.201326,31615.990413,266555.071066,527346.031869,1136198.5117650002
2020-05-21,755.112719,191187.460732,55489.56243,443691.86005,3409.759674,120872.053391,-8.471455,37761.520403,272722.711051,499181.42248,1125881.568995
2020-05-22,762.155826,204554.711716,88096.750427,446258.413599,3308.879587,121098.401396,82.931484,37523.20319,280175.568495,534355.1640260001,1181861.0157200003
2020-05-23,760.964426,174340.567885,39753.8774,360956.682239,3031.042906,121069.035135,-41.761939,15761.205614,414787.296678,400710.559639,1130418.910344
2020-05-24,711.207383,168488.890216,14420.998452,348084.835307,3161.701905,120832.501384,-7.934615,22712.467998,352195.952662,362505.83375899994,1030600.6206919999
2020-05-25,555.89118,144444.859524,20227.445054,384549.905335,3458.84398,121005.797205,-9.28101,25240.346024,200401.268774,404777.350389,899875.0760659999
2020-05-26,613.793503,191232.004978,38596.970811,462675.371255,3323.40936,121057.459415,-1.183406,38126.52092,100363.402276,501272.342066,955987.7491120001
2020-05-27,686.513312,173087.764587,50594.115406,453586.742808,3308.039262,121041.50305,9.376102,33188.491985,159541.185901,504180.858214,995043.7324129998
2020-05-28,611.09387,175335.327411,43920.4834,470853.093442,2898.323877,120960.325913,-46.148782,29609.495544,175673.50368,514773.576842,1019815.498355
2020-05-29,719.961736,198954.85863,48246.23665,524275.390958,2194.43961,121003.753851,19.148013,38185.840185,106085.736442,572521.627608,1039685.366075
2020-05-30,799.852392,189029.142999,34077.024435,456928.323263,1727.989758,120918.842726,33.317694,38718.191864,159513.241364,491005.347698,1001745.9264950001
2020-05-31,794.5632880000001,180268.814899,41363.609973,437870.377658,1734.697637,121006.281123,37.261435,30866.329267,155461.223163,479233.987631,969403.1584429998
2020-06-01,728.29978,184855.496945,47495.419865,486369.648036,1378.871053,121109.19094,-32.21326,24818.818338,157206.595513,533865.067901,1023930.1272100001
2020-06-02,787.522339,211514.214316,68636.835612,507364.734865,1719.228105,120985.076169,-44.920283,32749.372978,168040.741577,576001.570477,1111752.8056779997
2020-06-03,869.249116,218669.02253,101334.363776,521774.340731,2256.168502,120895.000767,-15.113856,35591.544175,158644.733253,623108.704507,1160019.308994
2020-06-04,853.986742,222311.871917,109853.100909,511651.254307,1874.851849,120713.725307,3.080239,36478.726061,220945.071542,621504.355216,1224685.6688730002
