timestamp,biomass,coal,gas,gas_cc,hydro,nuclear,other,solar,wsl,wind,gas_total,total
2025-01-01 01:00:00,12.212585,6300.8046859999995,903.976603,17460.347191,4.136729,5085.495154,7.887568,5.4e-05,-953.741038,14456.777197,18364.323794,44231.637767
2025-01-01 02:00:00,12.209287,5933.1702000000005,779.668395,17087.262469999998,4.144082,5082.50573,35.232043,6e-05,-708.372924,14953.004805,17866.930865,43887.197071999995
2025-01-01 03:00:00,12.210014,5703.70965,690.3971779999999,16735.795688,18.986033,5081.178951,121.955904,5.4e-05,-757.950159,15358.778866,17426.192866,43723.012338
2025-01-01 04:00:00,12.209218,5743.4783370000005,870.191834,16655.985524,7.177728999999999,5082.00358,163.664148,6.6e-05,-807.762013,15095.464246,17526.177358,43630.174682
2025-01-01 05:00:00,12.211151000000001,5837.164065999999,1053.433294,16968.743636,4.146167,5081.753758,113.45087,6.6e-05,-207.353496,14574.489296,18022.17693,43645.39230399999
2025-01-01 06:00:00,12.203099,6214.852616,1134.647421,18103.765395000002,15.269057,5082.819503,79.833865,5.4e-05,-318.266272,13838.329512,19238.412816,44481.720522
2025-01-01 07:00:00,12.212165,6330.521686,1147.505253,18582.444338,94.948165,5083.212405,277.454102,6.6e-05,-208.993949,13907.770226,19729.949591,45436.068406000006
2025-01-01 08:00:00,12.205067,6563.77223,1176.4983590000002,19100.994145,93.32721599999999,5084.012007,1288.648676,435.815657,-291.76205000000004,12619.040811,20277.492504,46374.314168
2025-01-01 09:00:00,12.189774,6080.810398,1054.280333,16730.972794,23.348373,5083.389434000001,219.494573,7745.794521,-522.133915,9994.775681,17785.253127,46945.05588099999
2025-01-01 10:00:00,12.178628,4884.518395,885.95114,11923.225507,22.120584,5084.34122,6.020099999999999,16804.150662,-970.2372660000001,7886.241591,12809.176647,47508.747827
2025-01-01 11:00:00,12.178639,4606.12377,850.205022,10593.930359,22.116373,5085.156239,13.595079,18772.728435,-1340.839741,7731.171434,11444.135381,47687.205350000004
2025-01-01 12:00:00,12.182468,4637.8561580000005,863.069111,10842.007192,17.034128000000003,5084.558902,34.188569,18655.472547999998,-826.5359100000001,6793.858325,11705.076303,46940.227401
2025-01-01 13:00:00,12.189727,4753.259391,856.666155,11040.947172,4.093699,5084.265353,48.26609,18063.411355,-208.671244,5903.484919,11897.613327,45766.58386099999
2025-01-01 14:00:00,12.197123,4840.008787000001,864.120096,10781.099736,4.08719,5084.293878,25.911994999999997,18301.163296,-543.381758,5321.551729,11645.219832,45234.43383
2025-01-01 15:00:00,12.203033,4889.987014,852.606889,10501.830664000001,4.0819849999999995,5083.72854,50.767981,18493.259093,-795.44816,5007.898591,11354.437553,44896.36379
2025-01-01 16:00:00,12.197011999999999,4737.781183,895.793688,10797.693617,4.075281,5083.316634,79.210748,17717.464104,-395.531922,5077.34404,11693.487305,44404.876307
2025-01-01 17:00:00,12.207262,5436.66553,1064.353814,16753.555175,21.335062999999998,5083.529091,573.9766950000001,10504.737553,-56.100794,5292.473983,17817.908989,44742.834166
2025-01-01 18:00:00,12.209319,8665.862001,2322.761197,21143.750882,137.883251,5083.543311,3271.8279300000004,1235.095787,-52.407538,4739.591648,23466.512079,46612.525326
2025-01-01 19:00:00,12.221203,9664.592622,2938.9002170000003,21648.302497,140.597065,5084.765506,3566.935168,0.035084000000000004,-59.646435,4808.877111,24587.202714,47865.226472999995
2025-01-01 20:00:00,12.203990000000001,10148.722336,3474.29381,21869.743098,117.094468,5084.606476,1321.112206,0.015919,-114.35445100000001,5762.920182,25344.036908,47790.712485
