Date,biomass,coal,gas,gas_cc,hydro,nuclear,other,solar,wsl,wind,gas_total,total,co2_coal,co2_gas,co2_gas_cc,co2_biomass,co2_other,co2_nuclear,co2_hydro,co2_wind,co2_solar,co2_total,intensity
2025-01-11,1464.721154,224587.378454,49673.152676,352832.050073,1274.404722,122655.644815,10510.849557,142512.276483,-15522.87959,498979.866553,402505.2027490001,1404490.344487,213358.0095313,27320.2339718,130547.85852701,0.0,6832.05221205,0.0,0.0,0.0,0.0,378058.15424216003,0.2691781796337293
2025-01-12,1472.944042,239034.747653,35680.779582,343686.119932,1205.818417,122651.016501,12371.383059,135648.690249,-15885.244777,372434.678301,379366.899514,1264186.177736,227083.01027035,19624.428770100003,127163.86437483999,0.0,8041.39898835,0.0,0.0,0.0,0.0,381912.70240363997,0.3021016280114675
2025-01-13,1794.111163,245355.953692,77214.156831,464715.11874,1267.913334,122632.488063,16657.236822,160899.344535,-16675.93449,212470.432552,541929.2755710001,1303006.755732,233088.1560074,42467.78625705,171944.5939338,0.0,10827.2039343,0.0,0.0,0.0,0.0,458327.74013255,0.3517462500607464
2025-01-14,1703.825528,261797.116317,75011.481707,560003.843411,1395.731196,122676.884887,15514.747715,107412.519887,-18062.432185,190265.491044,635015.3251179999,1335781.641692,248707.26050114998,41256.31493885,207201.42206207,0.0,10084.58601475,0.0,0.0,0.0,0.0,507249.58351682,0.3797398973639884
2025-01-15,1871.904027,246230.825179,92995.71277,553314.554981,1208.222026,122666.925566,13539.963873,115621.183005,-17154.156562,114745.114141,646310.267751,1262194.4055680004,233919.28392005,51147.642023500004,204726.38534297,0.0,8800.97651745,0.0,0.0,0.0,0.0,498594.28780397,0.39502178555418127
2025-01-16,1536.893272,238377.532675,83337.832663,451081.827111,704.901642,122672.444854,14198.776307,144847.066093,-16640.884008,191220.070593,534419.659774,1247977.3452100002,226458.65604124998,45835.80796465,166900.27603107,0.0,9229.204599550001,0.0,0.0,0.0,0.0,448423.94463652,0.35932058090450564
2025-01-17,1538.929207,197708.000392,35494.414854,223819.426865,463.837425,122693.095443,9756.03819,57882.321073,-17039.110873,576999.038968,259313.841719,1226355.102417,187822.6003724,19521.928169700004,82813.18794004999,0.0,6341.4248235,0.0,0.0,0.0,0.0,296499.14130564994,0.2417726649657064
2025-01-18,1556.041527,145915.619433,49408.533984,264940.752992,441.977542,122635.782206,9465.040436,117786.033668,-12114.658948,477896.334781,314349.286976,1190046.1165690003,138619.83846135,27174.693691200002,98028.07860704,0.0,6152.2762834,0.0,0.0,0.0,0.0,269974.88704299,0.2268608613432138
2025-01-19,1890.836439,214828.216083,129346.803939,498468.315999,1406.319352,122636.58428,13572.880235,174791.316424,-10388.349338,341018.288511,627815.119938,1497959.561262,204086.80527885,71140.74216645001,184433.27691962998,0.0,8822.37215275,0.0,0.0,0.0,0.0,468483.19651768,0.3127475591684148
2025-01-20,2721.06198,279134.714087,174245.935538,656625.082649,2674.148839,122654.062579,10536.735816,90398.872572,-18721.837837,357767.338709,830871.018187,1696757.952769,265177.97838265,95835.2645459,242951.28058013,0.0,6848.8782804,0.0,0.0,0.0,0.0,610813.40178908,0.35998853035712713
2025-01-21,1914.036497,251323.753973,185997.373537,626659.953296,2653.638181,122653.151998,11906.661102,144439.002864,-14124.445967,325851.123371,812657.326833,1673398.694819,238757.56627435,102298.55544535001,231864.18271952,0.0,7739.329716300001,0.0,0.0,0.0,0.0,580659.6341555201,0.34699419567691614
2025-01-22,1643.447663,192403.28966,140057.10168,549867.849947,1864.989218,122702.23924,10124.858081,157600.376597,-10307.17934,387892.817632,689924.951627,1564156.9697180002,182783.125177,77031.405924,203451.10448039,0.0,6581.1577526500005,0.0,0.0,0.0,0.0,469846.79333404,0.30038340296418464
2025-01-23,1847.422247,191102.841455,145230.952177,544198.269327,1230.03333,122707.395375,18954.569592,154891.824872,-16445.344726,241011.905784,689429.221504,1421175.214159,181547.69938225,79877.02369735,201353.35965099,0.0,12320.470234800001,0.0,0.0,0.0,0.0,475098.55296539003,0.3342997740405543
2025-01-24,1649.629392,181473.292754,76381.764513,370787.365427,780.239665,122757.028817,13035.244536,156597.256168,-18779.966138,473835.484268,447169.12994,1397297.30554,172399.62811629998,42009.970482150005,137191.32520798998,0.0,8472.9089484,0.0,0.0,0.0,0.0,360073.83275483997,0.2576930702773278
2025-01-25,383.875258,200270.783755,39441.167028,332889.323393,566.13846,122768.859497,12315.177847,91520.969334,-16722.810669,482155.314465,372330.490421,1282311.6090370002,190257.24456725,21692.641865400004,123169.04965541,0.0,8004.865600550001,0.0,0.0,0.0,0.0,343123.80168861005,0.267582231394046
2025-01-26,331.307924,194697.998702,65896.224007,472831.78446,729.17686,122725.622279,9821.887911,67972.157152,-11690.034757,239712.792039,538728.008467,1174718.9513340003,184963.09876690002,36242.923203850005,174947.7602502,0.0,6384.22714215,0.0,0.0,0.0,0.0,402538.0093631,0.34266750264476575
2025-01-27,283.938409,209688.471964,104061.496892,604259.995545,804.630322,122733.978793,15622.036088,76471.010322,-16561.232897,135796.327181,708321.4924369999,1269721.8855159995,199204.0483658,57233.823290600005,223576.19835164997,0.0,10154.3234572,0.0,0.0,0.0,0.0,490168.39346525,0.38604390383178394
2025-01-28,270.55479,220688.360995,131896.084075,634083.991781,1466.531697,122764.460059,12679.956173,43956.326424,-14543.37658,43879.769384,765980.0758560001,1211686.035378,209653.94294525,72542.84624125001,234611.07695897002,0.0,8241.97151245,0.0,0.0,0.0,0.0,525049.8376579201,0.43332168757241185
2025-01-29,271.806252,207467.537725,93832.737592,542903.887585,1367.858796,122713.492354,13107.573402,36577.333719,-14965.131618,137530.531569,636736.6251770001,1155772.758994,197094.16083875,51608.005675600005,200874.43840645,0.0,8519.9227113,0.0,0.0,0.0,0.0,458096.5276321,0.39635518666388475
