date,coal,lignite,gas,diesel,hsd,naphtha,multi_fuel,thermal,nuclear,hydro,bhutan,wind,solar,other_re,renewables,total_ex_re,total,co2_coal,co2_lignite,co2_gas,co2_total,emissions_intensity,re_share,clean_share,fossil_share,wind_solar,wind_solar_share,month,cum_fossil,cum_clean,cum_total,cum_clean_pct
2024-02-08,3559.44,93.67,101.35,1.11,0.0,0.0,0.0,3755.57,122.47,202.11,0.0,174.68,339.68,23.93,538.29,4080.15,4618.4400000000005,3381.468,103.037,40.54,3525.045,763.2544755371941,11.655234234936469,18.683148422411026,81.29281748815616,514.36,11.137093910497917,2,147387.52000000002,29852.643999999997,177283.68400000007,16.8389122599686
2024-02-09,3594.64,96.32,99.0,1.11,0.0,0.0,0.0,3791.07,122.89,213.8,0.0,126.94,362.31,23.22,512.47,4127.76,4640.2300000000005,3414.908,105.95199999999998,39.6,3560.46,767.3024828510654,11.044064626106895,18.29995495912918,81.67612381282824,489.25,10.543658396243288,2,151177.48,30701.803999999996,181923.91400000008,16.876178246692728
2024-02-10,3553.83,94.4,97.65,1.11,0.0,0.0,0.0,3746.99,117.34,205.6,0.0,172.96,354.16,22.33,549.45,4069.93,4619.38,3376.1385,103.84,39.06,3519.0385,761.7988777714758,11.894453368200928,18.885434841905195,81.09053595937117,527.12,11.411055163247015,2,154923.36000000002,31574.193999999996,186543.29400000008,16.925933558351332
2024-02-11,3418.42,100.53,87.47,1.11,0.0,0.0,0.0,3607.53,106.27,177.65,0.0,195.2,345.3,23.5,564.0,3891.45,4455.45,3247.499,110.583,34.988,3393.07,761.5549495561614,12.65865400801266,19.031074302259032,80.94401238932095,540.5,12.131210091012132,2,158529.78000000003,32422.113999999994,190998.7440000001,16.97504042225533
2024-02-12,3550.02,106.21,102.86,1.11,0.0,0.0,0.0,3760.2,106.23,204.27,0.0,183.77,301.4,23.52,508.69,4070.7,4579.389999999999,3372.519,116.831,41.144,3530.494,770.9528998403717,11.108248041769757,17.888627087887254,82.08713387590925,485.16999999999996,10.594642517889937,2,162288.87000000002,33241.304,195578.13400000008,16.99643171766839
2024-02-13,3619.55,109.86,140.91,1.11,0.0,0.0,0.0,3871.43,107.11,201.16,0.0,164.82,311.84,25.81,502.47,4179.7,4682.17,3438.5725,120.846,56.364,3615.7825,772.2450274125033,10.731562502002276,17.315475516694182,82.66081752691593,476.65999999999997,10.180322371891664,2,166159.19000000003,34052.043999999994,200260.3040000001,17.003891095661164
2024-02-14,3591.07,108.17,93.43,1.11,0.0,0.0,0.0,3793.78,107.14,195.8,0.0,183.701,338.6,24.87,547.171,4096.72,4643.8910000000005,3411.5165,118.987,37.372,3567.8755,768.294410872262,11.782597825831829,18.30600675166579,81.67009087853268,522.301,11.247055540278614,2,169951.86000000004,34902.15499999999,204904.1950000001,17.033401878375393
2024-02-15,3550.54,112.23,91.24,1.11,0.0,0.0,0.0,3755.12,105.92,193.98,0.0,210.64,355.37,20.66,586.67,4055.02,4641.69,3373.013,123.453,36.496,3532.962,761.1369996703787,12.639146517755387,19.100155331355605,80.87593096479947,566.01,12.194050011956852,2,173705.87000000005,35788.72499999999,209545.8850000001,17.079182919769565
2024-02-16,3555.63,110.55,76.95,1.11,0.0,0.0,0.0,3744.24,105.84,193.95,0.0,247.14,357.22,24.92,629.28,4044.03,4673.31,3377.8485,121.605,30.78,3530.2335000000003,755.403236678072,13.465402466346122,19.88034177060798,80.09590632763502,604.36,12.932161572846654,2,177449.00000000006,36717.79499999999,214219.1950000001,17.140291746498242
2024-02-17,3612.87,100.81,69.41,1.11,0.0,0.0,0.0,3784.2,105.83,198.1,0.0,159.41,367.08,22.02,548.51,4088.13,4636.64,3432.2265,110.891,27.764,3570.8815000000004,770.144220815073,11.829902688153489,18.384864902170538,81.5911953483557,526.49,11.354989820214637,2,181232.09000000005,37570.23499999999,218855.8350000001,17.1666590474958
2024-02-18,3443.94,93.95,59.11,1.11,0.0,0.0,0.0,3598.11,105.95,180.92,0.0,173.69,348.81,24.02,546.52,3884.98,4431.5,3271.743,103.345,23.644,3398.7319999999995,766.9484373237052,12.332618752115536,18.806047613674828,81.1689044341645,522.5,11.790590093647749,2,184829.09000000005,38403.62499999999,223287.3350000001,17.19919537756137
2024-02-19,3408.55,82.96,62.53,1.11,0.0,0.0,0.0,3555.15,122.37,204.06,0.0,276.02,343.18,21.73,640.93,3881.58,4522.51,3238.1225,91.256,25.012,3354.3905,741.7099133003575,14.171997408518719,21.38989189631421,78.58556421102442,619.2,13.691512014346015,2,188383.13000000006,39370.98499999999,227809.84500000012,17.28238961753386
2024-02-20,3617.18,88.88,65.61,1.11,0.0,0.0,0.0,3772.78,122.82,225.44,0.0,144.83,347.74,22.3,514.87,4121.04,4635.91,3436.321,97.768,26.244,3560.333,767.9901033454058,11.106125873884523,18.61835108964583,81.35770539117455,492.57000000000005,10.625098416492126,2,192154.80000000008,40234.11499999999,232445.75500000012,17.309034101311067
2024-02-21,3608.05,88.96,67.5,1.11,0.0,0.0,0.0,3765.62,122.24,222.63,0.0,161.63,348.61,22.54,532.78,4110.49,4643.27,3427.6475,97.856,27.0,3552.5035,765.0865661484255,11.474241213627463,18.901549985247463,81.07454444820137,510.24,10.98880745681384,2,195919.31000000008,41111.76499999999,237089.0250000001,17.340222728572094
2024-02-22,3654.54,91.25,63.78,1.11,0.0,0.0,0.0,3810.68,122.95,225.16,0.0,133.5,359.2,24.06,516.76,4158.79,4675.55,3471.813,100.375,25.512,3597.7000000000003,769.4709713295763,11.052389558447668,18.497716846146442,81.47854263134818,492.7,10.537797692250109,2,199728.8800000001,41976.634999999995,241764.5750000001,17.36260781795678
2024-02-23,3706.22,93.17,66.55,1.11,0.0,0.0,0.0,3867.05,123.06,225.62,0.0,129.48,377.71,24.08,531.27,4215.73,4747.0,3520.909,102.487,26.62,3650.016,768.9100484516537,11.191700021065936,18.53697071834843,81.4396460922688,507.18999999999994,10.684432273014535,2,203594.8200000001,42856.58499999999,246511.5750000001,17.385222174658523
2024-02-24,3712.08,92.66,63.17,1.11,0.0,0.0,0.0,3869.02,123.66,220.58,0.0,104.23,364.12,22.56,490.91,4213.26,4704.17,3526.476,101.926,25.268,3653.67,776.6874921612101,10.435634766600698,17.75339751752169,82.2230063964525,468.35,9.956060261427627,2,207462.7300000001,43691.73499999999,251215.7450000001,17.392116485373947
2024-02-25,3540.33,91.33,56.29,1.11,0.0,0.0,0.0,3689.06,120.61,188.2,0.0,160.15,340.47,20.85,521.47,3997.87,4519.34,3363.3135,100.463,22.516,3486.2925000000005,771.4162908743313,11.538631747113518,18.37170914337049,81.60372974814905,500.62,11.077281195926838,2,211150.6800000001,44522.01499999999,255735.0850000001,17.409427806904155
2024-02-26,3545.86,95.04,60.59,1.11,0.0,0.0,0.0,3702.6,112.7,198.39,0.0,279.52,293.33,24.26,597.11,4013.69,4610.8,3368.567,104.544,24.236,3497.347,758.5119718920794,12.950247245597293,19.69723258436714,80.27869350221219,572.8499999999999,12.424091263988894,2,214852.1700000001,45430.21499999999,260345.8850000001,17.44994548310221
2024-02-27,3460.74,109.62,60.56,1.11,0.0,0.0,0.0,3632.03,125.96,197.62,0.0,296.25,349.78,25.89,671.92,3955.61,4627.53,3287.703,120.582,24.224,3432.509,741.7583462451892,14.520057136312461,21.512556374566994,78.46345674690384,646.03,13.960579401970383,2,218483.0900000001,46425.71499999999,264973.4150000001,17.520895445303434
2024-02-28,3522.15,112.2,61.18,1.11,0.0,0.0,0.0,3696.64,135.18,200.07,0.0,205.2,380.72,21.56,607.48,4031.89,4639.37,3346.0425,123.42,24.472,3493.9345000000003,753.1053785319991,13.09401923105939,20.320215891381803,79.65585844629767,585.9200000000001,12.629300961121878,2,222178.6200000001,47368.44499999999,269612.7850000001,17.569064834963214
2024-02-29,3606.53,114.02,67.5,1.11,0.0,0.0,0.0,3789.16,133.23,192.97,0.0,175.61,378.57,22.48,576.66,4115.36,4692.02,3426.2035,125.422,27.0,3578.6255,762.7046559903836,12.290228941905616,19.242458472044017,80.73388433979395,554.1800000000001,11.811117599669226,2,225966.6700000001,48271.30499999999,274304.8050000001,17.597688454637158
2024-03-01,3598.36,115.3,70.35,1.11,0.0,0.0,0.0,3785.12,129.41,193.95,0.0,201.198,307.45,22.35,530.998,4108.48,4639.477999999999,3418.442,126.83,28.14,3573.412,770.2185461381648,11.445209999918097,18.414959613991062,81.5611152806415,508.648,10.963474770221996,3,229750.6800000001,49125.66299999999,278944.2830000001,17.61128153323722
2024-03-02,3310.02,103.8,81.57,1.11,0.0,0.0,0.0,3496.5,121.98,206.26,0.1,255.62,326.19,22.71,604.52,3824.84,4429.360000000001,3144.519,114.18,32.62799999999999,3291.327,743.0705564686546,13.648021384579259,21.058572796069857,78.91410948760091,581.81,13.135306229342387,3,233246.07000000012,50058.422999999995,283373.6430000001,17.665165493178904
2024-03-03,3146.38,94.92,76.68,1.11,0.0,0.0,0.0,3319.09,129.68,224.4,0.0,152.7,384.58,21.91,559.19,3673.17,4232.360000000001,2989.061,104.412,30.672000000000004,3124.145,738.1567257983725,13.212250375676927,21.578268389267453,78.3955051082611,537.28,12.694572295362397,3,236564.05000000013,50971.69299999999,287606.0030000001,17.72275003592327
2024-03-04,3388.93,102.13,80.25,1.11,0.0,0.0,0.0,3572.42,134.47,232.42,0.0,111.74,403.92,8.26,523.92,3939.31,4463.23,3219.4835,112.343,32.1,3363.9265,753.6977704487557,11.738583940330209,19.958863872128482,80.016266246642,515.66,11.553516175505184,3,240135.36000000013,51862.50299999999,292069.23300000007,17.756921010574224
2024-03-05,3463.88,114.24,81.69,1.11,0.0,0.0,0.0,3660.92,120.16,221.17,0.0,170.11,382.78,23.29,576.18,4002.25,4578.43,3290.686,125.664,32.676,3449.0260000000003,753.3206797963495,12.584663301612123,20.039838984105902,79.93591689727701,552.89,12.075973641619505,3,243795.17000000013,52780.01299999999,296647.66300000006,17.792155335469467
2024-03-06,3573.34,115.24,84.61,1.11,0.0,0.0,0.0,3774.3,118.68,216.79,0.0,126.65,359.42,20.98,507.05,4109.77,4616.820000000001,3394.673,126.764,33.844,3555.281,770.0713911306916,10.98266772367127,18.248924584454233,81.72703289277034,486.07000000000005,10.528242383285464,3,247568.36000000013,53622.53299999999,301264.48300000007,17.79915523596586
2024-03-07,3589.55,111.03,84.25,1.11,0.0,0.0,0.0,3785.94,118.66,223.88,0.0,112.66,386.83,18.79,518.28,4128.48,4646.759999999999,3410.0725,122.133,33.7,3565.9055,767.3960996479268,11.153577976912947,18.525165922061827,81.45094646592467,499.49,10.749210202377572,3,251353.19000000012,54483.35299999999,305911.2430000001,17.810183262862285
2024-03-08,3603.19,112.52,81.53,1.11,0.0,0.0,0.0,3798.35,119.33,220.19,0.0,121.18,397.69,20.54,539.41,4137.87,4677.28,3423.0305,123.772,32.612,3579.4145,765.2769344576335,11.532557383778606,18.79147709780043,81.18479116067459,518.87,11.093413265829714,3,255150.4300000001,55362.28299999999,310588.5230000001,17.824960969340122
2024-03-09,3577.34,116.22,77.16,1.11,0.0,0.0,0.0,3771.83,119.13,224.69,0.0,151.07,387.88,34.98,573.93,4115.65,4689.58,3398.473,127.842,30.864,3557.179,758.5282690560775,12.238409409797892,19.569982812959797,80.40634768998503,538.95,11.492500394491618,3,258921.1500000001,56280.03299999999,315278.1030000001,17.850917163124382
2024-03-10,3531.37,113.93,74.83,1.11,0.0,0.0,0.0,3721.24,119.44,213.83,0.0,133.66,350.26,33.14,517.06,4054.51,4571.57,3354.8015,125.323,29.932,3510.0565,767.8011055282976,11.31033758643092,18.60039330033227,81.37532620084565,483.91999999999996,10.585422513490988,3,262641.2800000001,57130.36299999999,319849.6730000001,17.86162932860024
2024-03-11,3681.86,110.97,78.89,1.11,0.0,0.0,0.0,3872.83,124.24,234.51,0.0,121.42,376.73,35.93,534.08,4231.58,4765.66,3497.767,122.067,31.556,3651.39,766.1876843920884,11.206842284174702,18.73465585039638,81.24205251738479,498.15000000000003,10.452906837667816,3,266513.00000000006,58023.19299999999,324615.3330000001,17.874446183353875
2024-03-12,3761.47,106.3,91.66,1.11,0.0,0.0,0.0,3960.54,129.09,236.33,0.27,131.41,381.29,19.36,532.06,4326.23,4858.289999999999,3573.3965,116.93,36.664,3726.9905,767.140393018943,10.951589962723512,18.47316648450381,81.49842845939622,512.7,10.553095842364293,3,270472.43000000005,58920.672999999995,329473.6230000001,17.883274680231377
2024-03-13,3766.94,108.97,85.13,1.11,0.0,0.0,0.0,3962.15,133.71,232.73,0.13,158.67,370.57,23.58,552.82,4328.72,4881.54,3578.593,119.867,34.052,3732.512,764.6177230955805,11.324704908696846,18.831352401086544,81.14324577899598,529.24,10.841660623491766,3,274433.47000000003,59839.933,334355.16300000006,17.89711648627959
2024-03-14,3821.1,114.44,81.69,1.11,0.0,0.0,0.0,4018.34,135.17,234.36,0.0,112.77,384.95,18.92,516.64,4387.87,4904.51,3630.045,125.884,32.676,3788.605,772.4737027756086,10.533977910127616,18.068471671991695,81.90889609767336,497.71999999999997,10.148210524598786,3,278450.7,60726.102999999996,339259.67300000007,17.899593683803374
2024-03-15,3848.18,119.31,77.21,1.11,0.0,0.0,0.0,4045.81,134.39,217.74,0.5,137.6,378.81,18.68,535.09,4398.44,4933.53,3655.771,131.241,30.884,3817.896,773.8669877349485,10.845986545130973,17.98347228049693,81.98389388531133,516.41,10.467352990657805,3,282495.4,61613.323,344193.2030000001,17.900795966618777
2024-03-16,3801.31,116.2,79.72,1.11,0.0,0.0,0.0,3998.34,134.68,205.48,0.0,140.29,377.50234,21.95,539.74234,4338.5,4878.24234,3611.2445,127.82,31.888,3770.9525,773.0145895129925,11.064278942730837,18.037282256051267,81.93996364682448,517.79234,10.614321796895396,3,286492.63,62493.22534,349071.4453400001,17.90270335035018
2024-03-17,3592.67,115.49,72.17,1.11,0.0,0.0,0.0,3781.44,134.72,190.56,0.0,159.09,370.46,22.17,551.72,4106.72,4658.4400000000005,3413.0365,127.039,28.868,3568.9435000000003,766.1241746163952,11.843449738539082,18.826044770352304,81.15012751049706,529.55,11.367539347936217,3,290272.96,63370.22534,353729.8853400001,17.914863280236965
